"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214"
"76","68","      Luggage and similar personal items (part of 119)","DLUGRG3",36.959,37.026,36.958,36.857,36.957,37.026,36.891,36.823,36.785,36.383,36.214,36.113,36.452,34.778,36.414,36.113,36.519,36.316,36.215,36.181,35.134,36.216,36.316,36.316,35.369,36.316,36.485,36.689,37.026,38.21,38.481,39.325,40.204,39.692,39.7,39.63,39.664,39.529,39.799,40.071,41.287,41.456,41.791,42.403,42.369,42.742,43.045,43.012,43.011,43.082,43.825,44.5,44.969,45.074,45.548,46.02,45.576,46.799,47.543,47.947,50.34,52.203,54.209,56.76,57.247,57.454,57.856,58.129,59.578,60.357,62.136,64.176,66.604,66.646,67.426,67.664,68.678,69.621,71.379,72.975,73.814,75.166,77.453,81.895,89.39,96.666,99.264,100.926,100.655,100.192,100.053,100.156,99.551,97.35,97.377,97.579,98.362,99.142,100.324,100.291,100.424,100.835,100.248,99.308,99.181,99.785,99.265,98.635,98.354,99.043,100.864,102.048,103.914,105.945,107.798,111.008,115.232,118.274,124.739,129.947,130.527,131.993,130.067,130.123,136.638,143.922,147.048,144.455,144.098,148.124,150.859,150.427,147.057,151.39,155.456,155.106,153.231,148.949,149.095,157.045,154.88,158.12,155.348,155.045,160.363,165.328,171.024,170.203,167.061,167.195,172.107,161.836,162.662,162.278,160.114,154.96,154.466,151.826,148.338,141.736,135.526,133.428,127.656,132.55,129.674,124.585,122.617,123.614,121.788,125.592,126.744,119.446,118.26,115.995,115.774,112.052,116.537,117.268,115.981,111.511,112.256,109.831,110.24,103.69,104.894,97.589,98.691,99.373,100.645,97.745,102.371,107.821,108.74,109.007,109.294,109.558,109.809,111.102,111.155,111.908,110.976,111.666,111.174,111.159,111.336,109.513,110.077,109.233,108.624,108.556,108.488
"77","69","      Telephone and facsimile equipment (67)","DTCERG3",28.269,28.302,28.3,28.175,28.426,28.424,28.392,28.34,28.458,28.365,28.333,28.361,27.799,27.893,27.769,27.744,27.859,27.896,27.614,27.706,27.83,27.894,27.706,27.678,27.863,28.015,30.385,30.365,30.799,30.889,30.295,30.327,30.961,31.365,31.803,32.171,32.459,32.834,33.237,34.267,34.457,34.924,35.361,35.427,35.639,36.045,36.486,37.199,38.262,38.737,39.267,38.991,40.703,41.232,41.703,41.862,42.047,42.611,43.172,42.982,43.2,43.823,44.388,45.576,45.949,46.638,47.205,48.642,49.266,49.977,50.474,51.452,51.956,52.764,53.228,55.26,56.47,57.483,58.43,58.506,59.552,60.828,62.098,63.023,64.197,65.558,67.255,69.019,71.219,72.906,75.37,79.041,81.153,83.273,85.265,87.694,89.818,92.031,93.947,95.516,97.493,99.545,101.455,103.14,105.488,107.593,109.833,112.537,114.533,116.609,118.835,120.912,123.389,125.668,127.678,129.908,132.384,134.569,136.531,138.577,140.056,142.457,145.531,148.969,153.221,155.414,156.937,158.453,160.258,162.857,165.774,167.641,170.287,172.287,173.849,175.964,176.64,178.419,180.169,181.427,183.288,185.101,186.88,187.225,189.78,191.6,193.181,196.611,200.435,202.46,204.641,207.285,209.479,212.446,215.735,216.91,214.723,210.206,206.516,199.584,195.016,186.937,180.706,175.264,173.431,170.153,163.989,157.871,154.972,152.141,146.657,143.544,140.955,137.522,134.596,130.69,126.699,123.393,119.471,115.646,112.565,109.391,106.674,106.287,103.963,100.394,98.85,97.367,95.767,91.794,88.786,88.315,87.244,85.441,83.643,81.952,81.031,81.683,81.541,79.603,78.144,77.347,75.627,78.253,75.111,74.696,74.192,73.986,73.414,72.672,71.586
"78","70","  Nondurable goods","DNDGRG3",21.635,21.641,21.734,21.815,21.785,21.941,22.006,22.13,22.163,22.008,22.049,22.008,22.094,22.152,22.174,22.289,22.322,22.3,22.463,22.509,22.644,22.639,22.707,22.799,22.869,23.085,23.211,23.264,23.576,23.775,23.942,24.092,24.086,24.123,24.377,24.54,24.794,25.03,25.269,25.533,25.723,26.082,26.446,26.727,27.072,27.338,27.522,27.768,27.813,28.103,28.349,28.53,28.841,28.909,29.164,29.5,30.13,31.038,31.827,32.805,34.497,35.757,36.764,37.807,38.345,38.484,39.341,39.847,39.897,39.895,40.391,40.915,41.663,42.427,42.868,43.37,43.947,45.002,45.742,46.524,47.823,49.445,51.047,52.431,54.448,55.778,56.96,58.191,59.911,60.505,60.981,61.384,61.669,61.665,62.461,62.496,62.322,63.102,63.578,63.549,64.289,64.329,64.475,64.709,65.161,65.561,65.693,66.212,65.879,64.307,64.473,64.614,66.055,66.781,67.417,67.838,68.058,68.743,69.651,70.162,71.123,72.999,72.937,73.276,75.129,75.558,77.146,79.145,78.753,78.882,78.955,79.353,79.49,79.886,80.461,80.695,80.935,80.831,80.496,80.875,80.645,80.819,81.656,81.74,81.715,82.02,82.195,82.325,83.138,84.007,83.882,84.661,84.997,84.738,84.683,84.773,84.093,83.925,84.263,84.394,84.678,85.915,86.844,87.635,88.997,89.786,90.496,90.786,91.024,91.659,91.255,89.908,89.722,90.994,91.233,91.602,93.208,91.635,92.955,93.39,94.723,95.595,96.156,97.982,97.879,98.357,101.553,102.211,102.239,103.496,104.64,102.545,104.07,106.121,106.715,109.055,111.2,113.56,116.589,108.922,106.588,108.183,110.74,111.691,112.818,111.704,112.379,114.092,117.463,119.383,120.707
"79","71","    Food and beverages purchased for off-premises consumption","DFXARG3",19.907,19.794,19.84,19.821,19.777,20.028,20.012,20.211,20.265,20.116,20.05,19.999,20.189,20.235,20.265,20.351,20.439,20.357,20.541,20.553,20.77,20.79,20.938,21.048,21.006,21.303,21.464,21.46,21.954,22.194,22.303,22.376,22.151,22.059,22.322,22.408,22.624,22.798,22.971,23.243,23.338,23.701,24.178,24.524,25.003,25.214,25.375,25.49,25.353,25.812,26.023,26.198,26.759,26.845,27.166,27.546,28.588,29.907,31.254,32.276,33.809,34.605,35.34,36.827,37.354,37.133,38.041,38.622,38.387,38.115,38.551,38.908,39.611,40.74,41.148,41.529,42.602,44.491,45.424,46.109,47.849,48.844,49.296,50.182,50.96,52.022,53.956,55.726,56.455,56.595,57.34,57.426,58.007,58.536,58.77,58.496,58.511,59.175,59.293,59.517,60.707,60.692,61.07,61.131,61.518,61.413,61.401,61.92,62.295,62.476,63.432,63.844,64.456,64.968,65.198,65.378,65.76,66.302,67.581,68.111,69.09,70.329,70.961,71.494,73.127,73.325,74.36,74.831,75.878,76.634,76.241,76.174,76.444,76.598,77.076,77.148,77.285,77.8,77.938,78.541,78.595,78.834,79.635,79.716,80.174,80.868,81.107,81.497,82.123,82.953,83.864,84.581,84.66,84.796,85.118,85.301,85.588,85.802,86.13,86.627,86.985,87.219,87.545,88.035,88.531,89.14,89.985,90.34,91.195,91.792,92.564,92.968,93.484,93.542,93.459,93.682,94.195,94.788,95.545,96.656,97.083,98.108,98.56,99.269,99.02,100.053,100.163,100.763,101.211,101.19,101.896,102.456,103.794,105.246,106.253,107.295,108.836,111.046,113.563,114.82,114.562,113.597,112.948,112.87,113.382,113.818,113.907,114.306,116.117,117.922,119.287
"80","72","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRG3",18.859,18.701,18.741,18.735,18.685,18.932,18.92,19.122,19.177,19.029,18.957,18.897,19.095,19.142,19.163,19.248,19.354,19.253,19.445,19.46,19.693,19.719,19.878,19.993,19.938,20.237,20.397,20.37,20.878,21.138,21.251,21.335,21.092,20.983,21.236,21.304,21.518,21.695,21.872,22.153,22.243,22.606,23.092,23.427,23.933,24.139,24.293,24.408,24.227,24.7,24.905,25.073,25.665,25.749,26.082,26.486,27.599,29.046,30.495,31.633,33.308,34.187,34.873,36.437,36.948,36.628,37.617,38.246,37.954,37.624,38.093,38.478,39.284,40.559,40.953,41.324,42.429,44.466,45.43,46.077,47.895,48.91,49.336,50.16,50.949,52.015,54.051,55.973,56.665,56.735,57.469,57.539,58.084,58.604,58.78,58.442,58.363,59.007,59.085,59.302,60.648,60.593,60.982,61.004,61.406,61.286,61.225,61.605,61.999,62.182,63.241,63.695,64.318,64.873,65.088,65.24,65.624,66.16,67.573,68.146,69.207,70.515,71.113,71.629,73.396,73.501,74.574,75.064,75.357,76.057,75.552,75.426,75.616,75.726,76.243,76.309,76.462,77.08,77.253,77.898,77.978,78.264,79.166,79.282,79.801,80.547,80.807,81.219,81.821,82.676,83.618,84.381,84.422,84.551,84.904,85.125,85.46,85.674,86.025,86.523,86.87,87.064,87.342,87.806,88.247,88.848,89.74,90.076,90.997,91.627,92.407,92.822,93.348,93.344,93.185,93.387,93.931,94.572,95.37,96.538,96.969,98.011,98.485,99.197,98.907,100.089,100.184,100.82,101.252,101.173,101.98,102.575,103.985,105.491,106.562,107.701,109.245,111.67,114.478,115.75,115.296,114.125,113.259,113.112,113.777,114.271,114.257,114.765,116.835,118.885,120.516
"81","73","        Food purchased for off-premises consumption","DFOFRG3",18.986,18.856,18.923,18.905,18.849,19.117,19.112,19.334,19.387,19.222,19.151,19.093,19.333,19.389,19.412,19.504,19.624,19.509,19.683,19.678,19.852,19.754,19.908,20.031,19.988,20.374,20.554,20.528,21.106,21.378,21.498,21.603,21.34,21.238,21.516,21.589,21.813,21.991,22.169,22.469,22.57,22.97,23.502,23.816,24.268,24.404,24.499,24.579,24.378,24.907,25.137,25.337,26.004,26.105,26.475,26.878,28.074,29.617,31.182,32.401,34.157,34.927,35.398,36.94,37.352,37.078,38.19,38.54,38.127,37.592,37.697,37.688,37.98,38.381,38.583,39.055,40.266,42.368,43.365,44.02,45.918,46.966,47.207,47.892,48.629,49.573,51.563,53.545,54.216,54.267,55.037,55.112,55.627,56.138,56.301,55.893,55.772,56.474,56.514,56.671,58.156,58.079,58.467,58.496,58.923,58.749,58.678,59.101,59.209,59.297,60.519,61.095,61.674,62.479,62.791,63.035,63.44,63.989,65.602,66.213,67.357,68.679,69.266,69.808,71.79,71.913,72.927,73.506,73.84,74.643,74.225,74.068,74.153,74.26,74.803,75,75.137,75.812,76.031,76.628,76.864,77.198,77.706,77.679,78.115,78.887,79.152,79.641,80.451,81.384,82.507,83.479,83.581,83.59,83.892,84.178,84.58,84.851,85.301,85.806,86.155,86.266,86.552,87.036,87.325,87.965,88.875,89.299,90.241,90.965,91.754,92.195,92.851,92.869,92.692,92.788,93.469,94.111,95.156,96.452,96.879,98.065,98.55,99.392,98.967,100.074,100.162,100.798,101.195,101.089,101.961,102.459,103.837,105.41,106.454,107.727,109.269,111.872,114.948,115.99,115.431,114.157,113.232,113.109,113.902,114.539,114.513,115.144,117.317,119.433,121.135
"82","74","          Cereals and bakery products","DCBPRG3",18.346,18.44,18.42,18.489,18.581,18.712,19.094,19.296,19.381,19.443,19.404,19.494,19.631,19.652,19.761,19.817,19.994,19.973,19.897,19.817,20.115,20.098,20.302,20.551,20.587,20.56,20.496,20.596,21.154,21.36,21.975,22.257,22.128,22.028,21.965,22.005,21.843,21.875,22.146,22.271,22.314,22.35,22.534,22.772,23.793,24.153,24.819,25.163,23.814,24.015,24.316,24.082,25.85,26.076,26.285,26.265,26.507,27.417,28.994,32.307,34.166,35.923,35.934,36.64,37.547,36.518,35.549,35.538,35.383,35.176,35.096,34.826,34.432,34.409,34.129,33.953,34.801,35.636,36.5,37.217,38.066,38.765,39.91,41.05,42.234,43.588,44.42,45.696,47.152,47.94,48.451,49.095,49.73,49.978,50.214,50.42,50.791,51.214,51.526,51.925,52.598,53.045,53.62,54.021,54.559,54.888,55.218,55.662,55.839,56.033,56.536,56.801,57.251,57.809,58.097,58.674,59.699,60.469,62.015,63.373,64.595,65.716,66.931,67.786,68.462,69.43,70.131,70.704,71.657,72.088,72.338,73.023,73.844,74.487,75.246,75.602,75.852,76.604,77.135,77.733,78.596,79.454,80.225,80.259,80.36,81.001,81.644,82.268,83.288,83.821,84.123,84.542,84.953,85.061,85.496,85.745,86.12,86.518,87.137,87.36,87.963,88.418,88.457,88.872,88.971,89.63,90.306,91.175,91.745,92.365,93.274,93.529,94.326,94.762,94.912,95.009,96.327,96.824,97.499,97.5,97.87,98.365,98.783,99.48,99.696,99.876,99.888,100.54,100.8,100.959,102.188,103.261,104.53,105.844,106.887,108.548,111.721,116.42,119.943,121.809,122.031,121.152,121.025,120.938,120.529,120.074,119.727,120.31,122.125,123.881,125.814
"83","75","            Cereals","DGRARG3",23.411,23.239,23.124,23.182,23.297,23.544,23.716,23.868,23.849,23.942,23.885,23.904,24.018,24.133,24.417,24.568,24.112,23.772,23.449,23.107,24.436,24.723,25.12,25.443,25.48,25.575,25.633,25.631,26.165,26.355,26.544,26.752,26.658,26.637,26.751,26.886,26.411,26.201,26.201,26.258,25.898,26.014,26.088,26.239,29.501,30.684,32.035,33.039,26.464,26.831,27.342,27.34,35.261,35.79,36.817,36.775,36.304,37.138,39.224,41.93,45.039,47.286,46.368,45.852,45.476,44.538,43.29,43.478,42.509,41.372,41.032,40.381,39.094,38.563,37.285,36.664,37.871,39.087,40.051,40.625,41.237,41.755,42.902,44.427,45.663,47.603,49.104,50.577,52.146,52.931,53.771,54.554,55.317,55.337,55.358,55.472,55.36,56.06,56.53,56.947,57.379,58.075,58.507,58.765,59.436,59.922,60.368,61.092,61.293,61.476,61.935,62.172,62.511,63.215,63.546,64.434,65.67,66.674,68.879,70.595,72.104,73.172,74.931,75.706,76.061,77.349,78.289,79.104,80.134,80.788,80.637,81.745,82.828,83.289,84.246,84.748,84.999,85.844,86.195,86.897,88.446,89.295,90.081,89.868,89.506,90.143,90.556,91.124,91.811,91.468,90.444,90.191,90.722,90.858,91.506,91.543,91.522,91.782,92.424,92.615,93.431,93.895,93.806,93.755,93.469,94.302,94.289,94.842,94.485,95.108,96.341,96.913,97.467,97.502,97.146,97.503,98.985,99.271,99.536,98.984,99.679,99.074,99.718,100.378,100.576,99.842,99.689,99.921,99.218,99.994,100.511,101.564,102.794,104.428,105.07,106.323,109.591,113.88,117.902,120.269,119.965,119.154,119.532,118.896,118.106,117.358,116.577,116.635,119.66,121.409,122.727
"84","76","            Bakery products","DBAKRG3",16.342,16.477,16.477,16.544,16.629,16.73,17.135,17.336,17.438,17.489,17.455,17.556,17.691,17.691,17.758,17.792,18.095,18.146,18.129,18.113,18.163,18.079,18.23,18.451,18.484,18.433,18.349,18.467,19.007,19.209,19.888,20.17,20.035,19.917,19.816,19.833,19.748,19.834,20.153,20.289,20.423,20.44,20.642,20.894,21.333,21.485,21.958,22.126,22.21,22.346,22.565,22.261,22.348,22.497,22.531,22.546,22.984,23.896,25.279,28.619,29.991,31.505,31.772,32.85,34.202,33.194,32.345,32.262,32.347,32.431,32.431,32.296,32.229,32.396,32.498,32.497,33.193,33.867,34.677,35.433,36.353,37.108,38.238,39.215,40.374,41.482,42.037,43.219,44.613,45.393,45.757,46.337,46.912,47.255,47.58,47.825,48.395,48.701,48.942,49.327,50.088,50.423,51.049,51.508,51.988,52.251,52.532,52.857,53.022,53.219,53.737,54.013,54.511,54.996,55.261,55.684,56.604,57.257,58.473,59.649,60.726,61.872,62.811,63.706,64.547,65.35,65.928,66.376,67.291,67.606,68.072,68.53,69.21,69.956,70.607,70.884,71.131,71.836,72.465,73.006,73.499,74.364,75.13,75.301,75.657,76.305,77.078,77.735,78.939,79.961,81.014,81.825,82.173,82.265,82.577,82.942,83.533,84.003,84.61,84.853,85.353,85.808,85.912,86.554,86.837,87.41,88.407,89.422,90.418,91.038,91.803,91.923,92.827,93.435,93.801,93.792,95.041,95.631,96.492,96.751,96.961,97.991,98.293,99.004,99.228,99.89,99.995,100.884,101.7,101.503,103.15,104.224,105.5,106.611,107.93,109.892,113.062,118.057,121.266,122.784,123.276,122.308,121.835,122.09,121.937,121.68,121.618,122.541,123.576,125.335,127.662
"85","77","          Meats and poultry","DMAPRG3",22.509,22.27,21.989,21.684,21.544,21.976,21.798,21.686,22.106,21.5,21.017,21.244,21.873,21.829,22.213,22.501,22.284,21.571,21.723,21.629,21.297,21.178,21.509,21.605,21.612,22.346,23.452,23.403,24.626,24.8,24.272,24.007,23.81,23.566,24.011,24.248,24.376,24.421,24.555,25.004,25.247,26.362,27.596,27.739,28.033,28.141,27.844,27.763,27.455,28.042,28.221,28.846,30.102,30.31,30.9,31.501,34.462,37.682,40.91,39.992,41.031,38.08,37.633,38.739,38.151,39.539,43.452,44.153,42.136,40.747,40.941,39.803,39.805,40.024,40.617,41.255,43.313,47.666,49.066,49.921,53.892,56.503,54.193,54.016,55.334,53.751,56.519,59.216,58.035,56.917,58.565,58.188,57.659,59.685,61,59.924,59.426,59.322,58.506,57.637,59.988,60.022,59.439,59.071,59.737,58.717,57.603,58.558,59.262,58.447,61.637,62.863,62.912,63.622,64.256,63.673,63.383,64.897,66.708,66.268,67.337,68.652,68.657,68.738,70.887,72.448,73.943,74.624,74.742,74.52,74.197,73.361,72.632,72.486,72.935,73.182,73.68,74.597,75.021,75.536,75.527,75.647,75.241,74.441,74.706,74.713,75.066,76.259,76.739,77.02,79.075,80.49,80.648,80.431,80.61,80.198,79.545,79.125,79.209,79.27,79.14,79.375,79.587,80.454,81.337,82.674,83.82,83.606,85.19,86.399,87.282,87.917,87.874,87.751,87.422,87.391,88.22,89.303,90.84,94.82,95.924,97.453,98.975,98.932,99.826,100.447,99.774,99.953,99.992,99.678,99.55,100.388,101.561,104.243,104.363,104.712,105.351,106.169,108.918,110.718,110.273,108.855,106.926,106.376,107.155,109.546,110.696,112.124,114.19,117.062,117.92
"86","78","            Beef and veal","DBEERG3",19.108,19.146,19.09,18.887,18.63,18.814,18.537,18.296,18.703,18.313,17.891,18.167,18.519,18.685,19.066,19.442,19.256,18.463,18.611,18.499,18.093,17.908,18.259,18.369,18.315,18.932,19.569,19.331,19.903,20.381,19.885,19.939,20.014,19.737,20.125,20.773,20.844,20.734,20.863,21.473,21.749,22.899,23.871,23.762,23.854,24.093,24.058,24.464,24.352,25.071,25.2,26.104,27.216,27.196,27.602,28.099,30.637,32.864,34.073,34.303,35.672,33.553,33.154,33.343,31.928,33.416,35.888,35.8,34.195,32.397,32.917,33.084,32.868,32.495,32.649,33.948,35.719,40.252,42.18,43.407,48.409,52.4,51.05,52.346,53.336,51.893,53.872,55.744,54.032,52.818,54.206,54.404,53.05,54.8,55.744,53.759,52.883,54.008,53.556,52.409,54.243,54.023,52.975,52.966,53.414,52.219,50.695,52.188,52.581,51.014,51.909,53.101,54.024,55.83,56.594,56.75,56.877,58.577,59.075,59.579,60.977,61.998,62.13,62.772,65.032,65.901,66.798,68.203,68.103,68.229,68.069,67.694,67.373,67.543,67.412,67.829,68.837,69.798,70.159,69.842,69.218,68.925,68.38,67.869,68.304,67.705,67.148,67.371,67.139,66.153,67.186,68.275,68.26,68.095,68.331,68.403,68.113,67.924,67.913,68.179,68.317,68.848,69.598,71.165,72.041,73.913,74.862,74.679,78.718,80.767,80.524,80.188,80.181,80.59,79.712,80.003,82.544,84.425,86.508,95.738,96.085,97.099,98.549,98.017,99.608,101.535,99.26,99.635,101.408,100.552,100.072,101.25,102.719,106.209,106.014,106.274,106.752,107.801,112.25,113.41,111.336,109.574,107.256,107.447,107.377,112.741,113.467,114.476,119.046,123.604,124.766
"87","79","            Pork","DPORRG3",22.115,21.34,20.319,19.996,19.565,20.863,20.908,21.815,22.275,21.642,21.343,21.837,21.819,21.73,22.078,22.231,21.774,20.996,21.495,21.364,21.147,21.21,21.337,21.494,21.687,23.087,25.523,26.506,29.49,28.015,26.998,26.406,25.365,25.235,25.784,25.414,25.285,25.502,25.307,25.849,25.912,27.052,28.316,29.639,30.507,30.332,29.205,27.94,26.564,26.695,26.348,27.21,29.367,30.402,31.201,32.738,36.178,39.498,44.257,43.767,43.959,39.172,38.548,42.017,43.547,45.694,53.207,57.849,53.299,52,50.749,47.047,46.754,47.584,48.88,49.165,51.55,55.173,54,55.331,58.093,57.416,52.177,50.17,51.12,49.292,52.148,56.089,55.35,55.486,57.804,57.861,58.504,63.05,65.674,66.697,66.665,64.265,60.263,58.745,60.68,61.622,61.463,60.936,62.039,60.973,59.856,60.438,62.469,62.29,66.838,69.65,69.411,70.255,71.301,69.635,68.574,68.867,66.996,66.011,67.282,67.037,66.668,69.141,71.949,75.595,78.77,80.799,80.609,79.804,78.703,76.834,75.16,74.51,74.601,74.541,75.108,76.41,77.059,77.489,78.254,78.07,76.914,75.668,76.268,76.003,77.027,79.342,80.512,82.779,86.475,88.298,88.891,89.328,89.057,87.946,86.243,84.379,83.294,81.861,81.138,81.851,82.04,83.337,85.652,88.248,89.259,89.036,89.762,90.835,92.204,92.731,92.749,91.696,90.116,89.635,91.228,91.754,93.123,94.962,95.582,97.152,99.558,99.764,100.856,100.856,98.978,99.372,99.487,99.615,99.806,100.163,101.048,102.768,101.972,101.885,100.963,102.576,105.022,106.853,105.492,102.954,100.343,98.504,102.214,105.339,108.239,110.641,112.454,115.485,116.31
"88","80","            Other meats","DMEARG3",21.643,21.426,21.232,20.95,20.585,20.951,20.93,20.93,21.038,20.93,20.845,20.93,20.909,20.93,21.168,21.404,21.189,20.974,20.908,20.887,20.929,20.974,21.146,21.167,21.188,21.51,22.848,23.196,24.404,24.598,24.404,24.468,24.274,24.058,24.382,24.382,24.34,24.491,24.684,24.879,25.052,25.652,26.97,27.554,28.073,28.374,28.201,27.92,27.705,27.941,28.267,28.287,29.023,29.626,30.467,31.223,32.855,36.185,39.538,41.079,40.804,38.319,37.329,38.018,38.453,39.29,42.115,43.715,43.411,43.737,43.753,42.308,42.116,42.615,43.585,43.799,46.536,50.629,51.94,52.703,55.116,58.639,58.244,57.868,58.421,57.504,58.804,62.087,61.826,60.368,61.453,61.529,61.098,62.28,63.858,63.47,62.939,62.489,61.63,60.898,61.281,61.557,61.999,62.234,62.078,61.82,61.359,61.592,61.744,61.406,63.35,64.821,65.513,65.578,66.774,67.523,67.373,67.341,67.923,67.804,67.875,68.19,69.196,70.642,72.455,74.072,75.848,77.129,77.31,77.209,76.94,77.243,77.043,76.447,76.224,77.006,76.298,77.013,77.282,78.291,78.74,78.708,78.272,78.545,78.189,79.075,79.05,80.694,80.917,80.905,81.974,83.027,83.371,83.779,83.927,83.31,83.244,82.349,82.309,82.679,83.344,83.563,83.191,83.853,83.773,85.003,86.559,87.292,86.776,87.43,88.065,90.18,90.265,91.043,91.833,91.701,90.89,92.792,94.515,96.038,97.43,97.409,97.657,98.345,99.215,99.757,100.676,100.34,100.641,101.785,101.875,102.912,103.412,104.888,103.704,104.388,105.226,105.648,107.967,110.603,111.753,109.793,109.33,108.329,107.738,109.289,110.558,111.36,113.204,117.262,118.407
"89","81","            Poultry","DPOURG3",33.562,32.594,32.429,31.575,33.502,33.499,33.355,31.909,32.704,30.158,28.502,28.017,32.464,30.939,31.417,31.339,31.571,31.067,30.857,30.858,30.29,30.016,30.666,30.628,30.706,31.28,32.182,31.131,33.264,33.75,33.589,31.459,31.06,30.878,31.404,30.353,31.384,31.926,32.45,31.801,32.149,33.135,35.231,34.24,34.38,33.82,33.281,32.635,32.951,33.676,34.68,33.585,34.096,33.694,34.557,34.276,39.562,46.531,56.959,46.692,47.812,43.449,43.729,46.678,47.074,47.043,54.065,52.699,49.71,48.876,48.988,45.108,46.92,48.777,49.763,48.409,49.737,53.31,55.558,54.33,56.871,57.587,54.66,52.579,55.798,53.75,59.528,62.004,61.074,58.99,60.679,57.968,58.265,58.366,58.752,57.237,57.222,56.885,59.351,60.015,65.321,64.547,63.935,62.463,63.624,62.723,62.419,62.961,63.163,63.343,71.511,70.467,67.897,65.879,65.299,63.447,63.117,66.383,75.912,73.741,74.335,78.544,77.969,73.514,74.945,75.662,76.426,74.459,75.084,74.735,74.761,73.479,72.672,72.759,74.562,74.52,75.009,75.681,76.093,77.349,77.259,78.152,78.459,77.08,77.251,77.624,78.703,79.938,80.874,81.39,83.989,85.645,85.577,84.57,84.958,84.598,83.925,84.405,85.364,85.978,85.509,85.147,85.151,85.183,85.737,85.896,87.084,86.353,87.305,88.148,89.883,90.646,90.451,89.881,90.18,90.204,90,90.295,91.357,93.464,95.225,97.923,99.671,99.489,99.744,99.725,100.176,100.348,98.807,97.907,97.763,98.502,99.955,103.183,104.782,105.289,106.889,107.278,109.104,110.952,111.503,111.336,109.352,109.227,109.629,109.635,110.031,111.562,111.957,112.858,113.362
"90","82","          Fish and seafood","DFISRG3",13.226,13.187,13.109,13.07,13.07,13.109,13.167,13.246,13.304,13.343,13.46,13.654,13.831,14.025,14.123,14.064,14.044,14.044,13.927,13.927,13.712,13.557,13.556,13.732,13.908,14.005,14.141,14.2,14.375,14.899,15.192,15.427,15.564,15.504,15.426,15.447,15.523,15.603,15.856,16.012,16.167,16.401,16.751,17.083,17.57,18.037,18.407,19.049,19.592,20.002,20.471,20.608,21.136,21.699,22.224,22.828,23.374,24.729,25.668,27.047,28.258,28.944,29.179,29.834,30.385,30.854,31.865,32.783,33.851,34.791,35.626,36.485,37.124,38.393,39.754,40.516,40.853,42.079,42.988,43.935,44.274,45.7,47.169,47.982,48.082,49.686,50.729,52.192,53.392,53.652,54.247,54.454,55.462,55.695,55.427,55.268,55.452,55.807,55.461,56.008,55.979,56.729,57.473,57.902,58.291,58.478,59.581,61.213,62.539,63.544,65.176,66.165,68.503,70.348,71.42,72.359,72.843,74.211,74.447,74.994,75.908,76.663,78.086,76.893,78.271,77.26,77.755,78.55,78.022,77.849,77.751,78.94,79.111,79.314,79.476,79.052,81.081,81.159,80.862,82.002,82.55,83.657,85.002,85.467,86.4,87.906,88.406,88.259,87.575,87.777,87.311,88.388,89.404,89.294,89.539,90.104,90.619,90.854,91.902,91.773,91.535,92.35,92.784,93.819,94.27,95.638,95.332,95.27,96.042,96.384,94.925,94.648,93.426,94.684,94.179,93.65,93.971,94.638,95.339,95.884,96.271,96.653,97.429,98.164,98.701,99.553,100.048,101.703,102.894,104.072,105.732,106.135,107.455,109.999,109.759,110.798,111.526,115.05,118.063,119.424,119.926,120.904,121.035,119.063,119.338,120.949,122.105,123.86,126.352,130.377,131.987
