"","Table 1#8#3# Command-Basis Real Gross Domestic Product and Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","Equals: Gross domestic purchases","B712RA3",7.269,6.669,6.256,5.461,5.398,5.963,6.547,7.375,7.717,7.393,7.984,8.652,10.263,12.343,14.586,15.738,15.485,13.129,12.837,13.68,13.593,14.976,16.065,16.817,17.724,17.555,18.814,19.148,19.507,19.533,20.882,21.272,21.809,23.199,24.163,25.481,27.229,29.116,29.982,31.546,32.548
"12","5","Plus: Exports of goods and services, command basis \1\","C020RA3",3.869,3.019,2.188,1.683,1.742,2.143,2.272,2.435,3.148,3.029,3.188,3.903,4.107,3.032,2.669,3.157,4.276,7.878,9.385,7.362,6.851,5.768,7.462,7.041,6.478,6.624,7.293,8.495,9.273,7.768,8.47,9.944,10.045,10.455,11.042,12.249,12.77,13.687,14.151,14.964,15.462
"13","6","Less: Imports of goods and services, command basis \1\","C021RA3",2.898,2.241,1.751,1.318,1.354,1.5,1.959,2.045,2.472,1.811,2.017,2.186,2.668,2.567,3.326,3.576,3.81,3.107,3.181,3.814,3.502,4.342,5.096,5.238,5.424,5.168,5.681,6.047,6.164,6.056,6.663,6.724,6.611,7.189,7.435,7.87,8.677,9.924,10.403,11.643,12.038
"14","7","Equals: Command-basis gross domestic product \1,2\","C191RA3",7.5,6.895,6.417,5.586,5.52,6.156,6.71,7.566,7.986,7.65,8.268,9.035,10.671,12.667,14.799,15.998,15.842,13.96,13.783,14.33,14.21,15.439,16.689,17.323,18.156,18.016,19.362,19.785,20.189,20.054,21.443,21.998,22.575,23.968,24.987,26.413,28.153,30.02,30.893,32.417,33.445
"15","8","Plus: Income receipts from the rest of the world, command basis \1\","C645RA3",1.817,1.73,1.413,1.101,0.94,0.897,1.048,1.129,1.389,1.245,1.342,1.19,1.34,1.2,1.132,1.2,1.166,1.487,1.957,2.353,2.25,2.498,2.943,2.99,2.943,3.11,3.54,3.841,4.032,3.577,3.893,4.398,4.726,5.228,5.678,6.195,6.629,6.606,6.916,7.721,8.583
"16","9","Less: Income payments to the rest of the world, command basis \1\","C655RA3",0.777,0.719,0.605,0.446,0.386,0.424,0.474,0.795,0.892,0.662,0.794,0.839,0.753,0.656,0.776,0.895,0.987,0.781,0.778,0.868,1.001,1.111,1.202,1.189,1.273,1.259,1.392,1.448,1.494,1.495,1.793,2.082,2.075,2.118,2.327,2.587,2.853,3.202,3.415,4.002,5.379
"17","10","Equals: Command-basis gross national product \1,3\","CB22RA3",7.477,6.876,6.393,5.562,5.491,6.118,6.671,7.51,7.934,7.603,8.215,8.966,10.594,12.566,14.669,15.855,15.696,13.855,13.701,14.256,14.129,15.352,16.606,17.236,18.055,17.925,19.272,19.701,20.108,19.955,21.332,21.894,22.48,23.88,24.901,26.327,28.059,29.893,30.764,32.288,33.297
"18",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","11","  Command-basis net domestic product \4\","C362RA3",8.202,7.446,6.865,5.872,5.813,6.609,7.283,8.315,8.8,8.368,9.117,10.039,11.995,14.324,16.743,17.967,17.607,15.26,15.069,15.743,15.571,17.057,18.531,19.204,20.104,19.798,21.354,21.755,22.129,21.813,23.442,24.03,24.619,26.204,27.3,28.891,30.84,32.908,33.735,35.375,36.396
"20","12","  Net domestic product","A362RA3",7.999,7.223,6.701,5.737,5.675,6.402,7.049,8.063,8.492,8.159,8.88,9.73,11.583,13.857,16.229,17.394,17.047,14.831,14.671,15.357,15.24,16.705,18.14,18.856,19.715,19.46,20.913,21.294,21.674,21.348,22.937,23.506,24.064,25.598,26.699,28.274,30.152,32.163,32.911,34.501,35.485
"21","13","  Command-basis net national product \4\","C027RA3",8.167,7.418,6.831,5.84,5.776,6.559,7.23,8.241,8.73,8.305,9.045,9.944,11.888,14.185,16.566,17.773,17.412,15.12,14.957,15.641,15.461,16.936,18.413,19.082,19.964,19.672,21.227,21.638,22.015,21.678,23.291,23.888,24.488,26.079,27.178,28.766,30.703,32.73,33.554,35.194,36.191
"22","14","  Net national product","A027RA3",7.986,7.214,6.685,5.72,5.651,6.366,7.012,8.009,8.445,8.118,8.834,9.666,11.513,13.762,16.105,17.261,16.91,14.733,14.598,15.295,15.169,16.628,18.073,18.785,19.628,19.385,20.838,21.23,21.615,21.267,22.842,23.42,23.99,25.532,26.636,28.212,30.08,32.053,32.801,34.392,35.357
"23",NA,"  Percent change from preceding period (seasonally adjusted at annual rates):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","15","    Real gross domestic product","A191RL1",NA,-8.5,-6.4,-12.9,-1.3,10.8,8.9,12.9,5.1,-3.3,8,8.8,17.7,18.9,17,8,-1,-11.6,-1.1,4.1,-0.5,8.7,8.1,4.1,4.7,-0.6,7.1,2.1,2.1,-0.7,6.9,2.6,2.6,6.1,4.4,5.8,6.5,6.6,2.7,4.9,3.1
"25","16","    Command-basis gross domestic product","C191RL1",NA,-8.1,-6.9,-12.9,-1.2,11.5,9,12.8,5.6,-4.2,8.1,9.3,18.1,18.7,16.8,8.1,-1,-11.9,-1.3,4,-0.8,8.6,8.1,3.8,4.8,-0.8,7.5,2.2,2,-0.7,6.9,2.6,2.6,6.2,4.3,5.7,6.6,6.6,2.9,4.9,3.2
"26","17","    Real gross national product","A001RL1",NA,-8.5,-6.5,-12.9,-1.4,10.6,9,12.8,5.2,-3.3,8,8.7,17.8,18.8,17,8,-1,-11.5,-0.9,4.2,-0.6,8.7,8.1,4.1,4.6,-0.5,7.2,2.2,2.1,-0.8,6.9,2.6,2.6,6.2,4.4,5.8,6.5,6.5,2.7,4.9,3.1
"27","18","    Command-basis gross national product","CB22RL1",NA,-8,-7,-13,-1.3,11.4,9,12.6,5.6,-4.2,8,9.1,18.2,18.6,16.7,8.1,-1,-11.7,-1.1,4.1,-0.9,8.7,8.2,3.8,4.8,-0.7,7.5,2.2,2.1,-0.8,6.9,2.6,2.7,6.2,4.3,5.7,6.6,6.5,2.9,5,3.1
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1. Deflator is the gross domestic purchases price index.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2. This measure is called 'real gross domestic income' in the System of National Accounts, 2008.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","3. This measure is called 'real gross national income' in the System of National Accounts, 2008.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","4. Deflator is the net domestic purchases price index.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
