ProdLine,NAICS,PCEcode,SeasSource,NAICS_Desc,PCEcode_Desc
0104,452110,DAI,Census,Department Stores (exc Discount) (2002),Processed dairy products
0104,452910,DAI,Census,Warehouse Clubs & Superstores,Processed dairy products
0107,445110,DAI,BEA,Grocery (except Convenience) Stores,Processed dairy products
0107,452110,DAI,Census,Department Stores (exc Discount) (2002),Processed dairy products
0107,452910,DAI,Census,Warehouse Clubs & Superstores,Processed dairy products
0104,445110,GGS,BEA,Grocery (except Convenience) Stores,Eggs
0104,452110,GGS,Census,Department Stores (exc Discount) (2002),Eggs
0104,452910,GGS,Census,Warehouse Clubs & Superstores,Eggs
0111,445110,FAT,BEA,Grocery (except Convenience) Stores,Fats and oils
0111,452110,FAT,Census,Department Stores (exc Discount) (2002),Fats and oils
0111,452910,FAT,Census,Warehouse Clubs & Superstores,Fats and oils
0102,445110,FRU,BEA,Grocery (except Convenience) Stores,Fruit (fresh)
0102,445230,FRU,BEA,Fruit & Vegetable Markets,Fruit (fresh)
0102,452110,FRU,Census,Department Stores (exc Discount) (2002),Fruit (fresh)
0102,452910,FRU,Census,Warehouse Clubs & Superstores,Fruit (fresh)
0102,445110,VEG,BEA,Grocery (except Convenience) Stores,Vegetables (fresh)
0102,445230,VEG,BEA,Fruit & Vegetable Markets,Vegetables (fresh)
0102,452110,VEG,Census,Department Stores (exc Discount) (2002),Vegetables (fresh)
0102,452910,VEG,Census,Warehouse Clubs & Superstores,Vegetables (fresh)
0102,445110,PFV,BEA,Grocery (except Convenience) Stores,Processed fruits and vegetables
0102,445230,PFV,BEA,Fruit & Vegetable Markets,Processed fruits and vegetables
0102,452110,PFV,Census,Department Stores (exc Discount) (2002),Processed fruits and vegetables
0102,452910,PFV,Census,Warehouse Clubs & Superstores,Processed fruits and vegetables
0111,445110,PFV,BEA,Grocery (except Convenience) Stores,Processed fruits and vegetables
