"Code","sumril2004q1","sumril2004q2","sumril2004q3","sumril2004q4","sumril2005q1","sumril2005q2","sumril2005q3","sumril2005q4","sumril2006q1","sumril2006q2","sumril2006q3","sumril2006q4","sumril2007q1","sumril2007q2","sumril2007q3","sumril2007q4","sumril2008q1","sumril2008q2","sumril2008q3","sumril2008q4","sumril2009q1","sumril2009q2","sumril2009q3","sumril2009q4","sumril2010q1","sumril2010q2","sumril2010q3","sumril2010q4","sumril2011q1","sumril2011q2","sumril2011q3","sumril2011q4","sumril2012q1","sumril2012q2","sumril2012q3","sumril2012q4","sumril2013q1","sumril2013q2","sumril2013q3","sumril2013q4","sumril2014q1","sumril2014q2","sumril2014q3","sumril2014q4","sumril2015q1","sumril2015q2","sumril2015q3","sumril2015q4"
"MVR",0,0,1,24,0,0,0,12,0,0,0,-90,0,0,0,-19,0,1,0,101,0,0,0,325,0,160,-111,-362,321,43,596,-245,254,-387,417,219,-710,879,240,178,-736,765,718,-84,51,53,-347,1093
"MVS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,178,173,150,718,-75,-1282,1012,-494,-711,-1433,255,826,410,-2051,-1708,-2370,-2612,463,-703,966,-461,931,1246,3622,-3410,6091
"MXF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7476,-12615,-20179,-14731,15353,-2008,-9261,-8151,12407,-25140,12922,3269,-2789,6248,5475,-8398,-8504,11762,6007,-57206,2720,36110,11221,-3064,19952,-8609,6664
"NBV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98,-240,58,-49,-54,-136,17,93,248,-150,-216,-170,-106,-349,4,87,-127,55,-317,-338,-47,301,337,596,-88,74,287
"NDC",49,207,-1,297,-269,1363,-1248,1544,-656,-480,-2596,-711,-213,-941,35,2057,-1393,-1065,-1707,166,-139,203,-1935,-214,-1776,-736,158,426,44,-363,1757,-357,-823,-390,907,-700,-1115,-204,-30,399,-402,-1153,-149,-1692,-633,-328,-508,-212
"NDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882,-3094,-12429,-357,1824,6790,-6904,-4486,727,-4843,1598,-92,-5698,-8067,4907,11581,-2173,1702,-3377,-3238,-2271,9164,1586,6591,4517,4440,1307
"NDX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4206,551,-3262,-246,1041,810,-1197,1621,474,542,-191,-591,-325,-1529,1197,-366,3820,-1981,-3224,-766,-1767,3276,1120,1090,3893,2414,-5605
"NEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,-1936,-214,-1776,-736,164,520,49,-351,1780,-303,-881,-317,976,-649,-1185,-173,-4,392,-394,-1112,-117,-1644,-670,-311,-514,-215
"NEC",0,0,0,-1,0,236,39,-125,-96,314,-9,-21,6,-109,346,168,-578,-9,29,-339,-195,1,44,47,66,-21,47,-2,-149,69,28,30,-69,70,-41,36,139,-102,-24,-247,-132,26,186,89,210,90,20,-13
"NEH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-63,-64,16,-319,-189,-2,-5,17,7,71,2,-53,-54,-61,-122,-211,91,-160,166,-91,-24,-42,-46,-274,40,44
"NET",120,-322,32,168,52,-4167,55,3169,-712,205,-73,356,636,-44,-158,-55,137,227,-244,430,-525,606,265,590,206,615,460,182,-263,349,444,44,-891,544,157,-1063,131,10,69,-569,686,75,348,-58,222,-189,-436,87
"NEW",50,197,-1,297,-270,1364,-1248,1544,-656,-480,-2593,-711,-212,-941,37,1976,-1393,-1065,-1707,147,-140,175,95,123,-167,-167,-91,-141,31,-170,304,-321,206,-17,-214,359,277,-465,-342,-755,21,-45,444,170,578,385,141,-8
"NFC",0,-10,0,0,0,0,0,0,0,0,1,0,0,0,2,-81,0,0,0,-19,0,0,0,0,0,0,6,93,6,13,23,54,-58,73,69,51,-71,32,25,-7,7,41,32,47,-38,17,-5,-5
"NFR",-182,-416,-206,-88,12,0,0,0,77,0,0,0,-319,771,-298,915,281,-823,-670,-606,171,821,637,418,164,-408,586,426,324,107,-163,20,-465,187,-93,142,152,201,49,532,392,-22,4,-55,-941,202,352,-322
"NGS",-556,1461,2064,256,-155,-2488,1302,1713,-3225,604,2508,-3211,2362,-506,4239,2551,-1366,-1005,-2475,-2883,-3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIS",0,0,1,0,0,0,0,-32,0,0,0,-22,0,0,0,-36,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NMV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,-5178,-348,-875,-2284,536,2288,-292,-3063,3047,74,-1656,-906,2993,-409,-3503,-329,-326,-293,59,-1704,-950,-2361,-737,-806,-967,-1445
"NPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,-3373,41,-5834,5323,-6373,104,-4047,2429,-16363,3601,2369,-4991,12770,-11565,-3774,9926,4185,10306,-31718,13129,6098,10816,-3028,-3271,-4042,-4447
"NPH",-1481,-2602,-185,1022,15,-782,-813,1544,-763,-1486,-1652,-871,1436,-914,-2226,3786,2622,-1531,-701,2032,-1027,4663,-7627,-748,-3218,3426,-2207,1063,2567,1727,-20495,6694,9449,-10606,20333,-6097,2594,2476,2908,12462,-29876,13003,4442,10304,-2686,-6390,-10998,-9602
"NPN",1,28,-20,-103,6,2,-21,-13,24,-270,-1195,-18,-889,310,-197,786,-154,-237,347,654,-1107,598,-973,725,-319,701,-1542,2583,-1419,284,-956,196,421,-1014,1832,-1595,749,-808,490,812,-2179,1654,-210,1545,-2255,-90,-798,321
"NPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5242,-8444,-554,-3575,5046,-4520,4230,-2578,1526,-22842,7655,8147,-12912,24457,-8110,1935,3586,2746,14387,-32441,15602,4842,12299,-3899,-4896,-14634,-8795
"NPU",119,-310,31,168,52,-2365,-1066,2969,-275,1538,-1173,-92,433,-356,-60,10,-363,861,-98,-358,362,1317,-891,402,324,-139,933,467,-1339,-864,983,945,-1552,786,-333,-670,1009,-42,-989,192,950,154,713,-117,453,-373,-857,172
"NPV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802,-1622,1278,745,-139,2612,1094,-3250,-403,1805,1556,-3966,1962,-370,-1807,1703,-92,-1304,-240,2445,390,1514,-343,735,-769,-1776,53
"NRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-138,-142,392,406,102,51,-89,-120,31,-14,-66,98,-34,-115,-39,-4,-148,59,-164,-94,-87,117,-10,114,148,94,55
"NRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,-1680,-15360,-9857,9916,6702,-8918,-11414,25,-6439,3705,1426,4942,-8233,1218,9437,-3391,3425,5821,3469,253,2969,-3789,286,376,-237,3045
"NRS",3,73,-51,-268,15,6,-57,-36,66,529,-1501,-347,262,944,332,1907,1038,241,-503,1101,-1415,845,-793,1186,-237,2251,-803,4119,-3424,1405,835,-630,2563,-1212,-1067,658,-1,-1700,-538,2179,-4240,413,2675,288,-3784,3040,-393,595
"NRX",-40,232,-64,58,1,29,-64,-222,-174,35,-75,-303,82,-328,-427,-38,-91,128,41,728,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NSC",1,-17,34,-31,1,-15,7,-19,4,-17,-1,20,1,-12,-9,31,1,-22,19,0,-5,2,6,-9,1,-321,-213,101,-18,1,-3,154,10,-60,-16,-41,-128,-225,73,-169,150,-87,-33,6,-25,-256,4,57
"NWP",115,154,6,-11,4,43,92,-59,57,-40,-104,0,66,28,-15,-209,-93,16,33,234,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NWT",0,0,0,0,0,0,0,0,0,26,-624,-1285,-1131,-953,-17,-1923,-148,-2606,318,1266,-963,1707,-3242,-134,902,-1548,372,1767,-341,-2711,1267,376,-775,-588,2016,240,-2317,-156,-323,-686,453,-592,-833,-717,-67,-496,-453,-1229
"NXO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,-890,549,-561,1647,-1463,1461,-1697,1124,-987,670,-201,-916,1075,-1696,1393,-919,-45,292,-680,479,449,636,-586,-440,-38,-211
"OAS",-1,0,1,0,0,0,0,-2,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OAU",1148,2852,1336,-6480,-230,-1858,-2544,-372,807,1109,-629,-1344,242,-1299,379,-2078,-393,-1608,302,1020,-989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OBB",0,0,0,0,0,0,0,-3,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,107,57,-90,324,103,-327,-284,331,147,288,-3,63,-56,-434,277,-116,-8,-503,-564,5,-27,-281,444,106,45,26
"ODG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,141,-340,1850,-311,875,-548,1502,274,-792,221,-836,-290,1471,2330,-1003,-1005,525,-1319,456,-966,318,-736,176,1925,-808,-1134
"ODH",93,321,219,-120,147,231,197,255,103,-25,-360,357,238,512,-274,-738,256,402,-60,223,-354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,18,73,-21,-162,10,10,84,-90,22,57,-32,-26,-4,55,-29,-67,25,8,59,22,36,-49,56
"OED",-96,101,-16,-73,11,-59,9,188,-177,-140,-11,248,-4,-63,25,-232,-33,-91,-35,38,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OFB",-4269,777,355,961,608,678,-1981,474,345,1517,0,-81,-152,1321,-748,471,-1176,474,589,-2540,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OFD",239,353,369,75,-20,257,-22,-29,59,-47,-146,25,177,30,-319,-420,1265,394,220,-1228,-1210,-140,-343,83,-70,-77,-194,24,132,164,-207,-334,-111,43,-308,-61,508,-29,-135,-175,-839,-45,492,341,1031,15,269,280
"OFI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-687,1838,-6248,-1273,-5124,-2514,1964,1143,-1622,-1879,-38,-2582,-4953,-4770,-1202,1196,1167,1392,3847,-4412,3081,2120,-6516,25,-428,-12484,5908
"OHO",437,94,20,883,-2,72,7,-954,-57,-194,-8,74,753,-16,17,-405,-24,14,-5,1162,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OIL",-141,322,246,-178,100,398,40,-58,-143,291,247,-387,193,-339,162,-248,-501,-52,117,223,-41,-29,55,817,-245,-55,298,714,-123,-268,-116,-805,-325,-351,-140,-211,67,-393,472,162,-691,-173,-356,18,-455,68,7,168
"OIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,6,-10,-5,-13,-1,-3,1,-9,-2,1,-5,5,4,-9,-9,-12,-1,-5,8,3,4,5,3,-3
"OLC",-407,-132,-261,-608,0,52,184,-666,-343,14,-992,2172,-1308,568,-1446,-982,-2013,-24,90,-1073,-380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMD",22,-15,-34,212,2,39,-23,160,-59,-54,-33,-102,-105,85,-13,-374,4,1,141,-267,-80,19,-144,741,-171,2597,259,-245,-475,987,-781,1228,2667,539,1530,1066,72,1051,290,2619,-2942,-605,1224,155,825,1725,2577,-788
"OMH",1,0,2,-4,0,0,2,-1,2,0,-1,-2,1,-1,-1,-9,-1,0,0,-8,0,0,0,11,1,0,0,-4,1,0,0,9,0,0,-2,-16,-1,-1,0,123,0,0,1,-4,0,1,0,8
"OMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,-48,218,-88,479,70,618,130,298,276,596,121,616,211,274,-684,309,668,69,1297,788,628,673
"OMP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-2,55,79,-2,32,-3,-30,15,-4,-5,37,12,-16,-20,-49,-11,0,-19,31,-5,21,-43,6,38,8,-16
"OMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-143,741,-171,1872,307,-463,-386,508,-850,610,2538,241,1253,470,-49,435,79,2344,-2257,-914,556,86,-471,937,1950,-1461
"ONG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026,1188,-2843,-81,633,1397,-771,1946,579,379,-171,-1054,-137,-1622,1340,-214,4021,-1931,-2692,-374,-1790,3280,1066,147,4094,2767,-5927
"OPA",-1,0,1,0,0,0,0,-22,0,0,0,-15,0,0,0,-26,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-449,-21,-884,-849,-134,271,-84,-344,139,-20,-18,332,46,-305,-266,-350,-277,187,-494,191,-168,154,-313,47,547,116,8
"OPF",1757,2551,2740,103,-215,1928,150,-344,421,-128,-994,33,1726,608,-1761,-2189,7303,2660,1853,-5764,-7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPH",-227,326,-124,164,-3,-31,-40,-254,-311,-52,14,-327,181,-81,-301,77,453,146,3,628,-5,-285,-27,-637,-596,-97,192,-44,-203,109,-31,12,232,27,-169,-216,-332,-103,143,-247,187,-96,68,-297,-74,353,54,-29
"OPM",-58,3310,1365,2040,87,665,1915,-442,1757,-650,551,-2174,29,1322,372,1218,-478,779,3083,3617,545,45,-2941,-181,-2481,-193,-1043,-1710,-173,1450,195,-737,1075,517,885,817,330,1746,83,-3001,1349,1876,1426,1751,1210,873,-1218,309
"OPO",-1,-564,464,-54,0,-553,568,-394,-111,175,-145,-278,259,165,-483,221,-223,66,0,225,-199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPS",-233,-36,117,61,167,38,6,-283,-72,-130,18,598,163,165,3,-355,328,312,108,-1087,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPT",-75,-170,-173,446,-88,705,193,464,-17,-51,-132,-304,1033,175,60,-434,41,-148,-86,9,-287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3463,1970,-4164,658,3182,3571,-2431,-424,3782,-195,280,422,-217,322,-329,605,794,1078,1034,-258,-1634,1708,1550
"ORT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,93,244,45,392,-53,-46,217,24,483,144,1564,-615,-75,-728
"OSR",-1929,-1082,3862,-1156,-6475,4936,1543,-443,-60,-494,-3879,1281,-259,-512,471,-5937,-2403,6095,-9798,2893,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OST",5,8,2,-67,7,8,10,537,-2,14,-6,-47,-11,1,-2,-383,-3,-9,34,-318,18,13,19,389,-11,-1,-5,-148,38,12,-16,491,-9,-2,-6,-756,12,2,0,811,-8,0,-26,-242,-4,-20,-3,472
"OTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1959,526,-1702,829,-3801,-2600,3113,2365,3755,-3110,3504,-2137,-202,777,3842,-11880,-2982,-360,1931,-3139,-9062,3999,6805,-5722,3504,-4692,-682
"OTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-138,148,145,108,141,-163,-217,137,436,265,-85,-273,196,-1087,-244,-182,-56,-207,-15,142,14,364,-697,351,-149,-295
"OTS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,-1266,-2405,-1191,-3906,-1557,3929,-2700,1701,-4896,8247,-4534,-1006,-265,1687,-17211,-4605,-1132,208,-2626,-9869,2080,4149,-5451,5296,-5365,-1317
"OUG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,23,229,-83,888,209,-338,-717,38,-257,329,-216,44,944,601,298,134,-29,826,454,347,687,592,-142,542,1179,4
"OUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,-23,4,-11,1156,139,-89,-586,91,-414,477,11,111,938,251,-194,6,-101,747,683,540,648,435,304,1452,125,340
"OUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-466,1556,531,3740,-2202,-1262,559,759,-3540,-2239,1029,-1635,442,2838,-4330,3202,2045,3445,-12735,-2861,6473,3659,10276,5969,11211,330
"OVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,82,16,41,0,1,-55,-55,2,17,13,-18,-10,-35,9,152,-81,8,-155,-43,-87,30,22,3,8,72,60
"OVE",28,20,24,-40,-5,-10,-12,-17,30,44,-40,-109,114,-2,-51,-133,79,22,-15,-66,0,-238,92,-27,62,-49,-14,-24,-155,-20,-139,-19,36,68,-197,32,75,94,106,-265,197,-18,152,-73,-228,-74,59,-95
"OVS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,178,173,150,59,-174,-289,232,-107,581,-222,209,-386,289,297,-619,830,228,336,-426,732,733,-29,162,-106,-444,1126
"OWN",6,9,3,-72,8,7,12,537,0,15,-6,-49,-10,2,-3,-392,-4,-9,33,-326,18,13,20,400,-10,-1,-5,-152,39,13,-15,499,-10,-2,-7,-772,10,1,1,934,-9,0,-25,-245,-4,-20,-1,479
"PAA",46,36,14,-95,7,121,-48,-3,-80,-50,-28,-99,142,-43,17,-163,-71,182,20,131,-149,-58,-165,79,91,87,-17,49,307,67,-145,-89,-91,-17,61,-40,120,37,81,94,-318,32,49,-80,-3,154,-129,-84
"PAP",45,43,82,16,-10,25,-49,-44,-3,-16,-41,25,46,10,-98,-97,250,94,30,301,-203,-65,-93,25,-98,-10,-35,-29,-9,42,-6,49,-6,-7,-54,-21,206,-18,11,-106,-184,-66,35,102,117,8,68,133
"PAR",0,0,0,1,0,0,0,-1,0,0,0,3,0,0,0,4,0,0,0,9,0,0,0,-11,0,-12,89,-145,-575,-84,204,-259,-496,-71,9,-143,53,12,-61,12,63,85,-24,34,11,165,73,152
"PBO",-11,74,-23,92,1,-50,-1,5,40,58,97,-71,-12,72,-54,-28,53,-5,10,7,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PBU",-696,-348,3513,1103,-4591,4222,2893,-222,830,-2583,-1240,1598,1936,-153,2323,-4549,-8397,6242,-8905,-1551,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11957,-14852,519,-3379,2476,-15988,-2352,-2047,18688,-12025,11507,-8476,-4987,-7183,-807,-25578,-290,8843,4347,-58907,2301,36876,9023,-1159,20348,-5700,10229
"PCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10324,-18681,-14118,-13597,11797,-10364,-11533,-12910,19792,-18955,13559,-7295,-303,-17486,557,-13571,-3124,12266,9125,-59270,2811,42152,7965,4619,20537,-5099,15704
"PCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5701,-14770,-19456,-15094,14753,-3090,-9520,-7598,13488,-25635,11266,3019,-3049,4172,5623,-5829,-7944,11756,4962,-61036,2976,38420,13957,2429,19765,-7771,9095
"PCS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,-601,276,-331,1506,-401,156,-814,1003,-855,-1075,-1995,-2339,-1203,332,171,424,690,339,471,1491,847,1190
"PCX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7333,-10934,-4820,-4874,5437,-8711,-343,3263,12382,-18700,9217,1844,-7730,14482,4257,-17834,-5114,8337,186,-60675,2467,33141,15009,-3350,19576,-8371,3619
"PED",21,-235,107,-117,6,110,39,-73,52,-4,95,-58,-35,21,-68,124,44,380,-257,776,-49,-13,90,-237,-32,-7,87,-82,53,109,39,121,106,33,84,-167,19,55,-20,38,-6,-10,112,91,-13,28,115,-280
"PEF",116,82,234,184,-97,65,-49,122,2,-101,183,308,155,223,31,-11,266,347,212,187,-455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-177,-120,-113,-227,-22,-113,18,2,-27,-12,-52,-176,141,-106,-147,-40,-137,-57,-85,-133,135,17,-76,-197,50,91,-112
"PER",-1,0,2,0,0,0,0,-13,0,0,0,5,0,0,0,6,0,1,0,29,0,0,0,-1,0,588,-718,336,-462,1822,-517,260,-792,873,-968,-1568,-2599,-2574,-1451,215,84,343,745,562,549,1508,920,1199
"PET",0,0,0,-17,0,0,0,-13,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PFE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1633,-3837,-14637,-10220,9315,5621,-9177,-10861,1106,-6936,2048,1174,4681,-10310,1366,12005,-2830,3420,4776,-360,509,5279,-1053,5779,189,601,5476
"PFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"PFV",53,77,80,17,-4,53,-5,-6,13,-9,-28,5,33,5,-59,-77,232,72,40,-225,-222,-26,-64,15,-13,-14,-36,4,25,20,-11,-12,3,5,-31,-6,93,20,0,-43,-117,3,73,45,95,2,24,53
"PHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3655,1721,-1324,1095,1661,-335,335,655,212,-81,244,257,250,-83,-174,73,422,180,693,520,470,444,449,236,530,318,-509
"PHO",-2124,-3122,-570,1326,64,-1185,-928,2526,-1331,-4025,-3362,-190,1233,-3397,-2360,7298,4535,-2446,-3398,7510,-1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHY",428,485,183,284,979,-275,-1947,-509,92,1229,-1149,-2373,668,-1039,680,689,3455,-54,657,-597,460,-126,-318,1274,565,1547,-1874,1292,-252,1662,-1209,-1118,-2477,-462,-1415,4244,487,3639,2827,187,-9992,-3309,3506,1585,8693,2551,6184,-649
"PIC",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"PIF",7,-1,1,-5,0,7,-3,-26,-131,8,7,25,-80,-19,-8,42,18,5,-9,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIT",-9,235,24,-596,146,-3,121,455,602,379,217,657,190,-50,387,-398,-42,-987,-109,999,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLT",-231,260,0,26,0,0,0,-229,0,0,0,-104,0,-403,-129,112,403,-255,-485,-801,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PMB",-224,3736,1716,2119,121,747,2234,-505,1845,-609,451,-2119,304,1571,323,1462,-105,1394,3269,4314,746,-468,-3566,-349,-2893,-252,-1065,-1855,-372,1704,269,-769,1486,475,954,873,299,1852,-169,-3478,1510,2166,1610,1976,1251,1063,-1452,197
"PME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5558,-13088,-4097,-5237,4837,-9792,-602,3816,13461,-19195,7561,1593,-7989,12406,4405,-15267,-4553,8332,-859,-64506,2722,35450,17746,2143,19390,-7534,6049
"PMF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1632,-3837,-14636,-10219,9316,5622,-9177,-10861,1105,-6935,2048,1174,4682,-10311,1365,12005,-2831,3419,4776,-361,509,5279,-1053,5779,189,600,5476
"PMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-34,-219,150,107,-166,418,-31,-485,-302,-1326,-2482,-3004,1001,-1442,-290,4945,706,3331,-9,-552,1587,-3474,341,-2569,-8753,714
"PMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,-148,257,-34,4179,556,-1197,-1632,166,-1875,130,1535,-640,2171,739,-1653,434,15,3265,-3034,740,2533,1147,1511,2769,4930,-874
"PNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3665,1723,-1379,1016,1662,-367,337,684,198,-78,250,220,238,-67,-154,123,434,181,713,490,475,423,492,231,491,310,-493
"POL",-1,1,1,21,0,0,0,-1,0,-1,0,-1,1,0,-1,0,-1,0,-2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POR",66,88,93,19,-5,63,-6,-7,15,-11,-36,6,43,6,-64,-84,254,90,51,-280,-276,-29,-72,17,-15,-16,-42,5,28,29,-13,-25,-3,5,-40,-3,76,43,-12,-54,-105,-3,68,55,94,25,7,12
"POU",95,128,134,28,-8,90,-8,-10,20,-16,-51,8,61,9,-94,-124,372,138,76,-428,-422,-59,-144,35,-30,-32,-80,10,54,50,-23,-45,-4,9,-70,-4,136,72,-19,-90,-174,-5,113,92,159,42,11,21
"PRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-284,981,-2067,826,-1142,-39,-1452,31,237,-1328,903,1868,1883,462,1074,-3108,63,-1617,3164,-2928,-449,957,135,378,-1299,-387,-998
"PRO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136,0,-1,0,16,-4,-1,2,-46,1,-1,-1,-5,0,-2,1,9,-1,1,-3,3,1,-2,0,-7
