"","Table 2#8#3# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"11","3","  Durable goods","DDURRA3",15.154,15.202,14.857,15.04,15.043,15.008,14.678,14.985,15.299,15.044,14.89,14.855,14.672,14.926,14.503,14.725,14.893,14.994,14.864,14.98,14.93,14.41,13.578,13.813,15.37,15.28,15.635,15.706,15.571,16.062,15.719,16.018,16.862,16.907,16.904,16.863,17.264,17.06,17.511,17.544,17.778,17.815,18.061,18.273,18.17,18.939,19.137,19.314,20.008,20.345,20.691,20.33,20.405,19.588,19.845,19.593,20.348,19.677,19.585,19.128,19.113,18.745,19.164,19.111,19.342,18.876,19.002,19.886,18.773,18.027,17.148,16.997,17.595,18.179,17.512,17.502,18.309,18.51,19.089,19.064,19.561,19.215,19.808,20.371,20.566,20.883,20.915,21.181,20.393,21.071,21.182,21.019,21.155,20.945,21.192,22.218,21.504,22.268,22.942,22.789,22.681,22.819,22.888,23.11,23.295,23.29,23.627,23.832,22.233,23.022,23.619,24.505,24.761,24.743,24.305,24.904,23.803,24.447,24.526,24.616,24.127,24.292,24.299,23.825,23.929,23.321,23.939,24.403,24.713,23.812,23.713,23.649,24.384,23.418,22.253,20.994,20.51,20.994,22.09,21.616,21.564,22.548,22.433,22.278,22.569,23.154,23.445,22.388,22.025,22.064,22.317,23.605,22.577,21.305,21.193,21.081,21.42,22.118,22.078,21.655,22.602,21.599,21.711,21.846,22.831,22.226,23.486,23.707,23.378,23.186,23.552,24.402,25.03,25.796,26.169,25.948,26.002,26.916,27.007,28.05,28.817,28.137,28.111,28.58,29.054,29.405,29.023,28.831,29.212,29.076,30.322,30.494,30.927,30.699,31.389,30.677,32.331,31.113,31.706,32.847,35.593,31.864,31.973,32.86
"12","4","  Nondurable goods","DNDGRA3",40.408,40.769,40.723,40.66,41.03,40.478,40.737,41.167,40.721,41.282,41.074,41.09,41.618,41.352,41.534,41.203,41.573,41.65,41.608,41.721,41.992,41.972,42.103,42.71,42.583,42.589,42.131,42.569,42.362,42.661,42.372,42.39,42.57,42.411,42.851,42.937,42.378,42.707,43.536,43.713,44.196,44.191,44.465,44.623,44.831,45.576,45.453,45.42,45.754,45.961,45.556,45.365,45.287,45.459,46.319,44.851,45.578,45.354,45.597,45.259,45.146,44.813,44.423,44.531,44.494,44.464,44.756,44.712,44.311,44.252,43.876,43.263,43.692,43.826,44.124,43.904,45.439,45.215,45.177,45.418,45.28,44.854,45.259,45.431,46.155,45.946,46.191,46.785,46.462,47.168,47.034,47.206,47.251,47.571,47.488,47.922,47.848,47.633,47.404,47.688,47.73,47.459,47.962,47.729,47.894,48.617,49.173,48.877,48.508,49.211,49.575,49.235,49.559,49.635,49.506,49.74,50.335,49.975,50.502,51.032,50.628,50.74,50.81,50.118,50.554,51.212,50.591,51.469,51.603,51.407,51.678,51.39,51.586,51.607,51.205,50.956,50.798,50.555,50.531,50.872,50.531,50.916,50.625,50.987,51.593,51.214,51.07,51.386,51.364,51.81,51.619,51.694,51.59,51.716,51.674,52.106,51.754,52.14,51.889,52.132,51.932,51.45,52.223,51.866,52.089,52.541,52.401,52.839,52.52,52.506,53.266,53.032,53.282,53.842,54.073,54.146,54.372,54.605,54.885,55.083,55.524,54.523,54.944,55.664,56.033,56.9,56.009,56.002,56.715,56.334,57.007,56.683,56.85,57.275,56.939,57.582,57.62,57.196,57.532,58.025,58.258,58.166,58.594,58.605
"13","5","Services","DSERRA3",27.465,27.618,27.592,27.744,27.936,28.01,27.993,28.126,28.239,28.401,28.524,28.484,28.664,28.903,28.756,28.842,28.962,29.065,29.143,29.267,29.447,29.389,29.401,29.513,29.514,29.672,29.726,29.828,29.958,30.021,30.09,30.255,30.31,30.507,30.603,30.969,31.028,31.126,31.477,31.556,31.516,31.7,31.897,32.048,32.112,32.398,32.603,32.775,32.89,33.017,33.122,33.144,33.282,33.45,33.424,33.448,33.671,33.664,33.711,33.548,33.579,33.551,33.646,33.832,33.926,34.009,34.01,34.086,34.173,34.39,34.323,34.586,34.596,34.811,34.854,35.053,35.196,35.31,35.317,35.381,35.376,35.751,35.765,36.053,36.277,36.17,36.376,36.447,36.493,36.607,36.822,36.944,37.122,37.182,37.509,37.736,37.892,38.02,37.857,37.899,38.135,38.177,38.485,38.452,38.511,38.771,38.794,38.988,39.136,39.493,39.776,39.971,39.995,40.212,40.119,40.404,40.511,40.511,40.496,40.655,40.796,41.034,41.072,41.198,41.157,41.314,41.262,41.454,41.446,41.693,41.805,41.743,41.932,41.701,41.795,41.508,41.434,41.689,41.857,41.986,42.183,42.493,42.473,42.927,42.643,42.395,42.568,42.584,42.776,43.053,42.857,42.733,42.705,42.773,42.676,42.964,42.818,43.023,43.081,43.214,43.159,43.418,43.485,43.673,43.871,44.276,44.45,44.497,44.845,44.898,45.213,45.433,45.519,45.712,45.991,46.254,46.344,46.515,46.538,46.93,46.961,46.588,47.1,47.171,47.297,47.353,47.56,47.974,48.13,48.079,48.515,48.718,49.235,49.457,49.255,49.5,49.839,50.023,50.289,50.528,50.612,50.693,50.714,51.334
"14",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","6","  PCE excluding food and energy","DPCCRA3",24.346,24.486,24.353,24.531,24.666,24.649,24.566,24.782,24.883,24.919,24.899,24.892,24.935,25.153,24.924,25.021,25.193,25.262,25.271,25.371,25.462,25.345,25.075,25.265,25.728,25.784,25.848,25.99,26,26.242,26.155,26.389,26.675,26.745,26.903,27.127,27.266,27.253,27.662,27.718,27.844,27.965,28.204,28.37,28.422,28.889,29.02,29.144,29.565,29.812,29.983,29.873,29.932,29.867,29.942,29.804,30.234,30.026,30.096,29.904,29.981,29.844,29.989,30.031,30.106,29.917,29.923,30.201,29.854,29.663,29.367,29.342,29.705,29.987,29.771,29.727,30.426,30.518,30.649,30.731,30.875,30.952,31.323,31.616,31.794,31.872,31.968,32.162,31.859,32.233,32.383,32.381,32.503,32.495,32.682,33.169,32.923,33.367,33.606,33.617,33.685,33.629,33.893,33.934,34.066,34.303,34.574,34.679,34.259,34.751,35.227,35.614,35.765,35.968,35.8,36.151,36.002,36.159,36.238,36.44,36.252,36.365,36.634,36.44,36.571,36.537,36.764,37.067,37.143,37.027,37.122,37.028,37.479,36.949,36.463,36.057,35.918,36.097,36.564,36.604,36.726,37.264,37.199,37.435,37.489,37.659,37.757,37.548,37.371,37.498,37.581,37.934,37.631,37.237,37.248,37.302,37.222,37.669,37.649,37.568,37.903,37.659,37.909,38.022,38.409,38.553,38.942,39.212,39.311,39.255,39.55,39.858,40.255,40.607,40.837,40.866,41.101,41.545,41.648,41.882,42.434,42.181,42.182,42.515,42.784,43.093,42.995,43.187,43.481,43.417,43.98,44.254,44.463,44.672,44.86,44.946,45.521,45.239,45.622,46.105,46.787,46.026,46.131,46.447
"16","7","  Food \1\","DFXARA3",58.512,58.964,58.617,58.311,59.138,57.892,58.218,58.865,58.108,59.382,58.99,58.763,60,59.535,59.971,59.524,59.937,60.231,59.931,60.288,60.864,60.098,60.989,62.071,61.614,61.516,60.917,61.228,61.06,61.161,60.747,60.472,60.551,60.814,60.845,61.119,59.347,60.205,61.538,62.036,62.63,62.626,62.625,62.64,62.949,63.62,63.314,63.121,62.947,62.593,61.494,61.107,60.843,61.066,63.355,59.522,60.202,60.029,59.951,60.535,60.481,59.984,59.235,59.256,59.202,59.719,60.611,61.213,60.318,60.067,60.217,58.546,59.123,59.477,60.46,60.294,62.029,61.776,61.911,61.76,61.791,61.118,61.173,60.904,62.258,62.431,63.206,63.771,63.76,64.598,64.101,64.543,64.414,64.914,64.452,65.253,66.094,64.861,64.177,64.034,65.092,64.772,64.957,64.275,64.232,65.147,66.394,65.021,64.778,65.366,65.347,64.249,63.978,64.08,63.694,64.162,65.068,64.278,65.096,65.56,65.354,64.576,64.751,63.745,64.634,66.671,64.69,65.93,66.548,66.022,67.009,66.517,67.047,67.338,67.266,66.897,66.884,66.408,65.945,66.121,65.296,65.391,64.959,64.995,65.509,65.401,65.075,65.821,66.166,66.181,65.964,66.206,65.532,66.485,66.362,67.149,66.519,66.636,66.492,67.115,66.945,66.502,67.269,67.036,67.494,68.459,67.778,68.971,67.705,68.444,68.309,68.534,68.268,68.953,69.519,69.372,69.484,69.364,69.944,69.717,69.283,68.858,69.484,69.981,70.425,71.033,70.553,70.465,71.21,70.748,71.346,70.876,71.367,71.335,71.074,72.059,72.062,71.977,72.136,72.613,73.712,73.159,73.73,73.949
"17","8","  Energy goods and services \2\","DNRGRA3",59.805,60.477,61.188,60.417,60.589,60.643,61.025,61.551,61.686,62.288,62.797,62.714,63.943,62.813,63.666,62.668,63.132,63.623,63.897,64.069,64.705,64.205,63.609,64.178,64.87,65.311,65.402,66.32,65.732,66.265,65.612,65.001,66.302,66.03,66.407,65.603,66.093,66.828,68.023,68.185,68.199,68.024,68.713,69.504,68.982,71.154,72.373,73.426,72.048,72.457,71.791,71.748,73.113,71.622,72.078,72.805,74.627,73.501,73.776,68.575,66.259,65.451,65.264,67.313,68.336,69.407,70.166,68.987,70.032,72.724,69.566,72.481,69.676,70.099,71.089,73.782,71.427,71.208,71.617,72.445,71.315,70.886,69.073,71.834,74.067,70.994,71.769,72.832,73.069,73.414,73.804,74.679,75.816,76.511,78.844,78.633,79.432,77.159,73.703,75.254,74.167,75.852,77.473,77.449,77.616,78.532,75.69,78.377,77.82,79.977,79.224,78.9,80.189,78.61,78.346,78.606,78.321,78.212,78.361,78.941,79.849,84.158,78.593,79.338,77.46,76.505,75.008,76.69,76.4,76.553,75.286,75.316,73.166,74.954,76.756,73.987,72.481,73.928,73.569,73.49,72.848,73.435,72.999,74.852,74.553,70.079,71.309,70.581,73.154,76.275,73.435,72.135,72.773,73.384,71.696,74.198,74.798,74.37,74.119,75.259,72.472,73.178,72.773,72.099,72.459,72.399,73.694,70.79,71.836,71.287,75.379,74.781,73.272,74.423,75.474,77.53,75.55,75.097,74.386,80.888,77.676,70.378,77.344,77.12,77.009,77.017,75.748,76.348,76.938,75.708,78.711,75.94,80.396,80.32,76.213,75.926,77.101,77.037,77.273,78.061,78.16,76.903,76.903,82.355
"18","9","  Market-based PCE \3\","DPCMRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","10","  Market-based PCE excluding food and energy \3\","DPCXRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1. Food consists of food and beverages purchased for off-premises consumption; food services, which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","3. Market-based PCE is a supplemental measure that is based on household expenditures for which there",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","are observable price measures. It excludes most imputed transactions (for example, financial services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","furnished without payment) and the final consumption expenditures of nonprofit institutions serving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
