"","Table 2#3#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233"
"25","17","    Other household operation","B176RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.03,24.18,24.63,24.861,25.039,25.205,25.31,25.39,25.42,25.477,25.505,25.6,25.684,25.788,25.89,26.004,26.219,26.367,26.414,26.478,26.586,26.774,26.913,27.01,27.039,27.11,27.315,27.473,27.108,27.483,27.913,28.109,28.163,28.28,28.427,28.592,29.106,29.53,29.744,30.169,30.489,30.723,30.975,31.251,31.438,31.89,32.342,32.905,33.472,34.066,34.921,35.118,35.693,35.972,36.296,36.656,36.941,37.441,37.734,38.249,38.963,39.908,40.565,40.946,41.377,41.873,42.459,43.326,44.627,45.296,46.027,46.692,47.002,47.422,47.839,48.351,48.91,49.516,50.362,50.814,50.997,51.332,51.848,52.343,52.918,52.916,54.698,55.498,56.794,58.42,60.548,62.694,63.786,65.173,66.108,66.916,68.302,68.8,69.437,70.081,72.494,72.952,73.571,74.163,74.795,75.849,77.114,77.606,78.269,79.178,79.404,79.593,79.13,79.415,79.647,79.904,79.96,81.3,81.414,81.92,82.285,82.788,83.11,83.314,83.943,84.439,84.426,85.122,86.708,87.699,88.357,89.003,89.508,89.891,90.32,90.748,91.295,91.664,92.37,93.04,93.905,94.406,94.829,95.081,96.091,96.247,96.472,96.687,97.23,97.875,98.212,98.724,99.081,99.444,99.407,99.464,99.552,100.035,100.157,100.335,100.35,100.01,99.873,100.384,100.398,99.99,99.758,99.854,100.233,100.527,101.177,101.49,102.055,101.908,103.404,103.853,104.555,104.081,104.267,104.566,104.993,105.243
"26","18","  Transportation","B177RG3",9.186,9.161,9.17,9.202,9.299,9.561,10.146,10.574,10.543,10.553,10.596,10.805,10.865,10.866,11.069,11.337,11.549,11.716,11.897,12.088,12.052,12.235,12.542,12.736,12.795,12.971,13.151,13.288,13.292,13.392,13.441,13.537,13.579,13.64,13.674,13.722,13.864,13.966,13.994,14.018,14.197,14.373,14.526,14.739,14.815,14.91,15.029,15.147,15.224,15.394,15.525,15.601,15.708,15.74,15.815,15.949,16.069,16.217,16.307,16.379,16.482,16.597,16.56,16.542,16.589,16.633,16.662,16.703,16.812,16.845,16.926,17.024,17.113,17.238,17.363,17.513,17.543,17.609,17.829,18.026,18.169,18.336,18.508,18.661,18.897,19.101,19.272,19.544,19.927,20.278,20.574,20.94,21.6,21.868,22.259,22.668,23.13,23.661,24.166,24.301,24.47,24.578,24.79,25.003,25.223,25.509,25.792,26.127,26.456,27.088,27.841,28.598,29.261,29.903,30.504,31.424,32.371,32.853,33.247,33.454,34.101,34.813,35.618,36.511,37.093,37.309,37.042,38.436,36.237,40.777,42.727,43.455,43.863,45.157,47.043,50.94,52.899,52.575,51.098,50.964,52.465,53.439,55.483,56.786,57.097,53.364,59.607,57.802,57.469,60.101,61.122,60.302,61.988,60.711,62.778,60.188,62.15,62.507,62.857,63.913,64.744,65.188,66.314,66.753,67.538,68.436,69.846,70.671,71.95,72.523,72.65,73.072,74.422,75.348,75.578,76.604,76.866,77.094,78.785,79.145,80.467,80.817,80.697,82.767,84.311,84.832,85.721,86.296,86.873,87.196,87.406,87.64,88.079,89.45,90.283,90.595,90.34,90.953,91.88,92.891,92.569,93.127,93.404,94.26,94.968,94.961,95.598,96.06,96.574,97.364,97.785,98.389,98.952,99.681,100.33,101.037,101.541,101.582,101.691,101.951,102.004,102.819,103.132,103.645,104.354,105.514,106.514,107.14,107.109,107.281
"27","19","  Medical care","B494RG3",6.398,6.532,6.879,7.016,6.956,7.005,7.073,7.005,6.958,6.954,6.952,6.965,6.986,6.975,7.035,7.104,7.138,7.13,7.098,7.205,7.364,7.492,7.638,7.709,7.894,7.934,8.051,8.141,8.282,8.323,8.359,8.392,8.513,8.522,8.527,8.599,8.669,8.654,8.697,8.797,8.938,9.003,9.129,9.23,9.308,9.313,9.434,9.545,9.541,9.627,9.707,9.832,9.833,9.992,10.123,10.228,10.258,10.28,10.354,10.423,10.498,10.585,10.634,10.695,10.744,10.787,10.88,10.942,11.043,11.125,11.211,11.316,11.405,11.502,11.593,11.687,11.821,11.981,12.171,12.38,12.53,12.682,12.898,13.129,13.394,13.645,13.88,14.103,14.302,14.568,14.779,15.038,15.294,15.603,15.84,16.091,16.296,16.544,16.807,17.029,17.27,17.412,17.631,17.769,17.883,18.141,18.383,18.664,19.017,19.492,20.088,20.655,21.113,21.595,22.066,22.713,23.142,23.459,24.135,24.73,25.203,25.947,26.539,26.913,27.572,28.189,28.823,29.419,30.073,30.545,30.899,31.688,32.679,33.604,34.455,35.428,36.494,37.456,38.664,39.826,40.842,41.662,42.699,43.466,44.42,45.201,46.052,46.952,47.939,48.798,49.43,50.059,50.752,51.312,51.789,52.234,52.717,53.166,53.542,54.063,54.42,55.242,56.095,56.931,58.036,59.301,60.512,61.698,63.052,64.233,65.476,66.663,67.909,69.102,70.34,71.494,72.37,73.378,74.307,75.33,76.355,77.34,78.347,79.301,80.23,81.163,81.989,82.706,83.618,84.398,85.289,86.205,87.129,87.719,88.282,88.968,89.418,90.095,90.632,91.283,91.79,92.387,92.917,93.305,93.977,94.775,95.245,95.699,96.303,96.835,97.459,98.147,98.762,99.524,100.478,101.236,102.48,103.329,103.954,104.592,105.079,105.785,106.594,107.469,108.355,109.405,110.336,111.335,112.34,112.906
"28","20","  Recreation","A490RG3",13.24,13.267,13.53,13.803,13.655,13.82,14.121,14.311,13.954,14.152,14.313,14.405,14.07,14.267,14.516,14.603,14.48,14.799,15.048,15.151,14.954,15.292,15.661,15.663,15.456,15.936,16.37,16.642,16.343,16.61,16.943,17.251,16.77,17.137,17.657,17.872,17.56,17.839,17.99,18.203,18.278,18.5,18.601,18.892,19.323,19.388,19.242,19.134,19.385,19.589,19.853,20.075,20.203,20.278,20.422,20.555,20.686,20.737,20.896,20.991,21.135,21.182,21.311,21.467,21.492,21.616,21.817,21.997,22.162,22.303,22.507,22.662,22.792,22.939,23.07,23.25,23.484,23.717,23.865,24.124,24.228,24.47,24.738,25.176,25.61,25.949,26.272,26.54,26.801,27.157,27.483,27.843,28.128,28.468,28.864,29.285,29.651,29.89,30.159,30.322,30.527,30.645,30.852,31.02,31.271,31.733,32.006,32.409,32.832,33.576,34.322,35.099,35.867,36.103,36.429,36.848,37.223,37.643,38.037,38.598,38.931,39.334,39.701,40.071,40.607,41.288,42.028,42.744,43.35,44.223,44.834,45.3,46.128,47.41,48.257,48.933,50.008,50.477,51.136,51.857,52.413,52.972,53.818,54.354,54.846,55.457,55.599,56.439,57.001,57.728,58.381,58.858,59.465,60.021,60.412,60.931,61.821,62.233,62.67,63.117,63.74,64.375,64.968,65.568,66.133,66.833,67.324,68.401,69.19,69.776,70.611,71.107,72.259,73.226,74.48,75.25,76.224,77.217,77.909,78.436,78.635,79.454,80.068,80.591,81.084,81.865,82.349,83.018,83.414,83.482,83.731,84.125,84.767,85.479,86.018,86.677,87.359,88.18,88.983,89.705,90.314,90.916,91.719,92.107,92.853,93.361,93.73,94.449,95.129,96.108,96.84,97.61,98.678,99.441,100.647,101.234,102.094,103.087,103.779,104.489,105.06,106.088,106.863,107.601,108.516,108.968,109.549,109.958,110.875,111.559
"29","21","  Other","B178RG3",8.862,8.92,9.24,9.42,9.487,9.635,9.807,9.855,9.868,9.922,9.991,10.067,10.121,10.129,10.305,10.557,10.799,10.887,10.952,11.035,11.079,11.119,11.219,11.266,11.564,11.669,11.84,11.957,12.081,12.087,12.145,12.25,12.432,12.52,12.684,12.93,13.151,13.277,13.435,13.587,13.743,13.786,13.891,13.965,14.069,14.06,14.177,14.282,14.806,14.593,14.642,14.793,14.913,15.061,15.23,15.365,15.33,15.362,15.475,15.583,15.739,15.864,15.904,15.974,16.06,16.061,16.142,16.252,16.406,16.523,16.66,16.784,16.873,16.951,17.034,17.17,17.41,17.644,17.851,18.036,18.073,18.201,18.311,18.488,18.733,18.994,19.309,19.627,20.023,20.387,20.719,20.995,21.22,21.439,21.665,21.985,22.21,22.468,22.745,23.055,23.364,23.604,23.849,24.129,24.132,24.702,25.562,26.164,27.122,28.147,28.884,29.5,30.146,30.66,31.451,31.682,31.931,32.197,32.649,32.964,33.582,34.016,34.702,35.331,36.327,37.256,38.218,38.871,39.688,40.473,41.566,42.525,44.084,45.278,46.221,47.209,48.421,49.194,50.136,50.719,50.922,51.391,52.232,53.276,54.091,54.887,55.713,56.242,56.727,57.174,57.43,57.921,58.915,59.359,59.409,60.792,62.191,63.184,64.204,65.299,65.552,65.402,66.172,66.983,68.22,68.919,69.674,70.014,70.83,71.063,71.246,71.703,72.345,74.172,74.742,75.259,76.614,76.95,78.069,79.211,80.987,81.533,82.513,82.881,82.891,83.865,83.978,84.022,84.264,84.897,86.573,87.081,87.326,88.088,88.777,89.291,90.085,90.911,91.756,92.725,93.524,94.293,94.772,95.312,95.872,95.679,96.099,97.05,97.18,97.782,98.244,99.087,100.784,100.253,99.467,99.496,100.657,101.771,102.009,104.06,104.729,105.492,106.502,106.781,107.969,108.746,108.736,109.852,110.851,111.082
"30",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","22","  Energy goods and services \1\","BA02RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.259,17.418,17.519,17.846,17.758,17.802,18.069,18.096,18.079,17.791,18.029,17.97,17.938,18.011,17.98,18.203,18.111,17.951,18.057,18.063,17.991,17.927,17.912,18.034,18.228,18.316,18.339,18.481,18.492,18.533,18.664,18.822,18.922,19.012,19.097,19.158,19.249,19.249,19.381,19.424,19.591,19.892,19.923,19.98,19.982,20.279,20.307,20.74,20.884,20.778,21.166,21.405,21.347,21.33,21.69,22.073,22.433,23.029,23.374,25.036,28.555,30.766,31.456,31.536,32.213,32.835,34.316,35.17,35.243,35.3,35.919,37,38.106,38.663,38.978,39.75,40.03,40.481,41.085,42.552,44.158,48.302,53.913,57.465,63.493,66.539,67.387,68.466,73.823,75.281,75.677,76.782,76.774,75.005,77.348,78.02,76.094,77.672,78.421,78.244,78.561,78.904,78.356,78.688,78.755,80.03,79.504,79.705,77.192,69.492,67.237,65.61,69.092,69.866,71.691,71.527,70.666,70.705,71.531,71.506,72.489,77.475,75.84,75.073,78.381,77.584,81.243,88.81,83.917,81.194,80.868,81.87,81.115,81.769,82.811,83.831,83.792,83.208,82.315,83.323,82.765,82.064,84.341,84.774,84.579,84.48,84.041,83.515,85.912,88.666,87.675,89.667,91.413,87.643,88.173,88.58,83.626,81.695,81.124,79.986,78.769,83.479,87.245,89.923,95.798,98.621,101.955,103.626,106.248,108.821,103.107,93.33,91.137,97.144,98.47,100.67,110.142,107.474,110.32,107.898,114.463,121.414
"32","23","  Personal consumption expenditures excluding food and energy","BA03RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.874,20.958,21.085,21.205,21.257,21.341,21.426,21.505,21.534,21.6,21.693,21.733,21.812,21.893,21.954,21.984,22.051,22.127,22.212,22.311,22.403,22.464,22.53,22.59,22.674,22.742,22.802,22.865,22.976,23.149,23.332,23.527,23.635,23.785,23.999,24.239,24.512,24.793,25.063,25.357,25.636,25.943,26.24,26.536,26.816,27.09,27.39,27.783,28.124,28.448,28.711,28.87,29.159,29.356,29.575,29.759,29.965,30.351,30.726,31.091,31.607,32.362,33.267,34.065,34.714,35.268,35.805,36.386,36.939,37.382,37.97,38.57,39.202,39.775,40.436,41.036,41.7,42.398,43.085,43.842,44.388,45.33,46.139,47.083,48.219,49.275,50.371,51.611,52.732,53.713,54.714,55.7,56.529,57.302,58.218,59.056,59.88,60.333,61.299,61.778,62.386,63.126,63.719,64.177,64.984,65.491,66.049,66.589,67.32,67.9,68.551,69.205,69.794,70.394,71.092,71.81,72.57,73.456,74.262,75.064,75.923,76.564,77.155,77.892,78.814,79.852,80.649,81.311,82.238,82.868,83.648,84.413,85.236,85.837,86.433,87.013,87.534,88.192,88.595,89.008,89.46,90.063,90.77,91.196,91.667,92.181,92.635,93.071,93.509,93.91,94.292,94.785,95.147,95.577,95.778,96.072,96.413,96.685,97.036,97.448,97.746,98.161,98.507,98.959,99.558,99.872,100.098,100.472,101.172,101.688,102.052,102.706,103.02,103.52,104.022,104.264,104.647,104.939,105.174,105.527,106.081,106.535
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1. Consists of gasoline, fuel oil, and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
