"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"113","30","Household consumption expenditures \7\","DPHCRG3",34.329,34.602,34.78,34.988,35.169,35.363,35.541,35.704,35.841,36.006,36.219,36.399,36.611,36.792,37.036,37.318,37.585,37.825,38.024,38.23,38.437,38.747,38.979,39.154,39.441,39.655,39.966,40.38,40.804,41.126,41.435,41.752,42.109,42.46,42.751,43.109,43.561,44.041,44.576,44.808,45.147,45.427,45.804,46.199,46.626,47.001,47.381,47.69,48.159,48.643,48.981,49.192,49.391,49.583,49.906,50.229,50.532,50.767,51.055,51.209,51.521,51.69,51.843,51.878,52.188,52.556,52.881,53.061,53.217,53.533,53.707,53.787,54.074,54.194,54.28,54.527,54.692,54.858,55.216,55.471,55.657,55.774,55.857,55.904,56.14,56.527,56.719,56.933,57.011,57.117,57.335,57.524,57.599,57.746,57.84,58.018,58.267,58.501,58.725,58.829,58.951,59.071,59.176,59.349,59.456,59.588,59.782,59.993,60.273,60.285,60.187,60.12,60.274,60.551,60.625,60.743,60.97,61.089,61.236,61.385,61.78,62.004,62.167,62.357,62.516,62.768,62.948,63.213,63.435,63.622,63.752,63.891,64.157,64.278,64.502,64.81,65.006,65.294,65.626,65.83,66.14,66.346,66.495,66.735,67.101,67.366,67.617,68.079,68.332,68.487,68.644,68.662,68.842,69.126,69.303,69.515,70.051,70.401,70.728,70.945,71.163,71.506,71.698,72.186,72.634,73.053,73.177,73.284,73.62,73.697,73.752,73.895,74.194,74.361,74.527,74.729,75.026,75.181,75.388,75.626,75.807,76.059,76.298,76.493,76.623,76.783,77.051,77.16,77.302,77.556,77.708,77.83,78.01,78.085,78.219,78.405,78.627,78.633,78.749,78.881,78.939,79.181,79.329,79.358,79.421,79.612,79.814,79.895,80.015,80.23,80.542,80.74,80.829,80.959,81.108,81.174
"114","31","  Food and beverages purchased for off-premises consumption","DFXARG3",39.09,39.738,39.989,40.49,40.717,40.994,41.048,41.172,41.205,41.27,41.57,41.729,42.118,42.562,43.108,43.818,44.501,45.135,45.31,45.39,45.553,45.872,46.104,46.33,47.248,47.964,48.315,48.564,48.902,49.043,49.281,49.124,49.461,49.821,50.15,50.554,50.811,50.761,51.286,51.641,52.032,52.372,53.085,54.028,54.73,55.17,55.81,56.172,56.252,56.404,56.684,56.628,56.497,56.634,57.096,57.359,57.541,57.415,57.387,57.451,57.818,58.169,58.009,58.079,58.561,58.943,58.975,58.682,58.627,58.554,58.501,58.406,58.301,58.366,58.841,59.032,59.26,59.206,59.209,59.236,59.407,59.512,59.427,59.584,60.371,60.827,60.897,60.781,60.507,60.761,60.9,61.221,61.063,61.144,61.068,61.155,61.325,61.53,61.672,61.504,61.343,61.364,61.4,61.388,61.388,61.563,61.876,62.294,62.368,62.232,62.258,62.359,62.518,62.522,63.064,63.618,63.587,63.691,63.892,63.922,64.321,64.498,64.52,64.601,64.978,65.295,65.068,65.203,65.296,65.335,65.245,65.525,65.787,65.709,65.754,66.064,66.259,66.553,67.26,67.538,67.916,67.998,68.017,68.288,68.6,69.152,69.488,69.953,70.39,70.613,70.899,70.976,70.977,71.262,71.47,71.718,72.69,73.314,73.345,73.041,73.147,73.756,74.114,74.377,74.557,74.811,74.894,74.754,75.597,75.993,76.011,76.381,76.577,76.909,76.399,76.188,76.101,76.07,76.201,76.217,76.153,76.461,76.685,76.57,76.427,76.763,76.654,77.187,77.353,77.261,77.06,77.09,77.146,77.354,77.322,77.464,78.028,77.876,77.839,77.991,77.951,78.354,78.533,78.701,78.724,78.569,78.458,78.605,78.757,79.105,79.5,79.662,79.709,79.53,79.609,79.975
"115","32","  Clothing, footwear, and related services","DCAFRG3",83.257,84.174,83.442,83.391,83.956,84.481,85.299,85.512,84.981,85.298,85.963,86.203,86.08,85.062,85.521,86.368,86.862,87.088,86.859,86.953,87.053,87.382,87.462,87.395,87.73,87.637,87.893,88.339,88.82,88.949,88.99,88.937,89.245,89.535,89.932,90.405,90.856,91.119,91.7,91.964,92.124,92.382,92.706,92.804,93.191,93.819,94.087,94.31,94.394,94.965,95.233,95.675,95.725,95.938,96.265,96.678,96.895,96.882,96.758,96.888,96.818,97.039,97.476,97.709,97.824,97.954,98.226,98.087,97.967,97.888,97.765,97.74,98.254,98.529,98.375,98.565,99.058,99.534,100.133,99.978,99.649,99.423,99.57,99.587,99.996,99.759,99.499,99.486,99.385,98.93,99.557,100.34,100.469,100.656,100.529,100.881,100.894,101.829,102.064,101.738,101.793,102.583,102.312,102.271,102.518,102.525,103.048,103.08,103.181,102.037,101.468,101.446,101.309,101.256,101.504,102.195,102.474,102.194,102.196,102.796,103.168,103.603,104.265,104.698,105.043,104.768,104.587,105.044,105.396,106.227,106.882,106.48,106.959,105.656,106.811,108.303,108.378,108.711,109.089,107.752,109.218,109.97,110.041,110.477,110.743,109.642,110.049,110.593,110.969,110.623,110.007,108.632,109.768,110.685,110.851,110.397,110.415,112.677,113.901,114.134,113.909,114.197,114.414,114.401,114.822,114.594,114.398,115.138,114.999,114.994,114.992,115.294,115.853,116.022,116.018,116.745,117.295,117.019,117.739,117.696,117.358,116.746,116.906,116.603,117.084,117.155,117.241,117.1,117.232,117.387,117.654,117.766,116.947,117.688,117.266,117.008,116.435,116.158,116.255,117.158,116.44,116.14,116.97,116.626,115.618,114.715,115.047,115.486,115.59,115.985,115.681,114.826,114.943,114.425,114.395,113.852
"116","33","  Housing, utilities, and fuels","DHUFRG3",27.309,27.551,27.755,27.939,28.075,28.249,28.432,28.649,28.889,29.009,29.217,29.337,29.433,29.601,29.761,29.931,30.14,30.25,30.369,30.493,30.735,30.983,31.182,31.354,31.557,31.741,31.947,32.147,32.537,32.905,33.233,33.688,34.118,34.595,34.754,34.98,35.258,35.608,35.956,36.163,36.535,37.029,37.264,37.543,37.907,38.261,38.562,38.946,39.338,39.783,40.13,40.479,40.856,41.124,41.462,41.995,42.346,42.6,42.952,43.213,43.576,43.738,44.07,44.195,44.526,44.719,45.093,45.341,45.563,46.075,46.353,46.533,46.796,46.918,46.96,47.318,47.455,47.564,47.765,47.833,48.067,48.246,48.454,48.605,48.749,49.056,49.221,49.607,49.731,49.861,50.286,50.479,50.705,50.821,50.951,51.117,51.263,51.557,51.753,51.92,52.358,52.506,52.673,52.902,53.061,53.233,53.596,53.818,54.036,54.03,54.282,54.449,54.45,54.713,54.732,54.855,55.063,55.097,55.201,55.316,55.545,55.765,56,56.204,56.369,56.576,56.609,56.973,57.131,57.309,57.483,57.721,57.879,58.062,58.213,58.355,58.448,58.734,58.889,59.102,59.341,59.479,59.704,59.873,60.099,60.221,60.433,60.671,60.87,61.048,61.3,61.553,61.699,62.038,62.28,62.558,62.952,62.826,63.208,63.364,63.459,63.895,64.05,64.548,64.861,65.1,65.141,65.247,65.558,65.665,65.686,65.688,65.864,65.857,66.004,66.098,66.274,66.533,66.767,67.047,67.083,67.21,67.34,67.502,67.652,67.77,67.906,68.052,68.094,68.315,68.593,68.757,68.907,68.915,69.247,69.468,69.682,69.813,69.927,70.028,70.15,70.292,70.38,70.547,70.668,70.968,71.198,71.236,71.388,71.474,71.607,71.762,71.803,71.928,72.116,72.277
"117","34","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",57.925,58.201,58.416,58.607,58.783,59.06,59.18,59.56,59.668,59.787,59.951,60.312,60.391,60.598,60.992,61.455,61.809,62.258,62.539,62.902,63.259,63.773,64.168,64.509,64.844,65.327,65.663,65.973,66.146,66.401,66.689,66.99,67.2,67.638,68.339,68.653,69.25,69.969,70.672,71.175,71.683,72.219,72.586,73.086,73.755,74.147,74.427,74.709,75.164,75.965,76.398,76.91,77.266,77.72,78.249,78.56,79.14,79.492,80.011,80.186,80.621,81.315,81.502,81.814,82.262,82.513,82.806,82.558,82.655,83.266,83.243,83.506,83.804,83.96,84.277,84.579,84.34,84.627,85.002,84.674,84.846,84.965,85.29,85.496,85.486,85.467,85.553,85.981,85.973,86.046,85.933,86.107,86.737,86.599,86.804,86.932,86.888,87.463,87.534,87.93,87.91,87.744,87.503,87.664,87.624,88.136,88.451,88.523,88.503,88.395,88.711,88.614,88.616,88.954,89.24,89.143,89.462,89.529,89.33,89.883,89.856,90.418,90.457,90.798,90.625,90.677,90.841,90.939,91.341,91.217,90.947,90.871,91.161,91.175,91.908,92.347,92.393,92.536,92.671,92.598,92.999,93.182,93.389,93.36,93.579,93.472,93.136,93.342,93.453,93.601,93.953,94.135,94.423,94.592,94.441,94.036,94.478,95.112,95.132,95.148,95.345,95.197,95.624,95.425,95.683,96.099,95.582,95.549,95.842,96.697,96.535,96.692,97.138,96.632,97.114,97.085,97.344,97.241,97.197,96.965,97.534,97.928,97.995,98.131,98.061,97.983,98.389,98.237,97.975,98.15,98.498,97.855,97.747,98.052,98.237,98.64,98.681,98.657,98.459,98.743,98.996,99.248,99.622,99.482,99.72,99.496,99.508,99.539,100.011,100.295,100.483,100.28,100.021,100.025,99.864,99.421
"118","35","  Health","DHLTRG3",19.415,19.54,19.721,19.878,20.002,20.128,20.233,20.331,20.468,20.557,20.678,20.795,20.978,21.156,21.289,21.413,21.537,21.615,21.819,22.03,22.146,22.37,22.626,22.704,22.984,23.14,23.268,23.384,23.514,23.65,23.849,24.058,24.23,24.457,24.686,24.931,25.211,25.587,25.804,26.043,26.217,26.44,26.708,26.984,27.26,27.568,27.817,27.98,28.388,28.626,28.877,29.067,29.249,29.489,29.867,30.252,30.54,30.869,31.251,31.443,31.776,32.008,32.238,32.484,32.654,32.863,33.243,33.589,33.788,34.046,34.367,34.497,34.794,35.204,35.383,35.553,35.691,35.865,36.153,36.505,36.693,36.941,37.202,37.39,37.642,37.887,38.103,38.299,38.512,38.722,38.914,39.055,39.214,39.456,39.69,39.887,40.078,40.262,40.512,40.697,40.907,41.127,41.272,41.437,41.623,41.781,41.974,42.137,42.365,42.616,42.899,43.111,43.262,43.471,43.67,43.87,44.085,44.348,44.553,44.803,45.049,45.144,45.474,45.729,45.985,46.259,46.507,46.723,46.982,47.19,47.451,47.662,47.993,48.34,48.645,49.001,49.381,49.657,50.014,50.308,50.63,50.993,51.241,51.625,51.954,52.422,52.761,53.098,53.453,53.85,54.213,54.534,54.964,55.271,55.667,56.106,56.308,56.679,57.095,57.51,57.922,58.257,58.71,59.189,59.529,59.936,60.367,60.705,61.084,61.411,61.78,62.093,62.414,62.761,63.088,63.512,63.853,64.167,64.556,64.946,65.323,65.748,66.173,66.517,66.8,67.103,67.432,67.719,68.081,68.431,68.748,69.08,69.398,69.613,69.769,69.975,70.384,70.589,70.888,71.066,71.281,71.461,71.608,71.813,72.14,72.376,72.567,72.779,72.993,73.251,73.568,73.73,73.87,74.194,74.366,74.518
"119","36","  Transportation","DTRNRG3",37.038,37.292,37.566,37.582,37.717,37.749,37.843,37.922,38.07,38.445,38.658,39.024,39.205,39.317,39.402,39.422,39.625,39.858,40.142,40.461,40.793,41.267,41.474,41.856,42.1,42.486,43.22,44.19,45.001,45.946,46.905,47.757,48.575,49.188,49.818,50.616,52.217,53.551,54.899,55.066,55.35,55.309,55.579,55.945,56.409,56.772,57.121,57.488,58.614,60.225,61.006,60.883,60.874,60.951,61.141,61.333,61.666,62,62.28,62.329,62.36,61.839,61.404,60.26,60.572,61.915,62.367,62.39,62.253,62.196,62.088,61.696,61.589,60.883,60.646,61.721,62.444,62.584,62.867,63.237,63.236,63.254,63.252,63.117,63.233,63.446,63.639,63.717,63.843,63.624,63.302,63.226,63.089,63.608,63.662,63.55,63.839,64.053,64.397,64.625,64.595,64.868,64.728,64.743,64.834,64.955,64.957,65.07,65.23,64.456,62.406,60.834,61.29,62,61.241,60.66,61.045,60.996,61.229,61.419,62.606,63.227,63.388,63.786,63.827,64.488,64.932,65.468,65.688,65.849,65.945,65.695,65.373,65.278,65.238,65.456,65.56,65.816,66.168,66.682,66.681,66.636,66.691,66.847,67.371,67.954,68.431,70.174,70.504,70.178,69.886,69.274,68.941,69.222,69.065,69.006,70.563,70.521,70.587,70.633,70.459,70.527,70.576,72.233,73.795,75.53,75.685,75.757,74.806,73.448,72.76,72.604,73.176,73.175,73.121,73.431,73.651,73.704,73.836,74.08,73.965,73.795,73.861,74.13,74.209,74.341,74.994,74.448,74.745,75.578,75.797,75.879,76.266,76.398,76.462,76.443,76.145,76.174,76.292,76.375,76.256,77.459,77.452,77.099,77.029,77.359,77.699,77.701,77.441,77.801,78.515,79.619,79.689,79.901,80.152,80.116
"120","37","  Communication","DCMCRG3",68.67,68.667,68.745,68.898,68.895,68.981,68.967,69.114,69.196,69.285,69.403,69.49,69.409,69.558,69.571,69.752,69.698,70.703,70.797,70.954,71.016,70.814,70.886,71.024,70.587,70.487,70.426,70.432,70.531,70.436,70.461,70.645,70.573,70.096,71.03,71.492,71.13,70.811,71.002,71.131,71.424,66.294,72.546,72.662,72.937,73.123,73.646,74.369,74.769,75.374,75.954,77.343,77.604,77.42,79.213,80.157,81.766,82.631,84.082,84.627,84.901,85.272,85.561,86.611,87.008,87.681,87.974,88.16,88.765,89.08,89.251,90.059,91.477,91.782,91.967,91.939,92.338,92.642,92.786,92.888,93.037,92.915,93.526,92.961,96.35,98.324,97.557,98.03,98.087,98.192,98.482,98.845,99.402,99.625,99.946,99.639,99.79,99.456,101.062,100.967,101.094,102.478,102.954,103.313,103.549,103.672,104.009,103.788,104.227,104.418,104.792,105.547,105.713,106.369,105.884,105.917,105.617,106.033,105.192,105.028,103.854,103.672,103.631,103.864,103.572,103.015,103.188,103.437,103.164,103.41,103.302,102.608,102.382,102.952,102.684,104.312,104.291,103.85,103.679,103.071,103.747,103.795,103.733,104.164,103.85,103.714,103.495,103.876,104.315,104.15,104.16,104.111,104.223,103.732,103.92,103.812,104.005,104.12,104.332,104.449,104.241,104.253,102.55,103.776,103.875,104.182,104.18,103.008,104.445,105.899,106.057,106.051,106.067,106.178,106.23,106.33,106.501,106.564,106.86,106.879,107.024,106.971,107.016,106.92,106.919,106.351,106.358,106.223,106.072,106.085,106.063,106.134,106.58,106.538,106.826,106.516,106.813,106.679,106.89,107.236,107.388,107.598,107.645,108.025,107.821,109.331,109.266,109.073,109.119,109.214,109.2,109.269,109.201,109.112,109.023,109.027
"121","38","  Recreation","DRRLRG3",70.82,70.988,71.062,71.198,71.508,71.917,72.103,72.31,72.515,72.676,72.889,73.207,73.561,73.761,74.08,74.61,74.806,74.902,75.179,75.406,75.806,76.125,76.422,76.94,77.416,77.527,78.015,78.598,78.902,79.184,79.483,79.952,80.259,80.591,81.16,81.332,81.892,82.748,83.605,84.287,84.828,85.238,85.725,86.223,86.847,87.225,87.492,87.853,88.522,89.295,89.6,90.084,90.491,90.666,90.821,91.176,91.635,92.119,92.477,92.628,93.043,93.581,93.908,94.114,94.404,94.846,95.281,95.417,95.62,96.159,96.01,96.113,96.197,96.456,96.731,96.819,96.778,96.849,96.764,96.723,96.849,97.337,97.462,97.521,97.593,97.858,97.891,98.296,98.167,98.275,98.438,98.716,98.769,98.904,99.087,99.287,99.501,99.684,99.926,100.069,99.803,99.864,99.951,99.884,100.031,100.304,100.332,100.113,100.466,100.606,100.359,100.43,100.531,100.691,100.57,100.682,100.635,100.729,100.958,101.129,101.661,101.795,102.067,102.199,102.305,102.305,102.17,102.187,102.424,102.724,102.945,103.066,103.322,103.457,103.478,103.935,104.084,104.294,104.36,104.576,104.838,105.308,105.601,105.95,106.585,106.674,106.734,106.809,106.81,107.301,107.489,107.267,107.642,107.868,108.029,108.41,108.838,109.149,109.226,109.318,109.786,109.929,110.218,110.39,110.908,111.042,111.004,110.93,111.437,112.106,112.886,112.95,112.992,113.083,112.936,113.011,113.461,113.561,113.688,113.409,113.297,113.578,113.898,114.354,114.34,114.176,114.335,114.327,114.016,114.114,114.174,114.192,114.242,114.355,114.317,114.66,114.272,114.179,114.185,114.458,114.613,114.947,114.96,115.024,114.946,115.192,115.314,115.043,115.223,115.225,115.307,115.17,115.237,115.32,115.309,115.248
"122","39","  Education","DEDURG3",13.692,13.799,13.921,13.975,14.057,14.184,14.475,14.395,14.355,14.233,14.313,14.404,14.38,14.488,14.583,14.721,14.837,14.961,15.043,15.162,15.061,15.159,15.262,15.362,15.483,15.605,15.723,15.878,16.017,16.189,16.277,16.427,16.567,16.59,16.746,16.911,17.084,17.221,17.392,17.529,17.673,17.841,17.951,18.136,18.556,18.603,18.775,18.922,19.114,19.273,19.43,19.565,19.721,19.891,20.06,20.241,20.724,20.856,21.011,21.156,21.407,21.578,21.756,21.922,22.099,22.28,22.457,22.608,22.844,23.021,23.192,23.345,23.474,23.626,23.776,23.95,24.125,24.288,24.467,24.583,24.389,24.879,25.024,25.21,25.412,25.567,25.844,26.002,26.152,26.323,26.489,26.601,26.921,27.035,27.181,27.346,27.503,27.686,27.83,28.002,28.162,28.331,28.509,28.586,28.86,28.964,29.201,29.393,29.546,29.689,29.832,29.965,30.141,30.312,30.458,30.575,30.853,31.024,31.173,31.329,31.55,31.727,31.919,32.128,32.317,32.535,32.707,32.864,32.912,33.171,33.366,33.588,33.796,34.05,34.27,34.487,34.693,34.905,35.109,35.361,35.468,35.693,35.868,36.054,36.276,36.507,36.748,36.979,37.177,37.314,37.515,37.719,37.979,38.212,38.396,38.564,38.826,39.02,39.249,39.451,39.648,39.908,40.214,40.597,40.67,40.904,41.113,41.355,41.729,41.958,42.203,42.475,42.737,43.016,43.291,43.524,44.397,44.581,44.811,45.061,45.29,45.523,45.84,46.195,46.451,46.739,46.964,47.271,47.627,47.975,48.231,48.563,49.012,49.194,49.41,49.559,49.87,50.121,50.371,50.554,50.772,51.052,51.321,51.537,51.776,51.965,52.306,52.525,52.799,53.041,53.265,53.466,53.892,54.135,54.358,54.56
"123","40","  Food services and accommodations","DFSARG3",30.422,30.585,30.805,31.125,31.381,31.594,31.739,31.945,32.09,32.277,32.416,32.564,32.73,33.019,33.27,33.544,33.873,34.219,34.527,34.877,35.081,35.356,35.656,35.925,36.212,36.604,36.957,37.274,37.699,37.96,38.263,38.518,38.731,39.137,39.432,39.773,40.125,40.408,40.755,40.992,41.304,41.637,41.813,42.1,42.444,42.729,43.069,43.413,43.797,44.358,44.594,44.867,45.133,45.385,45.666,45.936,46.152,46.384,46.543,46.7,46.942,47.113,47.33,47.491,47.7,47.992,48.225,48.415,48.663,48.79,48.944,49.104,49.295,49.402,49.555,49.79,49.936,50.015,50.039,50.254,50.527,50.769,50.953,51.08,51.377,51.593,51.796,52.002,52.232,52.326,52.523,52.742,52.79,52.939,53.086,53.342,53.413,53.705,53.919,54.118,54.43,54.675,54.745,54.947,55.185,55.403,55.588,55.655,55.807,55.983,56.157,56.362,56.592,56.898,57.002,57.15,57.39,57.54,57.804,57.974,58.265,58.384,58.579,58.711,58.851,59.137,59.383,59.469,59.686,59.792,60.024,60.149,60.471,60.698,61.033,61.274,61.453,61.663,61.901,62.09,62.309,62.568,62.631,62.885,63.102,63.387,63.785,63.944,64.194,64.41,64.831,64.887,65.094,65.421,65.63,65.846,66.095,66.382,66.823,66.95,67.206,67.415,67.725,67.908,68.062,68.294,68.428,68.696,69.203,69.376,69.478,69.768,69.987,70.218,70.342,70.502,70.806,70.926,70.759,70.958,70.974,71.095,71.181,71.419,71.5,71.557,71.759,71.89,72.181,72.18,72.214,72.259,72.327,72.408,72.557,72.853,73.035,73.145,73.244,73.276,73.419,73.514,73.606,73.699,73.752,73.745,73.902,74.118,74.274,74.427,74.377,74.482,74.635,74.77,74.981,75.016
"124","41","  Financial services and insurance","DIFSRG3",26.437,26.63,26.772,27.156,27.436,27.744,28.177,28.519,28.765,29.065,29.327,29.359,30.115,30.458,30.919,31.417,31.539,31.684,31.711,31.919,32.012,32.52,32.781,32.577,31.988,30.99,31.258,32.842,33.997,34.275,34.045,34.137,34.279,34.329,33.986,34.206,33.978,34.469,35.03,34.781,35.291,35.56,35.779,36.085,36.574,37.372,38.122,38.26,39.04,38.961,38.988,38.95,38.985,38.668,38.769,38.425,38.203,38.088,38.481,38.344,38.949,38.965,39.434,39.473,39.993,40.283,40.832,41.712,42.024,42.743,43.084,43.181,44.233,44.437,44.002,43.193,42.705,43.267,45.137,46.474,47.117,46.665,45.753,44.995,44.239,46.109,46.901,47.266,47.435,47.74,48.465,48.986,48.719,48.458,48.376,49.299,50.502,50.261,50.269,49.958,49.791,48.974,49.332,49.902,49.683,49.244,48.977,49.509,50.665,51.549,51.964,51.921,52.048,52.388,52.639,52.626,53.234,53.6,53.686,53.435,53.904,53.808,53.383,53.109,53.09,53.23,53.838,53.997,54.361,54.538,54.378,54.838,55.638,55.859,56.146,56.117,56.498,57.274,57.719,58.088,58.195,58.051,57.978,58.197,58.763,59.049,59.282,59.388,59.349,59.366,59.078,58.838,58.863,59.014,59.208,59.565,59.765,60.389,60.747,61.729,62.345,62.86,62.441,62.768,62.976,63.008,63.081,63.114,63.838,63.38,63.377,63.11,63.806,64.544,65.166,65.446,66.026,66.149,66.095,67.099,68.108,68.696,69.226,69.581,69.499,69.799,70.018,70.156,70.187,70.51,70.434,70.494,70.578,69.957,70.11,70.268,70.977,70.407,70.517,70.653,71,70.502,70.653,70.413,70.289,70.695,71.02,70.982,70.988,71.302,72.049,72.14,72.298,72.537,72.757,72.91
"125","42","  Other goods and services","DOISRG3",28.206,28.24,28.333,28.428,28.509,28.624,28.769,28.832,28.954,29.134,29.283,29.464,29.611,29.678,29.801,29.88,30.068,30.243,30.63,30.823,31.022,31.22,31.349,31.393,31.678,31.957,32.166,32.284,32.518,32.652,32.885,33.234,33.586,33.783,34.043,34.469,35.034,35.691,36.281,36.515,36.878,37.486,37.484,37.848,37.992,38.155,38.516,38.834,39.148,39.28,39.49,39.813,40.248,40.529,40.648,40.914,41.096,41.442,41.562,41.727,41.876,42.167,42.309,42.557,42.822,43.016,43.23,43.453,43.816,44.407,44.786,45.068,45.623,45.916,46.054,46.258,46.474,46.629,47.132,47.419,47.589,47.625,47.902,48.071,48.386,48.448,48.641,48.765,48.845,49.065,49.339,49.314,49.478,49.592,49.666,49.653,49.873,50.176,50.372,50.546,50.603,50.728,50.984,51.218,51.177,51.339,51.398,51.617,51.886,52.12,52.086,52.307,52.518,52.666,52.993,53.389,53.48,53.624,53.841,53.972,54.455,54.825,55.01,55.093,55.221,55.482,55.863,56.098,56.375,56.595,56.703,56.835,57.458,57.666,57.898,58.078,58.254,58.374,58.929,59.017,59.487,59.893,60.07,60.22,60.895,61.196,61.353,61.64,61.878,62.128,62.538,62.879,62.979,63.094,63.14,63.318,63.853,64.56,65.031,65.354,65.732,66.115,66.355,66.447,66.766,67.042,67.252,67.13,68.069,68.317,68.489,69.102,69.148,69.008,69.696,69.893,70.157,70.428,70.743,70.613,70.994,71.562,71.607,71.666,72.019,72.065,72.462,72.543,72.755,72.994,73.097,73.32,73.833,73.72,73.731,74.054,74.484,74.554,74.661,74.266,73.859,73.98,74.123,74.033,74.182,74.45,74.784,74.93,75.14,75.155,75.402,75.519,75.475,75.643,75.813,75.771
"126","43","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",99.078,99.101,98.712,98.564,98.425,99.452,101.272,102.091,102.423,103.141,103.008,103.353,105.054,104.27,104.312,104.909,105.687,107.26,109.256,107.747,110.236,110.219,108.883,110.605,112.45,112.29,112.877,114.411,114.436,117.438,118.844,119.695,122.552,122.181,123.455,124.495,125.192,125.208,127.328,128.367,130.747,132.169,129.204,128.391,129.463,130.015,131.464,132.023,131.847,133.658,134.647,135.294,138.964,140.007,137.229,136.263,137.066,136.619,134.84,135.448,134.723,132.97,130.363,129.363,129.578,131.66,130.533,128.978,128.299,126.952,126.044,126.944,124.735,122.089,120.783,121.308,120.655,125.604,120.607,119.158,120.508,118.389,118.087,116.434,117.541,117.133,116.811,117.485,116.966,116.857,115.923,115.023,115.696,114.799,113.881,112.935,113.49,113.983,113.343,112.464,112.69,113.13,112.558,113.121,113.956,114.348,115.254,115.228,113.85,113.175,111.719,110.069,110.29,110.159,109.345,109.122,109.131,109.243,108.91,107.854,108.188,109.336,108.289,108.731,107.523,107.7,107.986,108.967,108.786,109.087,108.595,108.052,109.069,108.129,108.308,108.455,107.828,107.716,107.515,106.979,107.251,106.814,106.868,105.595,105.903,104.285,104.644,103.641,102.64,101.464,101.317,100.1,98.232,97.752,96.569,96.531,97.315,96.549,95.497,94.731,93.972,93.553,92.264,91.532,91.37,91.439,90.431,89.652,88.896,88.479,87.445,87.345,88.743,87.737,86.679,86.359,85.27,85.033,84.244,83.939,83.013,81.944,80.301,80.78,79.685,79.092,79.257,79.052,77.819,77.68,76.583,76.01,75.142,75.9,75.928,75.897,75.775,75.589,75.124,74.53,74.982,74.89,74.989,75.092,74.555,74.656,75.08,74.811,74.763,75.049,74.645,75.454,75.875,75.736,76.113,76.284
