"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"35","25","  PCE excluding food and energy \4\","DPCCRG3",18.517,18.529,18.548,18.593,18.615,18.668,18.711,18.741,18.79,18.822,18.857,18.886,18.892,18.926,18.928,18.963,18.994,19.007,19.041,19.069,19.084,19.096,19.147,19.142,19.145,19.165,19.171,19.197,19.223,19.252,19.282,19.302,19.341,19.348,19.352,19.37,19.394,19.426,19.471,19.474,19.501,19.537,19.553,19.554,19.591,19.589,19.603,19.609,19.648,19.668,19.678,19.701,19.735,19.768,19.786,19.803,19.839,19.883,19.902,19.931,19.959,19.998,20.018,20.037,20.055,20.07,20.091,20.118,20.128,20.136,20.166,20.194,20.221,20.245,20.256,20.28,20.317,20.311,20.332,20.37,20.394,20.387,20.425,20.487,20.494,20.545,20.572,20.645,20.701,20.768,20.83,20.869,20.933,21.003,21.056,21.12,21.14,21.178,21.21,21.268,21.315,21.369,21.441,21.507,21.582,21.662,21.731,21.783,21.879,21.972,22.059,22.14,22.224,22.31,22.385,22.472,22.563,22.655,22.741,22.811,22.899,22.979,23.087,23.176,23.27,23.35,23.459,23.526,23.621,23.722,23.814,23.902,23.981,24.073,24.163,24.258,24.343,24.431,24.524,24.609,24.712,24.834,24.962,25.087,25.186,25.283,25.364,25.458,25.569,25.67,25.768,25.805,25.848,25.889,25.947,26.029,26.14,26.211,26.263,26.324,26.386,26.439,26.515,26.571,26.66,26.676,26.747,26.828,26.844,26.927,27.036,27.197,27.302,27.421,27.538,27.666,27.805,27.914,28.049,28.205,28.343,28.524,28.747,28.963,29.24,29.541,29.803,30.09,30.361,30.599,30.823,31.041,31.223,31.444,31.609,31.764,31.901,32.056,32.254,32.366,32.542,32.704,32.921,33.121,33.29,33.423,33.533,33.664,33.822,33.959,34.146,34.342,34.544,34.713,34.87,35.057
"36","26","  Energy goods and services \5\","DNRGRG3",11.957,12.125,12.136,12.2,12.171,12.151,12.139,12.29,12.25,12.429,12.451,12.475,12.42,12.411,12.342,12.414,12.395,12.45,12.547,12.644,12.632,12.572,12.694,12.634,12.669,12.678,12.579,12.381,12.457,12.473,12.559,12.619,12.633,12.567,12.617,12.493,12.527,12.617,12.457,12.621,12.607,12.506,12.398,12.532,12.769,12.691,12.7,12.786,12.695,12.682,12.595,12.568,12.618,12.482,12.599,12.713,12.543,12.627,12.591,12.609,12.568,12.56,12.536,12.529,12.491,12.502,12.501,12.481,12.517,12.555,12.58,12.63,12.704,12.697,12.747,12.761,12.76,12.8,12.786,12.784,12.81,12.893,12.879,12.926,12.917,12.893,12.905,12.905,12.944,12.942,12.992,13.007,13.082,13.106,13.133,13.155,13.202,13.213,13.188,13.262,13.252,13.27,13.282,13.301,13.398,13.323,13.435,13.347,13.421,13.446,13.432,13.384,13.432,13.476,13.479,13.574,13.523,13.549,13.592,13.525,13.612,13.639,13.763,13.861,13.855,13.918,13.885,13.905,13.908,13.937,13.904,13.968,13.949,14.003,13.872,14.191,14.148,14.107,14.189,14.087,14.197,14.362,14.453,14.552,14.615,14.536,14.521,14.442,14.468,14.541,14.501,14.851,14.905,14.924,14.891,14.939,14.871,14.86,14.888,14.834,14.907,14.846,14.954,15.104,15.292,15.337,15.399,15.408,15.502,15.661,15.719,15.901,15.992,16.238,16.26,16.312,16.311,16.815,17.446,18.123,19.086,19.893,20.815,21.159,21.567,21.692,21.858,21.939,22.01,21.912,21.931,22.054,22.348,22.431,22.496,22.623,22.8,23.164,23.669,23.889,24.176,24.386,24.541,24.621,24.604,24.58,24.511,24.396,24.572,24.834,24.908,25.008,25.198,25.489,25.792,26.108
"37","27","  Market-based PCE \6\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","28","  Market-based PCE excluding food and energy \6\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.4):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","29","      Personal consumption expenditures","DPCERG3",18.157,18.173,18.185,18.221,18.23,18.281,18.319,18.346,18.394,18.438,18.45,18.471,18.462,18.48,18.491,18.558,18.578,18.586,18.62,18.652,18.663,18.685,18.748,18.752,18.754,18.773,18.762,18.751,18.762,18.771,18.812,18.828,18.85,18.848,18.85,18.856,18.892,18.943,18.967,18.989,19.001,19.013,19.001,19.028,19.12,19.1,19.114,19.106,19.154,19.172,19.156,19.154,19.184,19.226,19.263,19.289,19.285,19.323,19.35,19.381,19.421,19.45,19.462,19.478,19.48,19.508,19.534,19.55,19.58,19.593,19.62,19.649,19.67,19.678,19.703,19.734,19.778,19.835,19.85,19.855,19.863,19.87,19.904,19.976,20,20.083,20.132,20.203,20.228,20.279,20.318,20.396,20.461,20.515,20.546,20.589,20.591,20.615,20.626,20.66,20.699,20.766,20.835,20.9,20.963,21.021,21.09,21.124,21.221,21.307,21.376,21.442,21.522,21.59,21.656,21.745,21.821,21.917,21.992,22.038,22.126,22.182,22.287,22.386,22.477,22.586,22.685,22.749,22.843,22.921,23.02,23.126,23.208,23.301,23.359,23.477,23.552,23.613,23.699,23.761,23.868,23.986,24.081,24.188,24.239,24.31,24.391,24.486,24.588,24.697,24.772,24.844,24.881,24.92,24.971,25.069,25.172,25.272,25.308,25.347,25.403,25.442,25.533,25.608,25.722,25.751,25.828,25.911,25.989,26.125,26.31,26.509,26.638,26.791,26.889,27.197,27.306,27.46,27.685,27.914,28.181,28.508,28.84,29.044,29.329,29.578,29.797,30.108,30.422,30.64,30.871,31.115,31.308,31.479,31.587,31.695,31.823,32.021,32.296,32.436,32.598,32.787,32.997,33.18,33.306,33.349,33.399,33.476,33.634,33.78,33.952,34.139,34.33,34.511,34.667,34.86
"41","30","Household consumption expenditures \7\","DPHCRG3",17.796,17.813,17.823,17.857,17.866,17.918,17.952,17.978,18.024,18.069,18.082,18.107,18.101,18.124,18.139,18.208,18.231,18.242,18.277,18.31,18.321,18.343,18.407,18.409,18.411,18.427,18.415,18.404,18.413,18.42,18.46,18.475,18.495,18.494,18.496,18.502,18.538,18.59,18.612,18.634,18.645,18.658,18.646,18.673,18.764,18.744,18.758,18.75,18.795,18.814,18.797,18.795,18.824,18.866,18.902,18.928,18.924,18.961,18.988,19.018,19.059,19.088,19.1,19.117,19.119,19.145,19.17,19.187,19.217,19.23,19.257,19.284,19.303,19.309,19.333,19.364,19.406,19.463,19.478,19.482,19.489,19.496,19.527,19.598,19.622,19.703,19.751,19.82,19.844,19.895,19.933,20.009,20.074,20.125,20.155,20.197,20.199,20.223,20.234,20.265,20.302,20.368,20.437,20.502,20.563,20.621,20.689,20.719,20.815,20.9,20.969,21.034,21.111,21.179,21.244,21.33,21.406,21.499,21.572,21.616,21.701,21.756,21.857,21.954,22.042,22.148,22.246,22.307,22.4,22.478,22.574,22.676,22.759,22.85,22.908,23.024,23.097,23.158,23.244,23.305,23.408,23.523,23.615,23.721,23.768,23.838,23.915,24.01,24.11,24.217,24.29,24.358,24.394,24.432,24.482,24.581,24.68,24.778,24.815,24.853,24.907,24.944,25.034,25.105,25.217,25.243,25.319,25.399,25.482,25.618,25.8,25.989,26.12,26.259,26.349,26.659,26.754,26.911,27.132,27.357,27.614,27.932,28.256,28.448,28.724,28.967,29.189,29.492,29.8,30.018,30.242,30.483,30.676,30.832,30.934,31.054,31.167,31.362,31.625,31.767,31.923,32.12,32.323,32.491,32.614,32.656,32.709,32.784,32.942,33.091,33.265,33.444,33.631,33.81,33.961,34.14
"42","31","  Food and beverages purchased for off-premises consumption","DFXARG3",19.967,19.892,19.854,19.799,19.755,19.821,19.856,19.782,19.873,19.878,19.792,19.785,19.755,19.732,19.835,20.036,20.036,20.002,20,20.007,20.019,20.131,20.207,20.286,20.259,20.277,20.248,20.202,20.108,20.031,20.082,20.052,20.007,20.01,19.973,20.007,20.097,20.205,20.255,20.265,20.226,20.204,20.137,20.204,20.444,20.38,20.398,20.266,20.444,20.476,20.388,20.293,20.288,20.482,20.559,20.566,20.489,20.464,20.571,20.615,20.763,20.768,20.769,20.784,20.74,20.838,20.902,20.891,21.012,21.029,21.047,21.058,21.016,20.958,21.033,21.106,21.213,21.581,21.588,21.437,21.359,21.384,21.424,21.561,21.685,21.994,22.174,22.275,22.147,22.15,22.073,22.383,22.442,22.44,22.364,22.314,22.193,22.157,22.093,21.98,22.013,22.173,22.265,22.359,22.333,22.372,22.411,22.432,22.549,22.638,22.674,22.747,22.822,22.814,22.88,22.968,23.054,23.212,23.251,23.256,23.337,23.298,23.369,23.509,23.653,23.932,24.073,24.148,24.303,24.297,24.524,24.74,24.91,25.029,25.061,25.143,25.246,25.24,25.291,25.354,25.47,25.532,25.457,25.47,25.271,25.316,25.46,25.681,25.786,25.956,25.989,26.039,26.031,26.071,26.145,26.367,26.547,26.881,26.836,26.825,26.831,26.868,27.02,27.137,27.329,27.416,27.534,27.675,28.078,28.484,29.19,29.615,29.91,30.182,30.219,31.761,31.77,31.9,32.316,32.598,33.078,33.901,34.434,34.444,34.668,34.686,34.675,35.296,36.032,36.375,36.801,37.289,37.464,37.395,37.186,37.003,37.032,37.348,37.886,38.125,38.094,38.427,38.636,38.785,38.758,38.306,38.079,37.975,38.121,38.231,38.373,38.565,38.697,38.847,38.871,38.988
"43","32","  Clothing, footwear, and related services","DCAFRG3",48.333,48.336,48.387,48.46,48.517,48.632,48.727,48.988,49.061,49.085,49.085,49.122,49.081,49.278,49.318,49.497,49.473,49.471,49.523,49.672,49.743,49.744,49.697,49.81,49.737,49.825,49.818,49.673,49.76,49.721,49.878,49.931,49.969,49.915,49.922,49.922,49.646,49.72,49.996,49.957,49.953,50.041,50.099,49.944,50.505,50.455,50.25,50.107,50.288,50.365,50.388,50.447,50.407,50.491,50.583,50.621,50.586,50.708,50.838,50.881,50.96,50.965,50.989,51.055,51.1,51.106,51.143,51.07,51.013,50.919,51.074,51.198,51.298,51.288,51.223,51.293,51.364,51.535,51.607,51.834,51.687,51.752,51.878,51.996,52.163,52.302,52.432,52.596,52.742,52.921,53.208,53.197,53.496,53.665,53.863,54.146,54.248,54.438,54.657,54.801,54.982,55.187,55.444,55.582,55.728,55.886,56.066,56.282,56.541,56.906,57.194,57.587,57.901,58.227,58.498,58.83,59.145,59.356,59.546,59.829,60.148,60.329,60.543,60.78,61.042,61.308,61.703,61.658,62.022,62.178,62.479,62.664,62.789,63.032,63.026,63.194,63.343,63.589,63.741,63.877,64.206,64.437,64.738,65.004,65.158,65.353,65.454,65.645,66.026,66.179,66.359,66.081,66.347,66.405,66.458,66.574,66.776,66.859,66.9,66.97,67.056,67.033,67.108,66.811,67.349,67.617,67.77,68.036,68.111,68.251,68.739,69.11,69.321,69.609,69.555,69.759,69.949,70.169,70.405,70.658,70.987,71.741,72.473,73.117,73.938,74.588,75.22,76.643,76.781,77.086,77.531,77.572,77.562,77.797,77.937,78.008,78.097,78.045,78.51,78.822,78.623,78.831,79.058,79.214,79.582,79.804,79.892,80.116,80.536,80.812,81.256,81.703,81.991,82.106,82.415,82.783
"44","33","  Housing, utilities, and fuels","DHUFRG3",14.886,14.902,14.925,14.973,14.976,15.019,15.032,15.038,15.05,15.099,15.115,15.172,15.182,15.192,15.166,15.191,15.239,15.243,15.289,15.29,15.312,15.324,15.374,15.371,15.391,15.424,15.426,15.476,15.479,15.509,15.532,15.525,15.523,15.53,15.532,15.532,15.581,15.592,15.607,15.574,15.628,15.632,15.653,15.691,15.697,15.689,15.71,15.719,15.762,15.758,15.765,15.791,15.825,15.824,15.826,15.827,15.83,15.881,15.891,15.877,15.868,15.898,15.9,15.9,15.924,15.928,15.93,15.969,15.973,15.98,15.98,16.008,16.005,16.035,16.037,16.035,16.072,16.07,16.08,16.094,16.098,16.142,16.172,16.187,16.22,16.239,16.245,16.291,16.296,16.301,16.308,16.309,16.357,16.408,16.411,16.437,16.483,16.525,16.526,16.542,16.543,16.599,16.61,16.624,16.685,16.72,16.73,16.75,16.798,16.832,16.857,16.906,16.953,16.98,17.016,17.041,17.094,17.137,17.154,17.217,17.258,17.276,17.329,17.359,17.458,17.483,17.58,17.608,17.674,17.737,17.801,17.859,17.922,17.973,18.044,18.094,18.162,18.232,18.305,18.386,18.453,18.549,18.651,18.772,18.828,18.91,18.989,19.051,19.149,19.241,19.305,19.387,19.455,19.47,19.52,19.578,19.637,19.692,19.756,19.783,19.843,19.896,19.963,20.039,20.111,20.13,20.211,20.301,20.424,20.52,20.584,20.682,20.782,20.827,20.897,21.023,21.086,21.204,21.377,21.607,21.783,21.947,22.026,22.167,22.245,22.402,22.516,22.645,22.802,22.949,23.069,23.214,23.523,23.663,23.724,23.881,24.004,24.147,24.289,24.396,24.576,24.783,24.957,25.112,25.226,25.373,25.498,25.573,25.708,25.863,25.987,26.18,26.342,26.557,26.751,27.069
"45","34","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",32.612,32.607,32.643,32.692,32.689,32.872,32.979,33.132,33.174,33.206,33.24,33.233,33.298,33.332,33.406,33.455,33.482,33.487,33.508,33.512,33.567,33.591,33.584,33.615,33.61,33.601,33.604,33.638,33.648,33.674,33.625,33.621,33.579,33.595,33.604,33.588,33.623,33.64,33.712,33.69,33.688,33.699,33.718,33.709,33.737,33.766,33.778,33.78,33.784,33.795,33.789,33.826,33.847,33.864,33.849,33.838,33.886,33.892,33.941,33.973,33.967,33.997,34.001,34.041,34.042,34.048,34.041,34.048,34.056,34.079,34.067,34.065,34.079,34.099,34.111,34.123,34.143,34.155,34.183,34.175,34.177,34.189,34.222,34.27,34.326,34.34,34.369,34.45,34.501,34.596,34.725,34.839,34.94,35.059,35.166,35.296,35.294,35.333,35.337,35.389,35.468,35.521,35.597,35.682,35.76,35.853,35.969,36.115,36.376,36.547,36.766,36.919,37.013,37.136,37.223,37.332,37.42,37.577,37.703,37.837,37.897,38.017,38.139,38.26,38.393,38.497,38.626,38.719,38.82,38.964,39.015,39.171,39.283,39.479,39.552,39.685,39.745,39.786,39.863,39.955,40.018,40.143,40.301,40.41,40.505,40.63,40.675,40.831,40.907,41.028,41.073,41.203,41.214,41.232,41.241,41.345,41.428,41.45,41.508,41.615,41.664,41.708,41.829,41.845,41.976,42.044,42.119,42.265,42.323,42.45,42.592,42.652,42.739,42.938,43.007,43.104,43.28,43.405,43.616,43.791,44.181,44.46,44.92,45.372,46.211,46.787,47.652,48.501,49.237,50.059,50.739,51.323,51.654,52.152,52.382,52.755,52.882,53.065,53.264,53.438,53.769,54.031,54.388,54.553,54.85,55.322,55.677,55.906,56.027,56.19,56.386,56.419,56.701,56.899,57.2,57.491
"46","35","  Health","DHLTRG3",8.171,8.184,8.197,8.227,8.261,8.282,8.296,8.326,8.372,8.424,8.471,8.496,8.462,8.53,8.585,8.641,8.721,8.771,8.805,8.846,8.882,8.899,8.922,8.913,8.897,8.888,8.868,8.856,8.856,8.85,8.852,8.849,8.864,8.868,8.881,8.895,8.91,8.936,8.934,8.974,8.974,9.002,9.003,9.018,9.035,9.048,9.083,9.083,9.089,9.11,9.11,9.119,9.135,9.162,9.175,9.21,9.223,9.23,9.242,9.272,9.309,9.325,9.345,9.374,9.387,9.396,9.419,9.447,9.46,9.494,9.523,9.538,9.563,9.566,9.573,9.61,9.633,9.655,9.661,9.676,9.702,9.718,9.735,9.763,9.783,9.836,9.845,9.896,9.925,9.992,10.024,10.07,10.131,10.187,10.229,10.258,10.307,10.354,10.387,10.422,10.449,10.503,10.543,10.61,10.648,10.694,10.75,10.792,10.843,10.878,10.954,10.982,11.007,11.074,11.098,11.155,11.208,11.269,11.316,11.36,11.416,11.483,11.566,11.64,11.696,11.746,11.797,11.852,11.929,11.999,12.065,12.123,12.206,12.259,12.341,12.423,12.502,12.58,12.631,12.675,12.727,12.774,12.81,12.888,12.906,12.939,12.97,13.036,13.088,13.139,13.181,13.23,13.262,13.299,13.35,13.401,13.433,13.477,13.502,13.532,13.546,13.589,13.666,13.709,13.737,13.77,13.81,13.834,13.866,13.931,13.982,14.044,14.088,14.139,14.171,14.284,14.34,14.429,14.488,14.55,14.65,14.759,14.902,14.984,15.157,15.319,15.456,15.655,15.813,15.961,16.101,16.256,16.378,16.513,16.606,16.734,16.822,16.993,17.123,17.23,17.408,17.541,17.72,17.875,17.984,18.09,18.221,18.33,18.453,18.599,18.694,18.831,18.951,19.043,19.212,19.279
"47","36","  Transportation","DTRNRG3",20.242,20.422,20.446,20.545,20.559,20.61,20.612,20.655,20.656,20.817,20.851,20.863,20.732,20.728,20.608,20.654,20.619,20.619,20.695,20.802,20.677,20.594,20.891,20.696,20.756,20.734,20.671,20.519,20.675,20.742,20.867,20.992,21.096,21.016,20.958,20.887,20.903,21.045,20.942,21.16,21.151,21.098,20.996,21.137,21.393,21.229,21.219,21.267,21.169,21.207,21.149,21.106,21.171,21.104,21.208,21.31,21.276,21.339,21.264,21.3,21.329,21.391,21.342,21.341,21.27,21.28,21.302,21.299,21.317,21.288,21.367,21.425,21.517,21.502,21.563,21.578,21.618,21.467,21.482,21.515,21.56,21.423,21.457,21.664,21.443,21.5,21.486,21.538,21.555,21.579,21.69,21.724,21.799,21.842,21.874,21.996,21.852,21.842,21.849,21.994,22.052,22.072,22.224,22.316,22.47,22.519,22.673,22.497,22.633,22.689,22.706,22.701,22.771,22.833,22.873,23.001,23.023,23.124,23.266,23.113,23.196,23.309,23.54,23.646,23.602,23.711,23.703,23.751,23.729,23.834,23.847,23.944,23.998,24.096,24.02,24.313,24.315,24.319,24.467,24.448,24.633,24.937,25.085,25.315,25.469,25.446,25.464,25.438,25.514,25.6,25.627,25.677,25.519,25.54,25.519,25.617,25.695,25.713,25.751,25.743,25.819,25.755,25.865,26.008,26.197,26.008,26.057,26.105,26.144,26.28,26.34,26.552,26.64,26.809,26.849,26.905,26.856,27.177,27.576,27.993,28.445,28.98,29.709,30.016,30.495,30.899,31.256,31.382,31.658,31.81,31.918,32.102,32.166,32.34,32.68,32.79,32.931,33.319,33.807,34.021,34.313,34.527,34.641,34.881,34.965,35.002,35.033,35.041,35.26,35.509,35.631,35.886,36.186,36.606,36.733,36.913
"48","37","  Communication","DCMCRG3",46.914,47.166,47.478,47.497,47.516,47.586,47.613,47.671,47.73,47.692,47.698,47.807,47.919,48.156,48.242,48.255,48.284,48.293,48.39,48.53,48.758,48.694,48.634,48.576,48.542,48.557,48.531,48.525,48.529,48.567,48.587,48.622,48.643,48.685,48.705,48.67,48.699,48.66,48.623,48.591,48.632,48.624,48.642,48.624,48.663,48.633,48.593,48.815,49.102,49.341,49.464,49.518,49.594,49.665,49.691,49.68,49.704,49.727,49.741,49.75,49.753,49.797,49.807,49.833,49.825,49.862,49.884,49.922,49.955,49.892,49.915,49.886,49.782,49.659,49.455,49.417,49.204,49.143,49.182,49.187,49.207,49.214,49.145,49.137,48.217,47.232,46.367,47.254,48.15,49.064,49.106,49.141,49.148,49.14,49.162,49.178,49.202,49.219,49.138,49.178,49.178,49.183,49.164,49.318,49.303,49.122,48.95,48.974,49.228,49.55,49.645,49.814,49.991,50.049,50.064,50.159,50.225,50.356,50.484,50.539,50.545,50.636,50.599,50.693,50.743,50.835,50.837,50.857,50.887,50.908,50.893,50.968,50.566,50.523,50.924,51.307,51.228,51.237,51.337,51.355,51.613,51.735,52.159,52.204,52.481,52.992,53.274,53.682,54.015,54.282,55.567,55.805,55.843,55.847,55.844,56.028,56.522,57.393,57.325,57.356,57.405,57.677,57.821,58.002,58.204,58.413,58.441,58.481,58.31,58.496,58.591,58.746,58.751,58.963,58.957,59.357,59.432,59.609,59.608,60.944,61.116,61.141,62.398,62.526,62.543,62.533,62.535,62.532,62.913,62.93,62.921,62.918,62.835,63.082,63.57,63.718,63.957,64.438,64.516,64.745,64.987,65.112,66.002,66.101,67.223,67.309,67.657,67.728,67.806,67.847,68.118,68.899,68.812,68.905,69.118,69.103
"49","38","  Recreation","DRRLRG3",42.323,42.388,42.517,42.58,42.63,42.731,42.848,42.978,43.077,43.182,43.263,43.286,43.343,43.453,43.528,43.57,43.591,43.655,43.703,43.793,43.855,43.868,43.883,43.946,44.031,44.112,44.105,44.146,44.188,44.197,44.232,44.291,44.331,44.401,44.405,44.44,44.502,44.553,44.588,44.626,44.643,44.676,44.696,44.732,44.751,44.797,44.846,44.857,44.864,44.895,44.975,45.079,45.244,45.367,45.495,45.566,45.672,45.922,46.015,45.95,46.02,46.098,46.143,46.149,46.15,46.19,46.252,46.29,46.339,46.344,46.363,46.369,46.414,46.46,46.464,46.468,46.538,46.635,46.606,46.591,46.617,46.563,46.493,46.525,46.614,46.69,46.8,46.858,46.951,47.006,47.018,47.078,47.156,47.256,47.401,47.474,47.63,47.616,47.69,47.752,47.802,47.875,48.046,48.162,48.286,48.523,48.705,48.896,49.092,49.276,49.371,49.539,49.707,49.867,50.055,50.23,50.411,50.55,50.685,50.819,50.974,51.064,51.246,51.449,51.649,51.737,51.848,51.984,52.082,52.164,52.298,52.384,52.499,52.578,52.773,52.78,52.896,53.045,53.265,53.419,53.569,53.825,54.257,54.377,54.638,54.789,54.997,55.273,55.432,55.632,55.775,55.833,55.982,55.978,56.002,56.132,56.313,56.414,56.405,56.514,56.481,56.531,56.621,56.746,56.823,56.929,57.009,57.108,57.145,57.3,57.461,57.695,57.839,57.917,58.008,58.15,58.349,58.602,58.845,59.019,59.349,59.696,60.039,60.513,61.151,61.707,62.452,62.754,63.357,63.788,64.248,64.656,65.178,65.538,65.725,66.346,66.374,66.485,66.7,66.878,67.151,67.394,67.705,68.155,68.57,68.466,68.235,68.692,69.134,69.149,69.57,69.314,69.732,70.151,70.319,70.311
