"","Table 7U# Chain-Type Price Indexes for BEA Retail and Food Servi","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"88","19","S1 PN448ZZZMG   Clothing and clothing accessories stores","T070193",100.055,100.024,100.181,99.591,99.731,99.85,99.563,99.797,99.609,99.191,99.45,99.726,100.18,100.232,100.238,100.657,101.535,101.992,102.686,103.926,103.1,103.653,104.19,104.084,104.585,104.232,104.903,105.106,105.286,105.206,104.764,104.837,105.39,106.092,105.575,105.209,105.854,105.948,105.227,105.016,105.132,105.524,106.148,106.355,105.878,105.449,105.257,105.62,105.409,105.002,105.327,105.168,105.398,105.969,106.114,106.001,105.931,105.614,104.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","20","S2 PN4481ZZMG     Clothing stores","T070203",99.885,99.978,99.978,99.122,99.168,99.345,99.236,99.207,98.82,98.416,98.486,98.668,99.052,99.025,98.914,99.193,100.136,100.796,101.622,103.019,102.171,102.614,103.332,103.097,103.624,103.299,104,104.546,104.866,104.597,104.402,104.045,104.489,105.425,104.823,104.245,105.06,105.152,104.228,103.992,104.063,104.336,105.07,105.466,104.891,104.558,104.435,105.041,105.092,104.627,104.949,105.051,105.351,105.911,105.633,105.488,105.194,105.147,103.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","21","S2 PN4482ZZMG     Shoe stores","T070213",101.443,101.345,100.752,100.535,100.426,100.755,100.533,100.451,100.797,101.047,100.269,100.022,100.704,100.585,100.862,100.188,101.156,101.118,101.3,101.847,102.127,101.508,101.652,101.841,101.855,101.741,102.737,103.263,103.66,104.044,104.212,104.446,104.78,105.45,105.794,106.187,106.477,106.593,106.273,106.347,106.455,106.803,106.854,106.824,106.411,105.989,105.717,105.476,104.695,104.811,105.425,105.24,105.601,105.742,107.781,107.909,108.537,108.497,107.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","22","S3 PN4483ZZMG     Jewelry, luggage, and leather goods stores","T070223",99.72,99.059,100.771,101.338,102.241,101.822,100.458,102.465,102.935,101.824,104.08,105.399,106.024,106.677,107.092,109.266,109.711,109.504,109.938,110.958,109.253,111.514,111.402,111.758,112.591,111.856,112.055,109.98,109.191,109.726,107.371,109.675,111.031,110.473,109.654,109.756,109.823,109.918,109.919,109.595,109.957,111.017,111.556,110.967,110.939,110.019,109.54,109.192,108.178,107.621,107.722,106.312,106.106,107.088,107.754,107.607,108.108,106.181,105.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","23","S1 PN452ZZZMG   General merchandise stores","T070233",99.548,99.457,99.485,99.195,99.016,98.862,98.746,98.685,98.7,98.629,98.534,98.631,98.83,99.047,99.35,99.601,99.845,99.935,100.189,100.532,100.601,100.605,100.56,100.54,100.726,100.67,100.827,100.609,100.426,100.324,100.221,100.179,100.12,100.305,100.091,99.773,99.811,99.846,99.503,99.169,99.13,99.212,99.039,98.936,98.707,98.559,98.417,98.276,98.25,98.203,98.262,98.131,98.092,98.121,98.02,97.834,97.841,97.656,96.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","24","S1 PN4521ZZMG     Department stores","T070243",98.995,98.909,98.928,98.428,98.233,98.151,97.892,97.75,97.582,97.226,97.047,96.982,97.149,97.166,97.132,97.354,97.671,97.894,98.228,98.724,98.446,98.573,98.638,98.543,98.849,98.716,98.989,98.874,98.786,98.655,98.514,98.284,98.289,98.604,98.303,97.831,98.102,98.011,97.509,97.202,97.214,97.248,97.109,97.06,96.737,96.522,96.385,96.309,96.338,96.135,96.17,95.878,95.722,95.809,95.713,95.442,95.412,95.273,94.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","25","S2 PN4529ZZMG     Other general merchandise stores","T070253",99.807,99.714,99.747,99.554,99.382,99.195,99.143,99.12,99.217,99.273,99.216,99.386,99.599,99.905,100.357,100.62,100.831,100.862,101.081,101.359,101.577,101.528,101.436,101.447,101.583,101.559,101.669,101.408,101.187,101.096,101.009,101.043,100.958,101.093,100.913,100.654,100.601,100.686,100.403,100.059,100,100.101,99.914,99.792,99.596,99.474,99.328,99.164,99.119,99.128,99.196,99.122,99.126,99.134,99.032,98.875,98.896,98.693,98.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","26","S1 PN44EZZZMG   Other retail stores","T070263",106.503,105.853,105.463,104.943,104.318,104.031,104.572,105.229,105.819,107.58,108.357,110.622,111.461,112.265,114.121,116.078,116.892,116.093,116.239,116.308,116.866,116.358,116.64,115.833,116.497,117.555,118.165,118.11,116.651,115.512,115.15,117.56,119.572,120.018,117.859,116.857,116.445,118.707,116.812,115.017,115.075,116.357,116.636,116.54,116.529,116.026,115.688,116.311,116.238,115.913,115.245,115.933,116.262,117.51,117.455,115.989,115.662,114.715,112.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","27","S1 PN446ZZZMG     Health and personal care stores","T070273",101.445,101.753,102.042,102.103,102.207,102.312,102.32,102.693,103.007,103.099,103.385,103.644,103.836,104.132,104.466,104.947,105.1,105.273,105.362,105.34,105.732,106.055,106.289,106.482,106.712,107.066,107.474,107.573,107.735,107.95,108.407,108.515,108.524,108.603,108.309,107.914,107.884,107.708,108.03,108.06,107.659,108.073,108.233,108.519,108.767,109.033,108.997,108.345,108.8,109.373,109.306,109.582,110.042,110.663,111.056,111.024,111.429,111.67,112.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","28","S1 PN447ZZZMG     Gasoline stations","T070283",116.927,115.026,113.644,112.181,110.628,110.155,112.284,113.835,115.199,120.197,122.415,128.872,130.561,132.238,137.332,142.528,144.721,142.27,142.695,142.803,144.557,142.821,143.17,140.607,142.169,145.217,146.577,146.727,142.176,139.007,137.729,145.256,151.458,152.707,146.101,143.485,141.736,148.987,143.16,137.969,138.803,142.627,143.65,143.216,143.06,141.318,140.388,143.207,142.348,140.573,138.768,141.245,142.152,145.774,145.42,140.925,139.785,136.471,129.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","29","S1 PN451ZZZMG     Sporting goods, hobby, book, and music stores","T070293",99.529,99.616,99.626,99.524,99.105,99.248,98.833,98.725,98.91,98.754,98.253,98.249,98.615,98.753,98.515,98.434,98.949,99.11,99.371,99.474,99.298,99.258,99.334,99.336,99.367,99.36,99.563,99.376,99.38,99.385,99.568,99.498,99.503,99.569,99.653,99.508,99.708,99.692,99.391,99.513,99.45,99.398,99.429,99.181,98.758,98.653,98.549,98.306,98.061,98.327,98.371,98.152,97.854,97.936,97.954,97.599,97.638,97.555,96.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","30","S4 PN4511ZZMG       Sporting goods, hobby, and musical instrument stores","T070303",99.38,99.489,99.462,99.225,98.888,99.055,98.577,98.503,98.762,98.579,97.963,97.946,98.341,98.401,98.192,98.142,98.826,99.089,99.37,99.656,99.373,99.282,99.353,99.379,99.412,99.438,99.626,99.382,99.375,99.463,99.655,99.539,99.529,99.672,99.741,99.577,99.721,99.667,99.238,99.386,99.341,99.283,99.286,99.062,98.591,98.397,98.322,98.08,97.804,98.133,98.16,97.765,97.419,97.605,97.732,97.336,97.403,97.181,96.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","31","S4 PN4512ZZMG       Book, periodical, and music Stores","T070313",100.002,100.02,100.149,100.496,99.806,99.873,99.676,99.451,99.387,99.324,99.227,99.274,99.547,99.974,99.641,99.458,99.341,99.11,99.289,98.712,98.931,99.097,99.189,99.083,99.102,98.941,99.204,99.258,99.306,98.943,99.083,99.211,99.28,98.993,99.149,99.088,99.548,99.705,100.003,100.003,99.858,99.825,99.99,99.629,99.436,99.741,99.503,99.259,99.157,99.122,99.246,99.862,99.807,99.383,98.867,98.712,98.613,99.231,98.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","32","S1 PN453ZZZMG     Miscellaneous store retailers","T070323",100.128,99.953,100.004,99.847,99.791,99.423,99.307,99.508,99.581,99.499,99.169,99.222,99.436,99.582,99.602,99.783,99.887,99.896,100.018,100.247,100.06,100.002,99.968,99.911,100.162,100.1,100.068,99.879,99.749,99.81,99.648,99.57,99.517,99.593,99.581,99.35,99.64,99.8,99.573,99.461,99.377,99.334,99.08,98.902,98.867,98.856,98.752,98.502,98.508,98.197,98.24,97.948,97.776,98.108,97.916,97.743,97.841,97.899,97.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","33","S3 PN4531ZZMG       Florists","T070333",99.287,98.439,98.043,97.976,97.952,97.364,97.117,97.086,97.14,97.065,96.384,96.746,96.531,96.665,98.187,97.982,97.282,96.431,96.215,97.009,97.196,97.091,96.979,96.839,97.017,97.328,97.018,97.223,96.922,97.165,96.978,96.635,95.978,96.485,97.15,96.857,96.981,96.911,96.509,96.675,96.436,96.601,96.619,96.758,97.015,96.506,95.906,95.882,96.149,96.572,96.554,95.702,95.184,95.167,94.962,95.161,95.079,95.839,95.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","34","S3 PN4532ZZMG       Office supplies, stationery, and gift stores","T070343",99.02,98.749,98.565,98.058,97.696,97.189,96.689,96.862,96.83,96.75,96.332,95.972,95.943,95.887,95.577,95.731,95.725,95.454,95.373,95.168,94.792,94.494,94.543,94.398,94.473,94.239,93.977,93.578,93.539,93.355,93.042,92.742,92.39,92.284,92.139,91.856,91.918,91.984,91.566,91.165,90.951,90.91,90.342,89.961,89.965,89.852,89.647,89.313,89.188,88.714,88.838,88.564,88.21,88.362,88.356,88.136,87.935,87.85,86.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","35","S4 PN4533ZZMG       Used merchandise stores","T070353",99.118,98.921,99.065,98.663,98.617,98.289,97.921,97.91,97.897,97.497,97.238,97.366,97.651,97.667,97.567,97.888,98.352,98.577,98.913,99.381,98.761,98.975,98.963,98.95,99.31,99.074,99.302,99.17,99.071,98.942,98.722,98.597,98.738,99.008,98.6,98.221,98.668,98.74,98.188,97.9,97.93,98.005,97.865,97.727,97.398,97.189,97.065,96.979,96.935,96.535,96.666,96.377,96.132,96.375,96.04,95.77,95.661,95.644,94.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
