"","Table 1#5#5# Gross Domestic Product, Expanded Detail            ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45"
"18","11","      Clothing and footwear","DCLORC1",44.3,45.5,49,53.5,59.2,62.4,66.9,72.2,79.3,89.3,96.4,103,113.2,116.7,126.4,137.6,146.8,157.2,167.7,178.2,190.4,195.2,199.1,211.2,219.1,227.4,231.2,239.5,247.5,257.8,271.1,280.8,277.9,278.8,287,300,315.5,330.1,338.9,334.1,322.2,337.8
"19","12","      Gasoline and other energy goods","DGOERC1",25,26.3,27.6,29.4,34.3,43.8,48,53,57.8,61.5,80.4,101.9,113.4,108.4,106.5,108.2,110.5,91.2,96.4,99.9,110.4,124.2,121.1,125,126.9,129.2,133.4,144.7,147.7,133.4,148.8,188.8,183.6,174.6,209.6,249.9,304.8,336.9,366.6,411.4,303.7,357.2
"20","13","      Other nondurable goods","DONGRC1",49.5,53.6,55.9,60,65.8,72.1,77.7,85.2,91.5,103.3,116.5,129.3,143.5,154,168.8,184.6,196.9,209.4,225.9,241.4,263.3,283.6,297.1,314.5,331.4,350.6,371.4,395.2,421.3,452.3,499.2,536.2,566.5,594.9,622.9,652.6,683,723.7,755.3,775.4,800.4,839.5
"21","14","  Services","DSERRC1",300.4,329.5,359.5,396.4,435.4,481.4,542.5,604.9,677.4,764.1,853.2,956,1070.1,1176.2,1314.8,1437.4,1580,1701.1,1840.7,2012.7,2170.7,2344.2,2482.6,2673.6,2841.2,3004.3,3171.7,3355.9,3563.9,3808.5,4052.8,4371.2,4614.8,4829.2,5076.6,5392.8,5745.1,6100.9,6448.6,6725,6770.6,6923.4
"22","15","    Household consumption expenditures (for services)","DHCERC1",290.4,318.4,347.2,382.8,420.7,465,524.4,584.9,655.6,739.6,825.4,924.1,1033.9,1136.1,1271.9,1389.8,1529.7,1645.8,1782.1,1946,2099,2264.5,2398.4,2581.3,2746.6,2901.9,3064.6,3240.2,3451.6,3677.5,3907.4,4205.9,4428.6,4624.2,4864.8,5182.8,5531,5860.6,6194.5,6446.1,6511.8,6658.3
"23","16","      Housing and utilities","DHUTRC1",101,109.4,120,131.2,143.5,158.6,176.5,194.7,217.8,244.3,273.4,311.8,352,387,421.2,458.3,500.7,535.7,571.8,614.5,655.6,696.4,735.5,771.2,814.5,866.5,913.8,961.2,1009.9,1065.2,1125,1198.6,1287.7,1334.8,1393.8,1462.2,1582.8,1686,1755.8,1833.1,1876.3,1900.7
"24","17","      Health care","DHLCRC1",42.1,47.7,53.7,59.8,67.2,76.1,89,101.8,115.7,131.2,148.8,171.7,201.9,225.2,253.1,276.5,302.2,330.2,366,410.1,451.2,506.2,555.8,612.8,648.8,680.5,719.9,752.1,790.9,832,863.6,918.4,996.6,1082.9,1149.3,1229.7,1316,1380.7,1465.4,1547.2,1623.2,1687.7
"25","18","      Transportation services","DTRSRC1",18,20,22.4,24.5,26.1,28.5,32,36.2,41.4,45.2,50.7,55.4,59.8,61.7,68.9,80,90.1,95,103.1,114.2,121.8,126.4,123.7,133.6,146.1,161.9,177.9,195,214.3,227.2,243.3,262.3,262.7,256.7,263.1,273.2,285.9,297,307.1,306.9,290.1,299.7
"26","19","      Recreation services","DRCARC1",12.9,14,15.1,16.3,18.3,20.9,23.7,26.5,29.6,32.9,36.7,40.8,47.1,52.5,59.4,66.1,74,80.4,87.3,99.2,110.7,121.8,127.2,139.8,153.4,164.7,181.1,195.6,208.3,220.6,238.8,255.5,263.6,272.8,289.5,312,326.8,348.8,373.2,383.4,378.8,380.5
"27","20","      Food services and accommodations","DFSARC1",37.5,41.6,43.8,48.9,54.8,60.6,68.8,77.8,85.7,97.1,110.9,121.7,133.9,142.5,153.6,164.9,174.3,186.7,204.4,225.8,242.6,262.7,273.4,286.3,298.6,308.7,316.7,327.4,344.6,363,381.6,410.1,421.2,438.2,462.8,492.9,525.3,559.7,592,611.3,603.6,626.4
"28","21","      Financial services and insurance","DIFSRC1",28.5,31.1,34.1,38.3,41.5,45.9,54,59.3,67.8,80.6,87.6,95.6,102,116.3,145.9,156.6,180.5,196.7,207.1,219.4,235.7,253.2,282,311.8,341,349,364.7,393.6,431.3,469.6,514.2,570,562.8,576.2,601.8,667.5,712.6,752.4,818.9,848.1,813.8,820.6
"29","22","      Other services","DOTSRC1",50.5,54.6,58.1,63.7,69.3,74.4,80.3,88.6,97.7,108.3,117.2,127.1,137.2,150.9,169.8,187.4,207.9,221.2,242.4,262.8,281.3,297.9,300.9,325.8,344.2,370.7,390.5,415.3,452.3,499.8,540.9,591.1,634,662.7,704.6,745.3,781.6,836,882.2,916,925.9,942.6
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC1",10.1,11.1,12.3,13.6,14.6,16.4,18.1,20.1,21.8,24.5,27.8,31.9,36.3,40.1,42.9,47.6,50.3,55.4,58.5,66.8,71.7,79.6,84.2,92.3,94.6,102.4,107.2,115.7,112.2,131,145.4,165.4,186.2,205,211.8,210,214.1,240.4,254.2,278.8,258.9,265.1
"31","24","      Gross output of nonprofit institutions \2\","DNPERC1",34.6,38.7,43.4,48.2,52.7,59.7,68.2,77.4,86.3,98.1,111,128,147.8,165.9,181.4,196.6,211.7,230.1,249.7,279,304.9,338.2,367,400.8,423.3,444.7,463.4,488.8,509.3,550.5,585.3,632,688,749.7,785.8,827.7,874.6,933.6,985.6,1037.6,1058.1,1092.1
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC1",24.6,27.6,31.1,34.5,38.1,43.3,50.2,57.3,64.5,73.6,83.2,96.1,111.5,125.8,138.5,149,161.4,174.7,191.2,212.2,233.2,258.6,282.8,308.5,328.7,342.3,356.2,373.1,397,419.6,439.9,466.6,501.8,544.7,574,617.7,660.6,693.3,731.4,758.8,799.2,827
"33","26","Gross private domestic investment","A006RC1",156.4,152.4,178.2,207.6,244.5,249.4,230.2,292,361.3,438,492.9,479.3,572.4,517.2,564.3,735.6,736.2,746.5,785,821.6,874.9,861,802.9,864.8,953.3,1097.3,1144,1240.2,1388.7,1510.8,1641.5,1772.2,1661.9,1647,1729.7,1968.6,2172.2,2327.2,2295.2,2096.7,1589.2,1827.5
"34","27","  Fixed investment","A007RC1",147.3,150.4,169.9,198.5,228.6,235.4,236.5,274.8,339,412.2,474.9,485.6,542.6,532.1,570.1,670.2,714.4,739.9,757.8,803.1,847.3,846.4,803.3,848.5,932.5,1033.5,1112.9,1209.4,1317.7,1447.1,1580.7,1717.7,1700.2,1634.9,1713.3,1903.6,2122.3,2267.2,2266.1,2137.8,1716.4,1755.8
"35","28","    Nonresidential","A008RC1",104.7,109,114.1,128.8,153.3,169.5,173.7,192.4,228.7,280.6,333.9,362.4,420,426.5,417.2,489.6,526.2,519.8,524.1,563.8,607.7,622.4,598.2,612.1,666.6,731.4,810,875.4,968.6,1061.1,1154.9,1268.7,1227.8,1125.4,1135.7,1223,1347.3,1505.3,1637.5,1665.3,1364.4,1415.3
"36","29","      Structures","B009RC1",37.7,40.3,42.7,47.2,55,61.2,61.4,65.9,74.6,93.6,117.7,136.2,167.3,177.6,154.3,177.4,194.5,176.5,174.2,182.8,193.7,202.9,183.6,172.6,177.2,186.8,207.3,224.6,250.3,275.1,283.9,318.1,329.7,282.8,281.9,306.7,351.8,433.7,524.9,582.4,451.6,383.5
"37","30","      Equipment and software","B010RC1",67,68.7,71.5,81.7,98.3,108.2,112.4,126.4,154.1,187,216.2,226.2,252.7,248.9,262.9,312.2,331.7,343.3,349.9,381,414,419.5,414.6,439.6,489.4,544.6,602.8,650.8,718.3,786,871,950.5,898.1,842.7,853.8,916.4,995.6,1071.7,1112.6,1082.9,912.8,1031.8
"38","31","        Information processing equipment and software","A679RC1",14.6,16.6,17.3,19.5,23.1,27,28.5,32.7,39.2,48.7,58.5,68.8,81.5,88.3,100.1,121.5,130.3,136.8,141.2,154.9,172.6,177.2,182.9,199.9,217.6,235.2,263,290.1,330.3,366.1,417.1,478.2,452.5,419.8,430.9,455.3,475.3,505.2,536.6,549.9,530.7,590.9
"39","32","          Computers and peripheral equipment","B935RC1",2.4,2.7,2.8,3.5,3.5,3.9,3.6,4.4,5.7,7.6,10.2,12.5,17.1,18.9,23.9,31.6,33.7,33.4,35.8,38,43.1,38.6,37.7,44,47.9,52.4,66.1,72.8,81.4,87.9,97.2,103.2,87.6,79.7,77.6,80.2,78.9,84.9,87,88.6,80,97.4
"40","33","          Software \4\","B985RC1",1.8,2.3,2.4,2.8,3.2,3.9,4.8,5.2,5.5,6.3,8.1,9.8,11.8,14,16.4,20.4,23.8,25.6,29,34.2,41.9,47.6,53.7,57.9,64.3,68.3,74.6,85.5,107.5,126,157.3,184.5,186.6,183,191.3,205.7,218,229.8,245,259.7,260.2,283.2
"41","34","          Other","A937RC1",10.4,11.6,12.2,13.2,16.3,19.2,20.2,23.1,28,34.8,40.2,46.4,52.5,55.3,59.8,69.6,72.9,77.7,76.4,82.8,87.6,90.9,91.5,98.1,105.4,114.6,122.3,131.9,141.4,152.2,162.5,190.6,178.4,157,162,169.4,178.4,190.6,204.6,201.6,190.4,210.4
"42","35","        Industrial equipment","A680RC1",19.1,20.3,19.5,21.4,26,30.7,31.3,34.1,39.4,47.7,56.2,60.7,65.5,62.7,58.9,68.1,72.5,75.4,76.7,84.2,93.3,92.1,89.3,93,102.2,113.6,129,136.5,140.4,147.4,149.1,162.9,151.9,141.7,142.6,142,159.6,178.4,193,193.7,150.4,160.7
"43","36","        Transportation equipment","A681RC1",18.9,16.2,18.4,21.8,26.6,26.3,25.2,30,39.3,47.3,53.6,48.4,50.6,46.8,53.5,64.4,69,70.5,68.1,72.9,67.9,70,71.5,74.7,89.4,107.7,116.1,123.2,135.5,147.1,174.4,170.8,154.2,141.6,132.9,161.1,181.7,198.2,190.2,147.2,76.4,113
"44","37","        Other equipment","A862RC1",14.4,15.6,16.3,19,22.6,24.3,27.4,29.6,36.3,43.2,47.9,48.3,55.2,51.2,50.4,58.1,59.9,60.7,63.9,69,80.2,80.2,70.8,72,80.2,88.1,94.7,101,112.1,125.4,130.4,138.6,139.5,139.6,147.5,157.9,178.9,189.8,192.8,192.1,155.4,167.2
"45","38","    Residential","A011RC1",42.6,41.4,55.8,69.7,75.3,66,62.7,82.5,110.3,131.6,141,123.2,122.6,105.7,152.9,180.6,188.2,220.1,233.7,239.3,239.5,224,205.1,236.3,266,302.1,302.9,334.1,349.1,385.9,425.8,449,472.4,509.5,577.6,680.6,775,761.9,628.6,472.5,352.1,340.5
"46","39","  Change in private inventories","A014RC1",9.2,2,8.3,9.1,15.9,14,-6.3,17.1,22.3,25.8,18,-6.3,29.8,-14.9,-5.8,65.4,21.8,6.6,27.1,18.5,27.7,14.5,-0.4,16.3,20.8,63.8,31.2,30.8,71,63.7,60.8,54.5,-38.3,12,16.4,64.9,50,60,29.1,-41.1,-127.2,71.7
"47","40","    Farm","B018RC1",0,-0.8,1.7,0.3,1.5,-2.8,3.4,-0.8,4.5,1.4,3.6,-6.1,8.8,5.8,-15.4,5.7,5.8,-1.5,-6.4,-11.9,0,2.4,-1.3,6.3,-6.2,12,-11.1,8.6,3.3,1.3,-2.7,-1.4,0,-2.5,0.1,8.8,0.1,-3.6,-0.7,1.6,3.8,6.5
"48","41","    Nonfarm","A015RC1",9.2,2.8,6.6,8.8,14.4,16.8,-9.6,18,17.8,24.4,14.4,-0.2,21,-20.7,9.6,59.7,16.1,8,33.6,30.4,27.7,12.2,0.9,10.1,27,51.8,42.2,22.1,67.7,62.5,63.5,55.9,-38.3,14.5,16.3,56.1,49.8,63.6,29.8,-42.7,-131.1,65.2
"49","42","Net exports of goods and services","A019RC1",1.4,4,0.6,-3.4,4.1,-0.8,16,-1.6,-23.1,-25.4,-22.5,-13.1,-12.5,-20,-51.7,-102.7,-115.2,-132.5,-145,-110.1,-87.9,-77.6,-27,-32.8,-64.4,-92.7,-90.7,-96.3,-101.4,-161.8,-262.1,-382.1,-371,-427.2,-504.1,-618.7,-722.7,-769.3,-714,-710.4,-386.4,-516.4
"50","43","  Exports","B020RC1",51.9,59.7,63,70.8,95.3,126.7,138.7,149.5,159.4,186.9,230.1,280.8,305.2,283.2,277,302.4,302,320.3,363.8,443.9,503.1,552.1,596.6,635,655.6,720.7,811.9,867.7,954.4,953.9,989.3,1093.2,1027.7,1003,1041,1180.2,1305.1,1471,1661.7,1843.4,1578.4,1837.5
"51","44","    Goods","A253RC1",38.3,44.5,45.6,51.8,73.9,101,109.6,117.8,123.7,145.4,184,225.8,239.1,215,207.3,225.6,222.2,226,257.5,325.8,369.4,396.6,423.6,448,459.9,510.1,583.3,618.3,687.7,680.9,697.2,784.3,731.2,700.3,726.8,817,906.1,1024.4,1162,1295.1,1063.1,1277.4
"52","45","    Services","A646RC1",13.7,15.2,17.4,19,21.3,25.7,29.1,31.7,35.7,41.5,46.1,55,66.1,68.2,69.7,76.7,79.8,94.3,106.2,118.1,133.8,155.5,173,187,195.7,210.6,228.6,249.3,266.7,273,292.1,308.9,296.5,302.7,314.2,363.2,399,446.6,499.7,548.3,515.3,560.1
"53","46","  Imports","B021RC1",50.5,55.8,62.3,74.2,91.2,127.5,122.7,151.1,182.4,212.3,252.7,293.8,317.8,303.2,328.6,405.1,417.2,452.9,508.7,554,591,629.7,623.5,667.8,720,813.4,902.6,964,1055.8,1115.7,1251.4,1475.3,1398.7,1430.2,1545.1,1798.9,2027.8,2240.3,2375.7,2553.8,1964.7,2353.9
"54","47","    Goods","A255RC1",36.8,40.9,46.6,56.9,71.8,104.5,99,124.6,152.6,177.4,212.8,248.6,267.8,250.5,272.7,336.3,343.3,370,414.8,452.1,484.8,508.1,500.7,544.9,592.8,676.8,757.4,807.4,885.7,930.8,1047.7,1246.5,1171.7,1193.9,1289.3,1501.7,1708,1884.9,2001.6,2148.8,1587.8,1949.4
"55","48","    Services","B656RC1",13.7,14.9,15.8,17.3,19.3,22.9,23.7,26.5,29.8,34.8,39.9,45.3,49.9,52.6,56,68.8,73.9,82.9,93.9,101.9,106.2,121.7,122.8,122.9,127.2,136.6,145.1,156.5,170.1,184.9,203.7,228.8,227,236.3,255.9,297.3,319.8,355.4,374,405,376.9,404.6
"56","49","Government consumption expenditures and gross investment","A822RC1",221.4,233.7,246.4,263.4,281.7,317.9,357.7,383,414.1,453.6,500.7,566.1,627.5,680.4,733.4,796.9,878.9,949.3,999.4,1038.9,1100.6,1181.7,1236.1,1273.5,1294.8,1329.8,1374,1421,1474.4,1526.1,1631.3,1731,1846.4,1983.3,2112.6,2232.8,2369.9,2518.4,2674.2,2878.3,2914.9,3000.2
"57","50","  Federal","A823RC1",113.3,113.4,113.6,119.6,122.5,134.5,149,159.7,175.4,190.9,210.6,243.7,280.2,310.8,342.9,374.3,412.8,438.4,459.5,461.6,481.4,507.5,526.6,532.9,525,518.6,518.8,527,531,531,554.9,576.1,611.7,680.6,756.5,824.6,876.3,931.7,976.3,1079.9,1139.6,1214.3
"58","51","    National defense","A824RC1",89.5,87.6,84.6,86.9,88.1,95.6,103.9,111.1,120.9,130.5,145.2,168,196.2,225.9,250.6,281.5,311.2,330.8,350,354.7,362.1,373.9,383.1,376.8,363,353.8,348.8,354.8,349.8,346.1,361.1,371,393,437.7,497.9,550.8,589,624.9,662.3,737.3,771.6,817.7
"59","52","      Consumption expenditures","A997RC1",78.1,76.5,77.1,79.5,79.4,84.5,90.9,95.8,104.2,112.7,123.8,143.7,167.3,191.1,208.7,232.8,253.7,267.9,283.6,293.5,299.4,308,319.7,315.2,307.5,300.8,297,303.2,304.5,300.3,313,321.8,342,380.7,435.2,481.2,514.8,543.9,575.4,635.7,664.1,698.2
"60","53","      Gross investment","A788RC1",11.3,11.1,7.5,7.5,8.7,11.1,13,15.3,16.7,17.8,21.4,24.3,28.9,34.7,41.9,48.7,57.5,62.9,66.4,61.3,62.7,65.9,63.4,61.6,55.5,53,51.8,51.6,45.3,45.8,48.2,49.2,50.9,57,62.8,69.6,74.2,81,86.9,101.7,107.5,119.5
"61","54","    Nondefense","A825RC1",23.8,25.8,29.1,32.7,34.3,39,45.1,48.6,54.5,60.4,65.4,75.8,83.9,84.9,92.3,92.7,101.6,107.6,109.6,106.8,119.3,133.6,143.4,156.1,162,164.8,170,172.2,181.1,184.9,193.8,205,218.7,242.9,258.5,273.9,287.3,306.8,314,342.5,368,396.6
"62","55","      Consumption expenditures","A542RC1",20.2,22.1,24.9,28.2,29.4,33.4,38.7,41.4,46.5,50.6,55.1,63.8,71,72.1,77.7,77.1,84.7,90.1,90.1,88.3,99.1,111,118.6,128.9,133.7,139.9,143.2,143.4,153,154.3,160.3,174.2,188.1,209.8,225.1,240.2,251,267.1,273.5,299,323,345.2
"63","56","      Gross investment","A798RC1",3.6,3.8,4.2,4.5,4.9,5.6,6.5,7.3,8,9.8,10.2,12,13,12.7,14.5,15.7,16.9,17.5,19.4,18.6,20.3,22.6,24.8,27.2,28.3,24.9,26.8,28.8,28.1,30.7,33.4,30.9,30.6,33.1,33.5,33.7,36.3,39.7,40.5,43.6,45,51.4
"64","57","  State and local","A829RC1",108.2,120.3,132.8,143.8,159.2,183.4,208.7,223.3,238.7,262.7,290.2,322.4,347.3,369.7,390.5,422.6,466.1,510.9,539.9,577.3,619.2,674.2,709.5,740.6,769.8,811.2,855.3,894,943.5,995,1076.3,1154.9,1234.7,1302.7,1356.1,1408.2,1493.6,1586.7,1697.9,1798.5,1775.3,1786
"65","58","    Consumption expenditures","A991RC1",79.8,91.5,102.7,113.2,126,143.7,165.1,179.5,195.9,213.2,233.3,258.4,282.3,304.9,324.1,347.7,381.8,418.1,441.4,471,504.5,547,577.5,606.2,634.2,668.2,701.3,730.2,764.5,808.6,870.6,930.6,994.2,1049.4,1096.5,1139.1,1212,1282.3,1368.9,1448.2,1424.4,1447.2
"66","59","    Gross investment","A799RC1",28.3,28.7,30.1,30.6,33.2,39.6,43.6,43.8,42.8,49.5,56.8,64,65,64.8,66.4,75,84.4,92.8,98.4,106.3,114.7,127.2,132.1,134.3,135.7,143,154,163.8,178.9,186.4,205.7,224.3,240.5,253.3,259.6,269.1,281.6,304.4,329,350.3,351,338.7
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
