"","Table 2#8#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"48","3. Market-based PCE is a supplemental measure that is based on household expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","for which there are observable price measures.  It excludes most imputed transactions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","(for example, financial services furnished without payment) and the final consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","expenditures of nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Line",NA,NA,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","1","    Personal consumption expenditures (PCE)","DPCERG3",86.851,87.207,87.421,87.273,87.172,87.267,87.503,87.78,88.028,87.998,88.089,88.285,88.607,88.816,88.97,89.123,89.426,89.714,89.834,89.908,90.083,90.43,90.734,90.793,90.855,91.121,91.392,91.654,91.737,91.791,92.178,92.561,93.456,93.593,93.381,93.4,93.81,93.852,94.007,94.397,94.607,94.83,95.165,95.465,95.231,94.979,95.004,95.392,95.689,96.005,96.34,96.526,96.796,96.995,97.138,97.222,97.598,97.88,98.369,98.634,98.891,99.106,99.411,99.649,100.086,100.782,101.215,101.134,101.234,100.685,99.548,99.01,99.071,99.286,99.194,99.34,99.473,100.066,100.018,100.286,100.453,100.763,100.997,101.052,101.235,101.248,101.364,101.351,101.394,101.449,101.571,101.715,101.808,102.047,102.213,102.457,102.674,102.961,103.353,103.68,104.009,104.126,104.308,104.548,104.731,104.768,104.904,104.967,105.219,105.472,105.721,105.729,105.677,105.844,105.87,106.199,106.512,106.703,106.575,106.587,106.663,107.083,106.98,106.685,106.772,107.177,107.277,107.382,107.502,107.488,107.505,107.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2","Goods","DGDSRG3",94.167,94.692,94.566,93.778,92.838,92.898,93.206,93.644,94,93.514,93.462,93.672,94.119,94.339,94.488,94.403,94.917,95.228,95.02,94.8,94.957,95.822,96.263,96.008,95.594,95.881,96.105,96.412,96.187,96.052,96.686,97.426,99.329,98.821,97.532,97.383,98.017,97.734,97.783,98.47,98.645,98.697,99.308,99.739,98.485,97.478,97.184,97.781,97.756,98.085,98.678,98.897,99.389,99.472,99.538,99.237,99.662,99.945,100.99,101.188,101.545,101.722,101.94,102.092,102.652,104.102,104.92,104.477,104.656,102.993,99.496,97.755,97.985,98.682,98.49,98.722,98.992,100.553,100.283,100.754,101.025,101.236,101.611,101.667,101.958,101.742,101.657,101.351,101.112,100.976,101.086,101.339,101.497,101.938,102.184,102.804,103.203,103.709,104.501,105.025,105.52,105.641,105.819,106.088,106.297,106.126,106.182,106.03,106.272,106.7,107.072,106.707,106.218,106.173,106.008,106.742,107.405,107.489,106.747,106.465,106.267,107.129,106.526,105.573,105.442,106.205,106.306,106.349,106.322,106.001,105.671,105.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","3","  Durable goods","DDURRG3",112.916,112.567,112.321,112.006,111.299,110.858,110.697,110.206,109.919,109.532,109.26,109.043,109.156,109.213,109.201,109.231,109.071,109.01,108.647,108.083,108.109,108.376,108.43,108.492,108.336,108.189,108.107,108.051,108.282,107.887,107.52,107.162,107.252,107.162,107.082,106.99,106.911,106.678,106.368,106.389,106.272,105.896,105.91,105.914,105.387,105.341,105.099,104.819,104.648,104.65,104.381,104.143,104.054,104.071,103.754,103.298,103.171,103.181,103.051,102.764,102.854,102.668,102.513,102.086,101.827,101.764,101.802,101.619,101.408,101.283,100.854,100.422,100.368,100.418,100.253,100.275,100.189,100.184,99.645,99.34,99.632,99.881,99.985,99.831,99.717,99.416,99.384,99.172,98.953,98.58,98.265,98.333,98.229,98.013,97.865,97.532,97.569,97.688,97.562,97.813,97.932,98.095,98.04,97.863,97.488,97.452,97.226,97.065,97.168,97.13,96.964,96.834,96.841,96.697,96.425,96.246,96.068,95.905,95.778,95.554,95.616,95.516,95.328,95.07,94.999,94.98,94.657,94.366,94.344,94.17,93.91,93.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","4","  Nondurable goods","DNDGRG3",85.004,85.909,85.841,84.852,83.814,84.104,84.624,85.495,86.15,85.62,85.67,86.081,86.683,86.977,87.201,87.058,87.893,88.381,88.246,88.19,88.409,89.563,90.19,89.78,89.239,89.735,90.108,90.597,90.144,90.132,91.274,92.567,95.346,94.629,92.758,92.577,93.558,93.249,93.474,94.491,94.811,95.074,95.982,96.625,95.012,93.528,93.209,94.244,94.292,94.786,95.811,96.261,97.047,97.164,97.421,97.195,97.901,98.32,99.968,100.406,100.89,101.243,101.642,102.078,103.042,105.245,106.442,105.86,106.215,103.801,98.866,96.515,96.876,97.872,97.666,97.992,98.422,100.713,100.569,101.422,101.681,101.874,102.377,102.535,103.021,102.846,102.737,102.388,102.14,102.12,102.438,102.782,103.068,103.832,104.274,105.369,105.948,106.648,107.901,108.561,109.245,109.343,109.638,110.133,110.642,110.403,110.608,110.462,110.777,111.454,112.114,111.625,110.873,110.882,110.773,111.998,113.121,113.344,112.267,111.956,111.611,113.006,112.174,110.834,110.67,111.873,112.214,112.451,112.42,112.017,111.649,112.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","5","Services","DSERRG3",83.237,83.513,83.888,84.047,84.351,84.463,84.667,84.865,85.06,85.256,85.418,85.608,85.867,86.071,86.227,86.499,86.698,86.974,87.256,87.477,87.661,87.75,87.986,88.201,88.501,88.756,89.052,89.291,89.529,89.676,89.939,90.143,90.537,90.995,91.321,91.424,91.722,91.928,92.136,92.378,92.606,92.914,93.11,93.344,93.624,93.755,93.943,94.224,94.685,94.994,95.198,95.368,95.526,95.783,95.967,96.248,96.599,96.88,97.088,97.389,97.597,97.833,98.183,98.466,98.842,99.162,99.405,99.507,99.576,99.572,99.568,99.605,99.587,99.573,99.53,99.637,99.706,99.836,99.894,100.062,100.179,100.537,100.702,100.756,100.885,101.008,101.221,101.351,101.531,101.681,101.809,101.9,101.961,102.101,102.227,102.285,102.412,102.591,102.784,103.014,103.261,103.376,103.561,103.787,103.957,104.096,104.273,104.444,104.701,104.864,105.052,105.248,105.415,105.689,105.812,105.936,106.07,106.315,106.5,106.662,106.88,107.073,107.227,107.271,107.47,107.691,107.79,107.926,108.123,108.27,108.469,108.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","6","  PCE excluding food and energy","DPCCRG3",88.43,88.54,88.671,88.771,88.897,88.948,89.147,89.227,89.321,89.438,89.537,89.652,89.858,90.028,90.197,90.419,90.559,90.741,90.889,90.957,91.123,91.276,91.421,91.549,91.815,91.98,92.205,92.321,92.543,92.602,92.739,92.832,93.044,93.293,93.516,93.633,93.793,93.926,94.153,94.389,94.575,94.801,94.91,95.105,95.271,95.413,95.451,95.632,95.998,96.227,96.305,96.396,96.497,96.648,96.789,96.954,97.217,97.455,97.614,97.851,98.053,98.168,98.387,98.508,98.696,98.888,99.024,99.144,99.267,99.261,99.259,99.233,99.262,99.36,99.482,99.738,99.84,99.972,99.989,100.108,100.289,100.58,100.666,100.713,100.808,100.89,101.034,101.063,101.184,101.29,101.348,101.444,101.49,101.561,101.667,101.669,101.815,101.966,102.097,102.309,102.548,102.71,102.871,103.084,103.161,103.297,103.463,103.595,103.859,103.994,104.176,104.311,104.458,104.677,104.787,104.838,104.923,105.115,105.196,105.249,105.459,105.55,105.619,105.575,105.674,105.884,105.97,106.084,106.177,106.274,106.372,106.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","7","  Food \1\","DFXARG3",82.768,83.125,83.327,83.349,83.484,84.002,83.909,84.387,84.579,84.894,85.227,85.697,85.486,85.58,85.87,86.044,86.759,86.932,87.01,87.045,86.845,87.364,87.683,87.613,87.399,87.206,87.483,88.343,88.259,88.126,88.296,88.266,88.492,88.586,88.929,89.017,89.327,89.17,89.323,89.158,89.205,89.496,89.651,89.864,90.117,90.377,90.348,90.154,90.813,91.533,92.096,92.307,92.705,93.195,93.423,93.782,94.085,94.458,94.85,94.938,95.635,96.117,96.247,97.504,97.836,98.473,99.601,100.13,100.761,101.175,101.396,101.34,101.277,100.971,100.66,100.222,99.865,99.983,99.57,99.604,99.293,99.423,99.473,99.657,99.751,99.877,100.085,100.173,100.227,100.149,100.223,100.301,100.548,100.646,100.808,100.919,101.501,102.192,103.028,103.418,103.89,104.119,104.554,105.19,105.694,105.891,105.811,106.02,106.224,106.23,106.407,106.458,106.407,106.625,106.631,106.755,106.66,106.94,107.169,107.382,107.349,107.547,107.613,107.73,107.467,107.744,107.86,108.084,107.965,108.03,107.912,108.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","8","  Energy goods and services \2\","DNRGRG3",68.566,72.512,73.985,69.944,66.182,66.329,67.58,70.533,73.194,70.455,70.105,71.155,73.942,74.915,74.628,73.692,75.913,77.988,77.711,77.95,78.782,81.927,84.671,83.808,81.065,83.556,84.548,86.256,84.369,84.601,89.315,94.925,107.792,106.246,98.222,96.543,101.262,100.035,99.002,102.843,103.735,103.829,108.196,110.356,102.695,95.138,95.009,99.783,98.337,99.464,103.731,105.468,108.369,108.934,108.998,107.291,109.65,110.519,116.918,117.941,118.473,120.011,122.064,122.72,127.654,137.415,142.201,137.501,136.259,124.344,101.365,91.293,92.236,95.36,92.001,91.157,92.548,101.779,101.198,104.425,105.093,106.013,109.105,109.086,110.901,109.544,109.036,108.119,106.771,106.187,107.488,108.574,109.236,112.621,113.858,118.526,119.44,121.522,125.922,128.232,129.994,129.096,129.263,129.382,131.003,128.953,128.905,127.409,127.506,130.425,132.068,129.565,125.762,124.87,123.34,129.186,134.514,134.61,129.899,128.759,126.445,133.493,129.97,124.254,124.583,128.863,129.266,129.012,130.065,127.767,126.446,129.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","9","  Market-based PCE \3\","DPCMRG3",86.461,86.82,86.999,86.792,86.655,86.753,86.994,87.302,87.533,87.512,87.58,87.761,88.105,88.322,88.48,88.588,88.877,89.148,89.227,89.287,89.457,89.847,90.181,90.218,90.236,90.517,90.762,91.009,91.054,91.103,91.488,91.896,92.88,92.976,92.709,92.704,93.156,93.184,93.348,93.74,93.999,94.206,94.583,94.905,94.61,94.303,94.309,94.668,94.94,95.243,95.602,95.822,96.137,96.326,96.436,96.46,96.833,97.177,97.717,97.989,98.282,98.526,98.824,99.065,99.526,100.307,100.852,100.804,100.974,100.468,99.24,98.686,98.922,99.253,99.226,99.339,99.473,100.116,100.054,100.373,100.518,100.747,100.96,101.019,101.182,101.17,101.234,101.215,101.226,101.269,101.377,101.53,101.629,101.84,102.001,102.288,102.515,102.859,103.292,103.624,103.955,104.104,104.285,104.527,104.721,104.722,104.843,104.96,105.186,105.46,105.696,105.68,105.603,105.732,105.739,106.108,106.455,106.585,106.388,106.406,106.521,107.001,106.879,106.503,106.61,107.05,107.176,107.251,107.346,107.317,107.322,107.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
