"","Table 2#3#3# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249"
"24","16","    Electricity and gas","B175RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.013,27.821,28.561,28.813,29.524,29.794,29.709,30.404,30.185,31.752,31.451,32.155,33.061,33.133,33.563,34.469,35.545,34.205,35.672,35.234,36.6,36.629,37.256,37.75,37.761,39.018,39.142,39.405,39.813,40.949,41.334,41.847,41.785,43.629,43.173,44.588,45.35,44.783,46.143,46.865,48.199,47.274,48.955,49.756,50.302,50.463,51.537,51.057,52.006,52.635,52.111,52.938,53.2,54.95,55.296,58.424,55.936,56.681,58.389,57.274,54.611,57.642,58.837,59.97,59.029,62.341,62.416,60.232,60.975,60.934,63.206,67.626,66.959,63.479,67.598,67.115,69.456,69.19,68.665,69.46,71.965,70.135,67.641,68.997,70.311,70.613,72.195,73.421,67.734,71.946,70.56,71.441,73.494,71.315,70.201,70.236,69.412,72.786,75.539,75.859,72.786,75.573,73.394,73.646,78.255,72.899,75.066,77.178,73.763,74.862,75.15,76.383,75.433,78.816,78.376,78.056,81.348,80.711,82.366,81.928,82.991,81.019,81.798,87.472,77.665,82.707,84.076,83.259,81.833,87.565,85.562,83.029,81.467,84.127,83.939,86.61,87.266,85.953,90.378,90.299,90.635,92.527,89.145,87.139,86.254,90.58,94.348,92.121,96.715,95.241,90.593,93.55,91.355,92.678,92.124,97.128,93.386,97.866,98.465,91.8,94.54,96.661,99.907,94.498,93.447,99.064,100.326,107.162,103.634,96.888,96.955,95.804,97.529,101.762,100.53,104.542,103.695,102.351,101.816,103.855,104.57,103.697,102.745,105.278,105.786,105.82,107.795,107.131,100.643,103.869,104.774,104.543,105.741,105.109,105.399,105.54,107.453,104.375
"25","17","    Other household operation","B176RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18.503,18.472,18.601,18.841,19.152,19.345,19.491,19.721,19.422,19.524,20.057,20.289,20.095,20.406,20.631,20.929,20.984,21.314,21.308,21.319,22.264,22.221,22.488,22.448,22.962,23.488,23.978,23.821,24.15,24.464,24.857,25.115,25.376,25.472,25.88,25.968,26.253,26.406,26.553,27.077,27.385,27.666,27.982,28.267,28.241,28.233,28.43,28.426,28.219,28.428,28.92,29.162,29.535,30.306,30.588,31.045,31.571,32.087,32.555,32.502,32.076,31.886,32.096,32.46,33.321,33.749,34.042,34.067,34.692,35.285,35.586,35.936,36.454,37.107,37.925,38.451,38.832,39.322,39.88,40.458,40.878,41.642,41.737,42.185,42.319,41.984,42.24,42.29,42.413,41.89,41.874,41.682,42.049,42.375,42.912,43.105,43.613,43.688,44.522,45.306,45.738,45.809,46.416,46.836,47.844,49.08,49.573,49.745,50.112,50.925,51.092,52.136,52.863,53.888,54.096,54.85,54.546,55.946,56.403,57.438,58.311,59.068,59.91,59.929,60.603,61.167,60.432,59.459,60.087,60.922,61.305,62.246,63.441,64.533,64.922,65.156,66.235,67.476,68.142,69.352,70.27,71.535,72.514,72.696,73.584,74.823,75.783,76.541,77.811,78.671,79.733,81.283,82.627,84.857,86.701,87.794,88.62,90.26,90.966,92.113,94.252,95.997,96.525,98.23,99.976,100.829,100.965,100.804,101.699,101.924,101.064,100.603,100.982,100.586,100.194,100.751,101.574,102.128,102.643,103.528,104.775,106.093,106.164,105.874,106.029,106.454,106.775,106.865,107.574,108.172,108.693,108.713,109.415,109.932,110.98,110.404,110.677
"26","18","  Transportation","B177RA3",19.658,19.768,19.583,19.394,19.781,19.832,19.583,19.33,19.023,19.335,18.825,18.266,18.044,18.639,18.844,19.117,20.031,20.385,20.56,20.366,20.595,20.571,20.561,20.598,21.207,21.307,21.267,20.892,20.902,20.657,20.851,21.083,21.515,21.711,21.751,22,22.142,22.35,22.673,23.101,23.387,23.049,23.067,22.338,22.108,22.382,22.729,23.136,22.724,23.259,23.848,24.196,24.285,24.254,24.28,24.302,24.319,24.505,24.612,24.932,25.132,25.404,25.593,25.893,26.096,26.383,26.786,27.174,27.552,27.793,28.144,28.392,28.527,28.97,29.407,29.737,30.06,30.759,30.788,31.621,32.067,32.254,32.68,33.034,33.803,34.214,34.699,35.14,35.55,36.036,36.581,37.178,36.978,37.089,37.581,37.708,37.794,38.364,38.936,39.568,40.404,40.885,41.259,41.699,42.229,42.38,42.23,42.027,42.07,42.507,42.723,42.867,42.91,42.413,42.969,43.466,43.54,44.071,44.326,44.956,46.388,47.092,47.908,48.193,48.469,49.339,48.966,49.031,48.776,50.944,51.38,50.545,48.869,47.077,47.286,48.397,48.378,46.729,45.761,45.146,45.149,45.201,46.039,47.24,48.309,47.031,50.068,50.105,50.939,53.096,54.812,55.41,57.44,58.024,59.484,58.833,60.13,60.234,61.041,61.277,62.003,62.955,63.571,63.906,64.949,65.868,66.74,67.517,67.248,67.215,67.275,67.137,67.396,67.532,67.252,66.575,64.53,64.037,63.551,63.8,64.97,65.944,67.809,67.985,68.08,68.901,69.891,71.18,72.765,74.274,75.712,77.163,77.914,78.702,80.14,81.557,83.181,84.335,85.495,86.899,89.073,89.913,91.035,91.445,92.164,93.314,93.823,94.26,95.879,96.778,98.01,98.554,99.534,100.206,100.105,100.155,100.571,100.079,98.159,96.68,96.795,96.466,95.829,95.777,96.366,96.095,96.372,96.542,96.939,97.624,97.839,98.406,98.552,98.768,98.987,99.08,99.838,100.662,100.956,101.955,102.201,102.582,103.172,102.969,103.408,102.628
"27","19","  Medical care","B494RA3",8.326,8.341,8.126,8.192,8.563,8.91,9.23,9.432,9.492,9.5,9.339,9.253,9.496,9.929,10.186,10.232,10.345,10.401,10.54,10.645,10.673,10.84,11.061,11.401,11.316,11.569,11.676,11.595,11.748,12.25,12.554,12.589,12.668,12.624,12.67,13.039,13.191,13.396,13.643,14.056,14.171,14.177,14.306,14.789,14.695,15.298,15.674,15.686,16.243,16.425,16.571,16.676,17.041,17.291,16.966,17.284,17.418,17.86,17.992,18.284,18.73,19.201,19.711,20.148,20.38,20.583,20.747,21.111,21.932,22.752,23.492,23.96,24.33,24.293,23.88,23.877,24.264,25.078,25.724,26.335,26.391,26.371,26.296,26.357,27.118,28.15,28.845,29.588,30.005,30.358,30.527,30.804,31.367,31.582,32.226,33.042,33.21,33.819,34.471,35.037,35.553,36.052,36.957,37.348,38.396,39.061,39.353,39.516,39.929,40.344,40.578,41.059,41.972,42.527,42.362,43.335,43.794,44.299,44.755,45.2,45.524,46.575,47.188,47.365,48.174,48.849,49.017,49.527,49.995,50.592,51.169,51.833,52.075,51.691,53.008,54.208,54.753,55.45,55.759,55.553,55.452,55.901,56.337,57.078,57.693,58.299,58.778,59.249,59.722,59.852,60.346,60.849,61.456,62.17,63.111,63.921,64.472,64.775,65.418,66.298,67.192,68.141,69.194,69.887,70.895,71.638,72.528,73.005,73.4,73.538,73.91,74.962,76.039,77.321,78.414,78.941,79.183,79.721,80.582,81.709,82.927,83.924,84.622,84.958,85.285,85.259,85.516,85.654,85.951,86.239,86.51,86.875,87.659,88.058,88.48,88.894,88.972,89.685,89.943,90.762,90.829,91.454,92.254,92.737,94.12,94.299,94.703,95.004,95.242,95.799,96.654,97.564,98.434,99.529,100.514,101.523,102.603,103.783,105.442,107.038,108.445,110.036,111.447,112.855,113.989,114.663,115.328,115.994,116.773,117.871,119.131,120.127,120.877,121.819,123.045,124.053,125.019,125.43,125.612,126.529,128.166,128.499,129.659,130.943,132.522,133.451
"28","20","  Recreation","A490RA3",10.888,10.712,10.4,10.062,10.187,10.287,10.145,10.274,10.357,10.015,10.018,9.832,10.033,10.083,10.034,10.044,10.369,10.139,10.079,9.946,10.251,10.285,10.247,10.427,10.678,10.529,10.322,10.136,10.502,10.585,10.677,10.785,11.577,11.27,10.83,10.811,11.317,11.473,11.95,11.866,11.312,11.586,11.133,11.303,11.373,11.082,11.294,11.391,11.67,11.917,12.116,12.36,12.538,12.682,12.738,12.839,13.022,13.207,13.356,13.711,13.711,14.261,13.945,14.132,14.35,14.452,15.073,14.606,15.189,14.962,15.062,15.455,15.572,15.497,15.53,15.714,15.76,16.149,16.479,16.912,17.063,16.59,17.241,16.126,17.123,17.717,17.983,18.398,18.64,18.948,18.722,18.92,19.415,19.517,19.648,19.691,19.85,20.12,20.266,20.908,20.91,21.16,21.417,21.855,22.555,22.966,23.188,23.635,23.925,24.389,24.984,25.558,25.756,25.678,26.144,26.671,26.997,27.443,28.393,28.806,28.806,29.285,29.938,30.578,30.772,30.829,31.31,31.379,31.956,32.3,32.749,33.141,33.568,33.487,34.084,35.21,35.738,36.878,37.728,38,38.926,39.39,39.974,40.46,41.327,42.453,43.239,43.687,44.006,44.374,45.056,45.862,46.873,47.807,48.453,49.318,49.465,49.536,49.908,50.846,51.17,51.404,51.98,52.893,54.364,56.058,57.55,58.722,59.82,60.492,61.155,61.318,62.432,63.536,63.961,64.442,63.498,63.561,63.944,64.882,67.183,68.02,68.881,70.221,71.361,72.229,73.799,73.945,74.715,75.812,77.08,77.756,79.395,81.304,82.384,83.74,83.985,84.828,86.002,86.093,87.35,87.96,87.738,88.324,90.04,90.477,91.848,92.871,93.867,95.413,97.156,97.988,98.497,99.767,100.686,101.05,102.411,102.185,102.337,102.953,103.8,104.424,104.802,106.259,106.463,107.807,108.935,110.427,112.38,113.487,114.324,114.591,115.376,115.596,116.03,116.469,117.317,117.788,119.696,123.383,123.954,124.723,125.479,125.365,123.86,124.263
"29","21","  Other","B178RA3",14.754,14.746,14.31,14.203,14.516,14.736,14.929,15.06,15.001,15.004,14.795,14.652,14.891,15.451,15.709,15.544,15.527,15.512,15.468,15.538,15.726,15.989,16.234,16.612,16.51,16.741,16.771,16.646,16.797,17.36,17.723,17.801,18.002,18.036,18.077,18.408,18.519,18.655,18.829,19.192,19.272,19.257,19.355,19.758,19.537,20.072,20.539,20.649,20.403,21.115,21.405,21.731,21.863,22.038,21.803,21.799,22.22,23.045,22.847,23.171,23.099,23.513,23.36,23.29,22.926,23.804,24.521,25.405,25.479,25.594,25.875,26.078,26.383,26.901,27.803,28.768,29.115,28.963,28.661,28.771,29.557,30.352,31.212,31.518,31.237,31.926,32.045,32.024,31.891,32.205,32.44,33.046,33.33,33.607,34.079,33.888,34.382,34.562,34.527,34.898,35.743,35.984,36.098,37.152,37.142,37.197,36.834,36.759,36.048,36.138,35.989,36.315,36.887,37.264,37.463,38.086,38.956,38.702,38.949,39.933,40.303,40.399,40.813,41.716,42.126,42.877,42.939,42.45,42.727,42.945,42.634,42.799,42.674,41.952,42.473,42.958,41.79,41.774,41.894,42.219,42.714,43.691,44.736,46.903,48.571,50.142,50.357,51.19,50.97,51.126,52.445,53.593,55.283,56.538,57.358,57.648,57.564,57.796,58.084,58.755,60.855,60.936,60.988,61.381,62.06,62.21,62.669,63.186,63.536,64.179,64.539,64.768,65.221,65.853,66.261,65.632,66.158,66.902,66.818,67.062,68.17,68.497,69.394,70.155,70.799,71.356,72.333,73.439,73.91,73.344,73.554,73.581,73.888,74.563,74.45,74.993,76.583,76.77,78.105,77.508,79.072,79.889,81.645,82.735,84.236,86.193,88.207,88.924,90.44,92.071,93.259,95.34,98.743,98.83,100.764,101.663,100.919,101.931,101.255,101.975,101.772,102.069,102.593,102.286,102.178,102.59,103.624,104.03,105.77,106.554,107.137,108.334,108.25,108.028,109.294,109.978,110.417,111.202,111.644,113.235,114.305,115.063,115.866,115.638,116.814,116.714
"30",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","22","  Energy goods and services \1\","BA02RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.188,39.049,39.198,39.295,39.873,40.618,40.131,40.48,40.116,41.499,40.763,41.151,42.306,42.377,42.579,43.654,44.816,43.932,44.487,44.473,45.583,46.291,47.486,47.607,47.442,48.771,49.565,50.053,50.25,51.564,52.204,52.578,52.488,53.621,53.362,54.615,55.684,55.473,56.462,56.709,58.088,58.146,59.003,60.143,61.024,60.73,61.758,61.544,62.724,63.629,63.206,63.604,64.552,65.715,66.635,69.767,69.527,69.579,70.6,69.428,63.404,65.995,67.277,69.024,67.744,69.544,69.251,68.115,69.741,70.529,72.141,75.282,74.146,72.527,74.864,74.874,76.329,76.557,75.814,75.97,78.313,75.412,73.781,73.501,72.772,71.34,71.201,71.641,69.911,71.288,70.707,70.995,72.294,71.519,70.354,70.193,70.68,71.926,73.971,74.503,72.902,74.764,74.064,74.494,76.583,74.403,75.493,76.39,75.565,76.911,77.57,78.719,77.745,80.554,79.383,79.827,81.802,82.08,82.865,83.044,83.685,82.533,82.81,86.899,80.808,82.967,84.099,82.122,81.314,84.601,84.203,82.628,82.533,84.825,84.912,86.4,86.55,86.47,89.419,89.152,89.912,90.562,89.114,87.701,88.455,90.911,92.181,91.193,94.097,93.788,91.59,92.852,92.101,93.439,93.371,95.958,95.156,97.544,97.757,95.564,97.882,99.043,99.321,98.607,97.156,99.18,99.433,104.231,103.086,97.753,98.56,99.826,100.156,102.613,102.324,103.813,103.329,102.607,103.087,104.485,104.767,104.679,104.069,105.075,104.618,105.29,106.212,105.758,102.242,102.847,103.349,103.453,104.75,104.09,104.139,103.913,103.532,101.388
"32","23","  Personal consumption expenditures excluding food and energy","BA03RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.168,18.565,18.789,18.766,19.047,19.297,19.262,19.285,19.241,19.551,19.742,20.251,20.49,20.84,21.022,21.41,21.562,21.856,22.22,22.449,22.95,23.373,23.829,23.875,24.52,24.748,25.203,25.875,26.397,26.413,26.782,26.972,27.1,27.545,27.772,27.837,28.557,29.045,29.617,29.768,30.09,30.327,30.503,30.699,30.767,30.932,31.2,31.045,31.809,32.178,32.596,33.25,33.808,34.364,34.971,35.854,36.767,36.928,37.015,37.039,36.998,37.113,37.102,36.369,36.835,37.284,37.996,38.611,39.326,39.565,39.959,40.452,41.016,41.526,42.026,42.777,42.993,44.283,44.473,44.847,44.992,45.2,45.818,45.819,45.723,44.51,45.328,46.176,46.517,46.337,46.713,46.122,46.456,46.643,47.144,48.166,48.756,49.928,50.821,51.858,52.576,53.311,53.818,54.731,55.745,56.449,57.716,57.732,58.296,58.982,60.33,60.626,60.7,61.553,62.494,62.558,63.634,63.988,64.48,65.33,65.602,66.131,66.814,66.871,67.79,67.769,68.014,67.644,67.376,67.806,68.21,68.332,69.618,70.156,70.994,71.677,72.051,72.786,73.505,74.324,75.263,75.712,76.418,77.383,77.544,78.213,78.981,79.697,80.363,81.392,82.186,82.885,83.936,84.396,85.995,87.008,88.111,89.532,90.728,92.205,93.191,94.718,95.821,96.99,98.911,99.388,100.513,101.189,101.66,102.295,102.751,104.728,105.062,105.593,106.332,106.604,107.121,108.326,109.914,110.576,111.761,112.552,113.692,114.779,115.275,116.352,117.376,117.716,119.285,120.014,120.738,121.992,123.263,123.927,124.679,124.921,125.225,125.703
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1. Consists of gasoline, fuel oil, and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
