"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"100","19","    Food services and accommodations","DFSARG3",30.423,30.585,30.806,31.126,31.382,31.595,31.74,31.946,32.091,32.278,32.417,32.565,32.731,33.02,33.271,33.545,33.874,34.22,34.528,34.878,35.082,35.357,35.657,35.926,36.213,36.605,36.958,37.275,37.7,37.961,38.265,38.519,38.732,39.138,39.434,39.774,40.127,40.41,40.757,40.993,41.305,41.638,41.814,42.101,42.445,42.73,43.07,43.414,43.798,44.36,44.595,44.868,45.134,45.386,45.668,45.938,46.153,46.385,46.544,46.701,46.944,47.114,47.332,47.492,47.702,47.993,48.227,48.416,48.665,48.791,48.946,49.106,49.296,49.404,49.557,49.791,49.938,50.016,50.041,50.256,50.528,50.77,50.954,51.082,51.379,51.594,51.797,52.004,52.233,52.327,52.524,52.743,52.792,52.94,53.087,53.344,53.414,53.706,53.92,54.12,54.432,54.676,54.746,54.949,55.187,55.404,55.59,55.657,55.809,55.984,56.158,56.364,56.594,56.9,57.004,57.152,57.392,57.542,57.805,57.975,58.266,58.386,58.58,58.713,58.853,59.139,59.385,59.471,59.688,59.794,60.026,60.151,60.473,60.7,61.035,61.276,61.455,61.665,61.903,62.092,62.311,62.57,62.633,62.887,63.103,63.388,63.787,63.946,64.196,64.412,64.833,64.889,65.096,65.423,65.631,65.848,66.097,66.384,66.825,66.952,67.208,67.417,67.727,67.91,68.064,68.296,68.43,68.698,69.205,69.378,69.48,69.77,69.989,70.22,70.344,70.504,70.808,70.928,70.761,70.96,70.976,71.097,71.183,71.421,71.502,71.559,71.762,71.892,72.183,72.182,72.216,72.261,72.33,72.41,72.559,72.855,73.037,73.147,73.246,73.278,73.421,73.516,73.608,73.701,73.754,73.747,73.904,74.12,74.276,74.429,74.379,74.484,74.638,74.772,74.983,75.019
"101","20","    Financial services and insurance","DIFSRG3",26.413,26.606,26.748,27.131,27.411,27.719,28.151,28.493,28.739,29.038,29.3,29.333,30.087,30.431,30.891,31.388,31.511,31.655,31.682,31.89,31.983,32.491,32.752,32.548,31.959,30.962,31.229,32.813,33.966,34.244,34.014,34.106,34.248,34.298,33.955,34.175,33.948,34.438,34.999,34.749,35.259,35.528,35.747,36.052,36.54,37.338,38.087,38.226,39.004,38.926,38.953,38.915,38.95,38.633,38.734,38.39,38.168,38.053,38.446,38.309,38.914,38.929,39.398,39.438,39.957,40.247,40.795,41.674,41.986,42.705,43.045,43.142,44.193,44.397,43.962,43.153,42.666,43.228,45.096,46.432,47.074,46.622,45.712,44.954,44.199,46.067,46.858,47.223,47.392,47.697,48.421,48.942,48.675,48.414,48.332,49.254,50.456,50.216,50.224,49.913,49.746,48.93,49.288,49.856,49.638,49.199,48.932,49.464,50.619,51.502,51.916,51.874,52.001,52.34,52.591,52.578,53.185,53.552,53.638,53.386,53.855,53.759,53.334,53.061,53.042,53.181,53.789,53.948,54.312,54.489,54.329,54.789,55.587,55.809,56.094,56.066,56.446,57.222,57.667,58.035,58.142,57.998,57.926,58.144,58.709,58.996,59.228,59.334,59.295,59.311,59.024,58.784,58.809,58.961,59.154,59.51,59.71,60.334,60.691,61.673,62.288,62.803,62.385,62.711,62.919,62.951,63.023,63.056,63.78,63.323,63.319,63.052,63.748,64.485,65.106,65.387,65.966,66.089,66.035,67.038,68.046,68.633,69.163,69.517,69.435,69.736,69.954,70.092,70.124,70.446,70.37,70.429,70.514,69.894,70.046,70.204,70.912,70.343,70.453,70.589,70.936,70.438,70.589,70.349,70.225,70.631,70.955,70.918,70.923,71.237,71.984,72.074,72.233,72.471,72.691,72.843
"102","21","    Other services","DOTSRG3",29.488,29.681,29.838,29.91,29.96,30.09,30.267,30.282,30.293,30.374,30.517,30.652,30.733,30.861,30.998,31.202,31.361,31.686,31.884,32.053,32.155,32.319,32.432,32.63,32.826,32.998,33.187,33.418,33.655,33.896,34.082,34.371,34.598,34.633,34.964,35.291,35.597,35.944,36.249,36.48,36.756,36.335,37.267,37.518,37.833,38.053,38.349,38.592,38.937,39.272,39.652,40.068,40.299,40.57,40.963,41.293,41.869,42.215,42.63,42.764,43.005,43.214,43.31,43.632,43.831,43.969,44.132,44.236,44.438,44.743,44.978,45.224,45.574,45.74,45.91,46.075,46.312,46.467,46.674,46.84,46.913,47.179,47.377,47.494,48.193,48.588,48.682,48.822,48.918,48.939,48.988,48.991,49.11,49.203,49.282,49.26,49.378,49.542,49.934,50.125,50.267,50.649,50.88,51.1,51.334,51.467,51.727,51.963,52.225,52.456,52.642,52.91,53.153,53.452,53.532,53.704,53.85,54.098,54.101,54.153,54.016,54.071,54.12,54.329,54.445,54.488,54.621,54.817,54.924,55.165,55.316,55.422,55.636,55.98,56.079,56.586,56.761,56.837,57.011,57.126,57.461,57.705,57.902,58.098,58.333,58.38,58.376,58.693,58.904,59.108,59.085,59.292,59.585,59.611,59.69,59.897,60.201,60.328,60.704,60.959,61.274,61.598,61.444,61.773,62.097,62.376,62.53,62.56,62.937,63.555,63.76,63.897,64.005,64.218,64.42,64.625,65.154,65.287,65.529,65.713,65.92,66.35,66.671,66.707,66.845,67.104,67.348,67.592,67.707,67.809,67.848,67.978,68.283,68.498,68.686,68.814,69.347,69.472,69.63,69.828,69.971,70.223,70.437,70.665,70.836,71.25,71.402,71.537,71.633,71.829,72.181,72.426,72.748,72.992,73.089,73.17
"103","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",99.112,99.135,98.745,98.598,98.459,99.486,101.306,102.126,102.457,103.176,103.043,103.388,105.09,104.306,104.347,104.944,105.723,107.296,109.293,107.784,110.274,110.256,108.92,110.642,112.489,112.328,112.915,114.45,114.475,117.478,118.884,119.736,122.593,122.223,123.497,124.537,125.235,125.251,127.371,128.41,130.792,132.214,129.248,128.435,129.507,130.059,131.509,132.068,131.892,133.704,134.692,135.34,139.011,140.055,137.276,136.309,137.112,136.666,134.886,135.494,134.768,133.016,130.408,129.407,129.623,131.705,130.577,129.022,128.343,126.995,126.087,126.988,124.777,122.13,120.824,121.349,120.696,125.647,120.648,119.198,120.549,118.429,118.127,116.474,117.581,117.173,116.851,117.525,117.006,116.897,115.962,115.062,115.735,114.838,113.92,112.973,113.528,114.022,113.381,112.502,112.728,113.168,112.597,113.16,113.995,114.386,115.293,115.267,113.889,113.214,111.758,110.106,110.328,110.197,109.382,109.159,109.168,109.28,108.947,107.89,108.225,109.374,108.325,108.768,107.559,107.737,108.023,109.004,108.824,109.124,108.632,108.089,109.106,108.165,108.345,108.492,107.864,107.752,107.552,107.015,107.287,106.851,106.904,105.631,105.939,104.321,104.679,103.676,102.675,101.499,101.351,100.134,98.265,97.786,96.602,96.564,97.348,96.581,95.529,94.763,94.004,93.585,92.296,91.563,91.401,91.47,90.462,89.683,88.927,88.509,87.475,87.374,88.773,87.767,86.709,86.388,85.299,85.062,84.273,83.968,83.041,81.972,80.328,80.808,79.712,79.119,79.284,79.079,77.845,77.706,76.609,76.036,75.168,75.926,75.954,75.923,75.801,75.615,75.149,74.555,75.007,74.916,75.014,75.117,74.58,74.681,75.106,74.836,74.789,75.075,74.671,75.48,75.9,75.762,76.139,76.31
"104","23","    Gross output of nonprofit institutions \2\","DNPERG3",25.984,26.137,26.267,26.407,26.475,26.674,26.93,27.039,27.103,27.222,27.334,27.451,27.767,27.905,28.031,28.216,28.41,28.586,28.966,29.08,29.309,29.543,29.7,29.91,30.327,30.517,30.702,30.942,31.062,31.419,31.703,32.005,32.435,32.651,33,33.33,33.684,34.088,34.473,34.721,35.035,35.397,35.479,35.761,36.188,36.569,36.979,37.147,37.603,38.015,38.293,38.506,38.866,39.187,39.331,39.733,40.17,40.504,40.808,40.982,41.395,41.511,41.521,41.676,41.845,42.206,42.583,42.831,42.967,43.151,43.43,43.619,43.714,43.951,43.998,44.187,44.259,44.81,44.708,44.962,45.153,45.318,45.523,45.56,45.898,46.062,46.266,46.514,46.658,46.857,46.987,47.006,47.267,47.385,47.531,47.608,47.808,47.982,48.137,48.254,48.457,48.696,48.731,48.885,49.14,49.286,49.513,49.691,49.79,49.937,49.967,49.94,50.094,50.289,50.362,50.525,50.723,51,51.137,51.231,51.452,51.684,51.816,52.101,52.2,52.447,52.7,53.017,53.192,53.436,53.662,53.812,54.229,54.406,54.724,55.053,55.374,55.565,55.878,56.126,56.449,56.743,56.971,57.213,57.563,57.75,58.098,58.3,58.49,58.692,58.999,59.131,59.287,59.525,59.665,59.973,60.302,60.459,60.701,60.918,61.111,61.378,61.568,61.91,62.188,62.571,62.791,62.961,63.206,63.428,63.517,63.799,64.307,64.433,64.549,64.817,64.929,65.165,65.368,65.645,65.81,65.935,65.985,66.354,66.451,66.604,66.91,67.143,67.22,67.523,67.557,67.723,67.81,68.132,68.277,68.446,68.678,68.805,68.959,68.962,69.225,69.367,69.51,69.708,69.751,69.938,70.165,70.219,70.394,70.659,70.868,71.132,71.34,71.496,71.736,71.921
"105","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",17.09,17.224,17.362,17.493,17.561,17.676,17.796,17.843,17.88,17.942,18.049,18.133,18.31,18.48,18.589,18.716,18.842,18.905,19.122,19.311,19.367,19.574,19.792,19.875,20.134,20.313,20.443,20.562,20.667,20.803,20.971,21.188,21.401,21.612,21.844,22.074,22.345,22.701,22.915,23.073,23.209,23.444,23.697,23.997,24.312,24.619,24.896,25.012,25.432,25.687,25.874,26.023,26.119,26.34,26.639,27.061,27.402,27.733,28.128,28.244,28.669,28.896,29.089,29.304,29.444,29.628,30.058,30.403,30.582,30.857,31.189,31.297,31.558,31.995,32.146,32.284,32.406,32.531,32.842,33.21,33.279,33.624,33.85,34.037,34.268,34.466,34.696,34.878,35.069,35.277,35.498,35.605,35.798,36.007,36.247,36.424,36.567,36.692,36.912,37.12,37.301,37.497,37.591,37.687,37.857,37.965,38.099,38.281,38.522,38.743,38.931,39.088,39.222,39.438,39.607,39.802,40.006,40.281,40.463,40.685,40.876,40.982,41.242,41.487,41.732,41.969,42.199,42.414,42.618,42.837,43.132,43.355,43.668,43.973,44.287,44.618,45.041,45.258,45.62,45.957,46.266,46.642,46.879,47.316,47.651,48.079,48.405,48.767,49.12,49.516,49.876,50.209,50.674,51.017,51.365,51.716,51.958,52.259,52.707,53.082,53.432,53.81,54.259,54.788,55.14,55.571,56.018,56.365,56.796,57.136,57.443,57.793,58.113,58.459,58.805,59.186,59.541,59.871,60.276,60.669,61.064,61.448,61.88,62.22,62.593,62.919,63.255,63.591,63.987,64.396,64.714,65.064,65.39,65.598,65.769,65.988,66.306,66.511,66.822,66.978,67.191,67.393,67.547,67.769,67.967,68.177,68.351,68.492,68.727,68.984,69.363,69.473,69.621,69.859,70.057,70.244
"106",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","25","  PCE excluding food and energy \4\","DPCCRG3",35.284,35.5,35.649,35.827,36.01,36.225,36.451,36.63,36.787,36.966,37.159,37.355,37.584,37.732,37.939,38.185,38.41,38.625,38.853,39.063,39.288,39.576,39.788,39.944,40.147,40.276,40.508,40.88,41.234,41.465,41.671,41.948,42.233,42.541,42.812,43.118,43.443,43.875,44.28,44.509,44.867,45.163,45.478,45.808,46.238,46.617,46.984,47.266,47.677,48.026,48.292,48.597,48.93,49.172,49.467,49.797,50.122,50.419,50.71,50.894,51.203,51.398,51.62,51.822,52.104,52.364,52.701,52.944,53.141,53.477,53.679,53.856,54.239,54.445,54.518,54.683,54.765,55.021,55.392,55.678,55.903,56.004,56.135,56.177,56.361,56.715,56.93,57.199,57.331,57.467,57.715,57.906,57.997,58.128,58.254,58.486,58.764,59.024,59.212,59.292,59.476,59.624,59.74,60.008,60.148,60.287,60.468,60.64,60.948,61.111,61.323,61.484,61.643,61.885,62.056,62.229,62.463,62.685,62.858,63.002,63.28,63.427,63.595,63.815,63.976,64.167,64.375,64.619,64.879,65.138,65.274,65.428,65.766,65.917,66.199,66.509,66.732,67.017,67.299,67.465,67.81,68.044,68.222,68.462,68.834,69.027,69.235,69.455,69.647,69.815,69.981,70.069,70.31,70.567,70.761,70.972,71.258,71.632,72.023,72.302,72.573,72.873,73.045,73.338,73.587,73.834,73.935,74.067,74.48,74.721,74.9,75.054,75.368,75.555,75.815,76.047,76.366,76.542,76.714,76.949,77.225,77.476,77.688,77.936,78.049,78.12,78.429,78.501,78.612,78.881,79.019,79.132,79.323,79.441,79.58,79.78,80.017,80.063,80.202,80.33,80.432,80.548,80.754,80.803,80.895,81.076,81.337,81.435,81.616,81.822,82.047,82.172,82.305,82.483,82.634,82.681
"108","26","  Energy goods and services \5\","DNRGRG3",26.342,26.573,26.854,26.915,27.015,26.997,27.056,27.197,27.318,27.541,27.793,27.88,27.842,27.902,28.064,28.137,28.28,28.34,28.454,28.669,28.933,29.405,29.704,30.083,30.397,30.669,31.588,32.614,33.705,35.206,36.557,37.878,39.061,39.752,40.244,41.055,42.915,44.516,46.317,46.494,46.775,46.933,47.168,47.341,47.444,47.731,47.987,48.498,49.962,52.25,53.413,53.138,52.829,52.717,52.879,53.118,53.43,53.542,54.064,54.101,54.296,53.827,53.53,51.91,52.238,53.738,54.228,54.31,54.304,54.803,54.936,54.424,54.093,53.181,52.726,53.858,54.659,54.748,54.922,55.009,54.96,55.021,54.826,54.582,54.669,55.198,55.272,55.44,55.394,54.977,54.864,54.715,55.023,55.3,55.18,54.78,54.879,54.923,55.511,56.107,55.999,55.996,55.991,55.486,55.485,55.517,55.79,56.101,56.171,54.696,51.008,48.105,48.209,49.144,47.436,46.336,46.8,45.855,45.597,45.769,47.38,48.613,48.728,48.773,48.435,49.225,49.646,50.412,50.334,49.95,50.202,49.9,49.508,49.408,49.231,49.485,49.264,49.494,49.786,50.175,50.001,49.953,49.945,49.878,50.236,50.567,51.187,54.011,54.468,54.149,53.975,52.902,52.272,52.687,52.376,52.519,55.262,54.728,54.44,54.444,54,54.286,54.156,56.833,59.697,62.198,62.365,62.322,60.82,58.484,56.91,56.575,57.107,56.561,56.273,56.555,56.753,56.804,57.248,57.664,56.777,56.593,56.613,56.687,57.004,57.732,57.975,57.853,57.908,58.304,58.69,58.828,58.715,58.325,58.581,58.589,58.077,57.768,57.634,57.558,57.368,58.715,58.144,57.775,57.372,58.062,58.033,57.734,57.037,57.204,58.175,59.465,59.194,59.065,59.349,59.278
"109","27","  Market-based PCE \6\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.337,63.605,63.826,64.034,64.2,64.453,64.6,64.858,65.085,65.276,65.421,65.534,65.796,65.906,66.141,66.453,66.632,66.901,67.205,67.379,67.697,67.939,68.099,68.345,68.697,68.972,69.246,69.734,70.023,70.196,70.404,70.438,70.634,70.938,71.118,71.33,71.903,72.239,72.572,72.725,72.919,73.239,73.502,74.021,74.476,74.941,75.07,75.176,75.54,75.602,75.667,75.845,76.158,76.284,76.42,76.592,76.897,77.067,77.245,77.438,77.568,77.778,77.986,78.182,78.298,78.445,78.705,78.788,78.947,79.239,79.41,79.53,79.73,79.808,79.956,80.144,80.372,80.373,80.504,80.636,80.698,80.958,81.093,81.1,81.121,81.312,81.516,81.624,81.744,81.938,82.191,82.366,82.416,82.535,82.659,82.705
"110","28","  Market-based PCE excluding food and energy \6\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.343,64.519,64.778,65.021,65.211,65.394,65.564,65.783,66.06,66.333,66.498,66.629,66.96,67.119,67.424,67.738,67.957,68.224,68.469,68.604,68.964,69.258,69.454,69.728,70.082,70.309,70.534,70.773,71.023,71.239,71.475,71.617,71.925,72.219,72.447,72.661,72.945,73.329,73.765,73.994,74.264,74.546,74.835,75.162,75.4,75.681,75.813,75.967,76.453,76.714,76.953,77.159,77.464,77.632,77.902,78.113,78.481,78.69,78.844,79.038,79.297,79.531,79.755,80.004,80.133,80.194,80.503,80.546,80.713,81.042,81.24,81.37,81.62,81.727,81.888,82.1,82.356,82.408,82.587,82.737,82.839,82.965,83.166,83.19,83.253,83.436,83.703,83.846,84.044,84.219,84.379,84.443,84.525,84.706,84.82,84.837
"111",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.4):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","29","      Personal consumption expenditures","DPCERG3",35.074,35.348,35.524,35.732,35.914,36.114,36.304,36.473,36.612,36.783,36.996,37.178,37.401,37.579,37.824,38.11,38.383,38.634,38.846,39.043,39.266,39.578,39.802,39.989,40.288,40.502,40.818,41.242,41.668,42.011,42.329,42.653,43.029,43.379,43.679,44.045,44.504,44.985,45.535,45.774,46.131,46.421,46.779,47.169,47.605,47.985,48.375,48.688,49.157,49.654,50,50.215,50.44,50.64,50.945,51.261,51.57,51.803,52.078,52.237,52.544,52.701,52.834,52.86,53.172,53.556,53.873,54.039,54.19,54.495,54.661,54.749,55.017,55.114,55.189,55.44,55.599,55.807,56.122,56.363,56.56,56.658,56.739,56.77,57.015,57.397,57.585,57.805,57.878,57.982,58.19,58.37,58.451,58.589,58.673,58.841,59.094,59.332,59.549,59.643,59.767,59.891,59.99,60.168,60.282,60.418,60.62,60.83,61.095,61.1,60.987,60.904,61.06,61.333,61.397,61.512,61.738,61.858,62,62.136,62.532,62.767,62.918,63.111,63.256,63.508,63.689,63.963,64.182,64.371,64.494,64.626,64.902,65.011,65.235,65.543,65.73,66.013,66.341,66.536,66.846,67.045,67.194,67.415,67.782,68.023,68.276,68.721,68.958,69.095,69.249,69.25,69.402,69.675,69.833,70.042,70.583,70.917,71.224,71.427,71.63,71.961,72.129,72.598,73.036,73.451,73.555,73.647,73.964,74.032,74.068,74.207,74.526,74.672,74.816,75.01,75.281,75.429,75.617,75.845,76.006,76.232,76.433,76.634,76.738,76.883,77.149,77.251,77.364,77.61,77.734,77.841,77.998,78.088,78.22,78.401,78.616,78.618,78.722,78.837,78.905,79.139,79.286,79.316,79.366,79.555,79.762,79.836,79.951,80.168,80.464,80.676,80.773,80.897,81.051,81.12
"113","30","Household consumption expenditures \7\","DPHCRG3",34.345,34.618,34.796,35.004,35.186,35.379,35.557,35.721,35.857,36.023,36.236,36.416,36.628,36.809,37.053,37.335,37.602,37.842,38.042,38.247,38.454,38.765,38.997,39.172,39.459,39.674,39.984,40.398,40.823,41.145,41.454,41.771,42.128,42.48,42.771,43.129,43.581,44.061,44.596,44.828,45.168,45.448,45.825,46.22,46.647,47.023,47.403,47.712,48.181,48.665,49.003,49.214,49.413,49.606,49.929,50.252,50.555,50.79,51.078,51.232,51.545,51.714,51.867,51.901,52.212,52.58,52.905,53.085,53.241,53.557,53.732,53.812,54.099,54.219,54.305,54.552,54.717,54.884,55.242,55.497,55.682,55.799,55.883,55.929,56.165,56.553,56.745,56.959,57.038,57.144,57.361,57.55,57.625,57.773,57.867,58.045,58.294,58.528,58.752,58.856,58.978,59.098,59.203,59.377,59.483,59.615,59.81,60.021,60.301,60.312,60.214,60.148,60.302,60.579,60.652,60.771,60.998,61.117,61.265,61.413,61.808,62.033,62.196,62.385,62.545,62.797,62.977,63.242,63.465,63.652,63.781,63.92,64.187,64.307,64.532,64.84,65.036,65.324,65.657,65.861,66.17,66.377,66.526,66.765,67.132,67.396,67.648,68.111,68.363,68.518,68.675,68.693,68.874,69.157,69.335,69.547,70.083,70.433,70.76,70.978,71.195,71.539,71.731,72.219,72.667,73.087,73.21,73.318,73.654,73.731,73.786,73.929,74.228,74.395,74.561,74.763,75.06,75.215,75.422,75.661,75.842,76.094,76.333,76.528,76.658,76.818,77.086,77.195,77.337,77.592,77.743,77.866,78.046,78.121,78.255,78.441,78.663,78.669,78.785,78.917,78.976,79.217,79.366,79.394,79.457,79.648,79.85,79.932,80.052,80.267,80.579,80.777,80.867,80.997,81.145,81.211
"114","31","  Food and beverages purchased for off-premises consumption","DFXARG3",39.096,39.743,39.995,40.496,40.723,41,41.054,41.178,41.211,41.276,41.576,41.735,42.124,42.568,43.115,43.825,44.508,45.142,45.316,45.397,45.56,45.879,46.11,46.337,47.255,47.971,48.322,48.572,48.909,49.05,49.288,49.131,49.468,49.828,50.157,50.561,50.819,50.769,51.293,51.648,52.039,52.379,53.093,54.036,54.738,55.178,55.818,56.18,56.26,56.412,56.692,56.636,56.505,56.642,57.104,57.367,57.549,57.423,57.395,57.459,57.826,58.178,58.018,58.087,58.569,58.952,58.984,58.69,58.636,58.563,58.509,58.414,58.309,58.374,58.85,59.04,59.269,59.214,59.218,59.245,59.415,59.521,59.436,59.593,60.38,60.836,60.906,60.789,60.516,60.77,60.908,61.23,61.072,61.153,61.077,61.164,61.334,61.539,61.681,61.513,61.352,61.373,61.409,61.397,61.397,61.572,61.885,62.303,62.377,62.241,62.267,62.368,62.527,62.532,63.073,63.628,63.596,63.7,63.902,63.931,64.331,64.508,64.529,64.611,64.988,65.305,65.077,65.212,65.305,65.345,65.255,65.535,65.797,65.718,65.764,66.074,66.269,66.563,67.269,67.548,67.926,68.008,68.027,68.298,68.61,69.163,69.498,69.963,70.401,70.624,70.91,70.987,70.987,71.273,71.481,71.729,72.701,73.325,73.356,73.052,73.158,73.767,74.125,74.388,74.568,74.822,74.905,74.765,75.608,76.004,76.022,76.393,76.588,76.921,76.41,76.199,76.112,76.082,76.213,76.228,76.164,76.472,76.697,76.582,76.438,76.774,76.665,77.198,77.365,77.273,77.072,77.101,77.157,77.365,77.333,77.475,78.039,77.887,77.85,78.002,77.963,78.365,78.544,78.713,78.736,78.58,78.469,78.617,78.768,79.116,79.512,79.673,79.721,79.541,79.621,79.987
