"","Table 1#6#4# Price Indexes for Gross Domestic Purchases         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45"
"26","19","      Recreation services","DRCARG3",22.473,23.51,24.544,25.173,26.067,27.874,29.93,31.411,32.914,34.882,37.186,39.997,42.547,44.866,46.814,48.837,50.945,52.914,54.965,57.074,59.911,63.182,66.467,68.53,70.725,72.235,73.827,76.287,78.753,80.703,83.298,86.522,89.358,91.929,94.755,97.266,100,103.384,106.274,109.555,110.867,112.049
"27","20","      Food services and accommodations","DFSARG3",18.122,19.461,20.499,21.258,22.711,25.337,27.62,29.447,31.58,34.341,38.048,41.734,45.461,48.061,50.136,52.397,54.65,56.89,59.204,61.75,64.546,67.501,70.196,71.686,73.092,74.375,76.13,78.181,80.499,82.656,84.792,87.162,89.647,91.821,93.775,96.894,100,103.365,107.41,111.62,114.232,115.787
"28","21","      Financial services and insurance","DIFSRG3",17.749,18.66,19.779,20.991,21.487,23.208,24.926,25.932,27.924,31.609,33.331,35.909,38.623,40.852,44.791,47.623,49.655,52.432,53.824,57.095,59.093,62.045,64.777,69.662,70.439,71.599,74.446,77.453,82.042,83.994,84.833,85.582,85.099,87.439,91.399,96.478,100,102.262,106.822,110.197,110.607,116.833
"29","22","      Other services","DOTSRG3",18.372,19.258,20.394,21.438,22.699,25.153,26.957,28.641,30.113,31.693,33.993,37.081,40.878,44.059,46.546,48.915,50.697,53.356,54.645,56.932,59.079,61.487,64.425,67.157,69.488,72.091,74.478,76.638,78.785,80.393,82.356,83.94,86.537,89.91,93.232,96.358,100,103.42,106.437,110.877,113.511,116.385
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)","DNPIRG3",58.741,61.288,64.65,67.295,71.619,81.958,89.546,94.29,100.753,107.406,117.967,129.175,136.036,129.745,120.737,115.96,113.669,110.277,108.474,107.58,101.124,93.224,86.71,79.295,75.345,75.277,75.342,76.694,79.886,85.133,88.159,93.017,97.315,98.099,96.591,96.201,100,102.059,103.546,104.295,101.149,100.071
"31","24","Gross private domestic investment","B006RG3",30.883,32.19,33.794,35.206,37.107,40.797,45.833,48.366,51.994,56.235,61.323,67.08,73.422,77.18,76.987,77.538,78.332,80.029,81.561,83.424,85.418,87.064,88.302,87.993,88.997,90.157,91.173,90.786,90.449,89.435,89.315,90.283,91.08,91.451,92.483,95.633,100,104.302,106.313,107.501,106.401,104.743
"32","25","  Fixed investment","B007RG3",29.877,31.162,32.731,34.135,36.02,39.568,44.525,47.106,50.803,55.094,60.088,65.71,71.816,75.747,75.628,76.07,77.028,78.87,80.332,82.415,84.41,86.125,87.404,87.152,88.163,89.352,90.393,90.149,89.921,89.085,89.029,90.083,90.888,91.261,92.374,95.543,100,104.347,106.36,107.587,106.305,104.843
"33","26","    Nonresidential","B008RG3",38.74,40.571,42.479,43.914,45.605,50.008,56.893,60.048,64.157,68.453,74.013,80.541,88.316,93.181,92.35,92.127,92.85,94.427,95.275,97.392,99.435,101.339,102.906,102.048,102.1,102.592,102.811,101.612,100.326,98.125,96.704,96.75,96.317,95.889,95.471,96.837,100,103.425,105.645,107.717,107.106,105.373
"34","27","      Structures","B009RG3",14.518,15.473,16.664,17.863,19.247,21.91,24.534,25.741,27.973,30.675,34.238,37.421,42.567,45.927,44.757,45.147,46.219,47.106,47.863,49.895,51.848,53.522,54.491,54.502,56.103,58.089,60.601,62.141,64.516,67.48,69.559,72.298,76.087,79.292,82.174,88.441,100,112.922,119.78,125.706,122.49,121.117
"35","28","      Equipment and software","B010RG3",58.411,60.56,62.36,63.112,64.184,68.917,79.1,83.754,88.73,93.412,99.335,107.819,115.524,120.03,120.284,119.234,119.09,120.976,121.637,123.155,124.695,126.31,128.112,126.605,125.322,124.604,123.163,120.199,116.639,111.454,108.195,106.893,104.364,102.24,100.45,99.9,100,100.049,100.525,101,101.496,99.634
"36","29","        Information processing equipment and software","B679RG3",263.102,265.601,259.471,253.757,255.646,260.442,276.422,278.822,275.327,265.032,263.123,264.954,271.235,273.857,266.667,255.317,245.987,238.604,231.944,228.82,223.8,218.12,214.297,202.948,195.183,187.345,178.511,164.375,151.765,137.04,127.465,123.838,117.687,112.282,106.743,102.766,100,97.85,96.133,94.156,91.922,90.252
"37","30","          Computers and peripheral equipment","B935RG3",40849.551,36692.755,27938.206,22534.927,21365.392,17444.067,16136.6,13477.144,11728.211,7933.086,6573.387,5130.361,4508.726,4034.679,3363.776,2721.382,2313.526,1992.948,1697.542,1576.791,1472.397,1335.949,1200.159,1024.233,870.349,765.419,640.569,488.486,376.572,279.774,217.847,190.64,157.838,137.092,122.55,113.617,100,87.395,78.581,71.062,65.34,62.17
"38","31","          Software \1\","B985RG3",129.05,131.191,128.067,125.794,128.221,133.221,138.818,139.13,140.482,137.376,141.433,144.926,150.144,154.135,152.592,149.999,147.368,142,141.008,139.435,132.55,127.943,127.403,116.787,116.037,112.209,111.535,108.87,105.729,102.572,103.851,106.967,107.432,105.534,103.069,100.519,100,101.17,101.724,102.573,101.659,100.702
"39","32","          Other","B937RG3",65.375,67.757,70.177,71.92,73.337,77.999,85.314,89.276,89.995,93.682,96.405,103.499,110.696,115.925,119.154,121.743,123.553,126.671,129.75,131.506,133.184,134.788,136.476,137.883,137.569,136.826,135.653,133.561,131.886,126.094,120.761,117.689,113.606,110.001,104.451,100.812,100,98.84,98.168,95.955,94.167,92.651
"40","33","        Industrial equipment","B680RG3",21.708,22.786,23.804,24.29,24.973,27.322,32.928,35.686,38.924,42.334,46.49,52.54,57.558,60.299,61.537,62.224,63.257,66.138,68.991,72.092,74.712,78.292,81.083,82.881,84.014,85.726,88.652,90.491,91.108,91.622,92.154,92.669,93.272,93.308,94.013,96.367,100,103.192,107.317,112.502,113.913,115.052
"41","34","        Transportation equipment","B681RG3",27.241,28.547,29.963,30.606,30.938,33.817,37.594,40.291,43.42,47.333,51.394,56.79,61.021,63.782,64.739,65.413,67.388,71.606,72.735,73.851,76.448,79.17,83.181,85.373,86.192,88.64,88.251,90.013,91.441,90.818,91.624,91.723,90.951,91.803,94.635,99.243,100,100.872,102.376,102.954,110.105,102.857
"42","35","        Other equipment","B862RG3",22.127,22.927,24.029,24.709,25.237,27.473,33.4,35.862,39.016,42.242,45.905,51.511,57.285,61.363,62.736,63.927,65.223,67.28,68.988,71.026,73.94,76.876,79.397,81.123,82.544,83.929,85.659,87.957,89.059,90.376,91.549,92.139,93.447,94.228,95.109,96.047,100,102.32,104.636,108.106,113.326,111.005
"43","36","    Residential","B011RG3",16.144,16.666,17.632,18.703,20.359,22.46,24.547,26.124,28.759,32.281,35.902,39.789,43.036,45.34,46.38,47.713,48.944,50.994,53.079,54.913,56.68,58.011,58.771,59.486,61.89,64.069,66.403,67.828,69.557,71.412,74.151,77.415,80.994,83.002,86.953,93.297,100,106.081,107.612,106.296,102.637,102.214
"44","37","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","38","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","39","    Nonfarm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","40","Government consumption expenditures and gross investment","B822RG3",17.517,18.945,20.421,21.989,23.594,25.977,28.586,30.469,32.583,34.67,37.575,41.669,45.768,48.775,50.717,53.319,54.974,55.977,57.541,59.074,60.924,63.405,65.606,67.276,68.949,70.819,72.753,74.488,75.854,76.879,79.337,82.513,84.764,87.003,90.65,94.531,100,104.842,109.863,115.245,114.883,117.445
"48","41","  Federal","B823RG3",18.226,19.699,21.383,23.471,25.08,27.315,30.158,32.302,34.742,36.888,39.727,43.9,48.165,51.434,53.218,56.358,57.635,57.938,58.642,59.884,61.504,63.548,66.07,68.101,69.83,71.725,73.717,75.763,77.047,77.931,79.886,82.524,84.201,87.318,91.024,95.335,100,104.107,107.753,111.225,111,113.653
"49","42","    National defense","B824RG3",17.757,19.116,20.81,23.209,24.911,27.223,29.88,32.057,34.486,36.908,39.853,44.179,48.542,51.953,53.775,57.603,58.696,58.642,59.236,60.326,61.882,63.917,66.222,68.522,69.712,71.438,73.161,75.431,76.517,77.328,79.225,81.821,83.484,86.624,90.659,94.895,100,104.421,108.249,112.187,111.402,114.046
"50","43","      Consumption expenditures","B977RG3",15.764,16.979,18.535,20.357,21.928,24.113,26.591,28.52,30.696,32.855,35.642,39.812,43.864,46.969,48.694,52.712,54.173,54.706,55.839,57.134,58.713,60.804,63.185,65.704,66.723,68.314,69.956,72.437,73.868,74.848,76.786,79.69,81.716,85.382,89.898,94.474,100,104.779,108.974,113.16,112.286,115.292
"51","44","      Gross investment","B788RG3",32.506,34.86,37.085,49.4,51.249,53.203,56.45,60.768,65.158,69.704,73.283,77.747,84.061,89.758,92.18,93.848,92.067,87.935,85.002,84.75,86.191,87.933,89.786,90.595,93.058,95.841,98.204,98.76,96.927,96.254,97.774,97.832,96.578,95.645,96.098,97.853,100,102.014,103.486,105.935,105.656,106.262
"52","45","    Nondefense","B825RG3",19.284,21.143,22.746,23.892,25.231,27.245,30.505,32.549,34.993,36.514,39.1,42.906,46.917,49.825,51.501,52.779,54.574,55.915,56.953,58.679,60.497,62.568,65.672,67.034,70.002,72.267,74.83,76.406,78.095,79.12,81.188,83.907,85.612,88.689,91.774,96.234,100,103.468,106.743,109.24,110.188,112.86
"53","46","      Consumption expenditures","B542RG3",17.217,18.88,20.347,21.396,22.614,24.335,27.231,29.167,31.506,32.921,35.242,38.745,42.416,45.098,46.859,48.208,50.085,51.458,52.493,54.173,55.947,58.009,61.306,62.944,66.195,68.627,71.299,73.207,75.322,76.664,79.036,81.985,83.922,87.54,91.075,96.008,100,103.747,107.398,110.153,111.325,114.438
"54","47","      Gross investment","B798RG3",35.549,38.933,41.454,43.249,45.446,50.089,56.276,58.73,61.435,63.662,68.274,74.17,80.605,85.053,85.435,85.86,86.695,87.584,88.571,90.548,92.592,94.578,96.045,95.352,96.318,97.278,98.913,98.156,96.933,95.888,96.188,97.525,97.628,96.877,96.777,97.837,100,101.587,102.41,103.253,102.75,102.616
"55","48","  State and local","B829RG3",17.013,18.411,19.72,20.896,22.495,24.97,27.41,29.114,31.005,33.042,35.976,40.002,43.975,46.786,48.857,51.034,53.002,54.577,56.849,58.621,60.654,63.474,65.443,66.856,68.494,70.351,72.252,73.806,75.219,76.32,79.036,82.482,85.019,86.81,90.425,94.062,100,105.276,111.112,117.666,117.214,119.704
"56","49","      Consumption expenditures","B991RG3",16.346,17.679,18.909,20.068,21.596,23.565,25.791,27.652,29.617,31.596,34.359,38.137,41.83,44.508,46.786,49.268,51.419,52.951,55.247,57.026,59.15,62.152,64.322,65.975,67.65,69.518,71.333,72.936,74.391,75.516,78.471,82.087,84.786,86.635,90.807,94.343,100,105.047,110.408,117.149,115.997,119
"57","50","      Gross investment","B799RG3",20.612,22.345,24.049,25.339,27.31,32.304,35.854,36.705,38.131,40.445,44.265,49.575,55.017,58.508,59.192,59.503,60.423,62.202,64.31,66.018,67.569,69.47,70.464,70.715,72.158,73.945,76.258,77.571,78.783,79.771,81.416,84.124,85.974,87.521,88.819,92.875,100,106.257,114.121,119.88,122.423,122.674
"58",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","51","  Final sales of computers to domestic purchasers \2\","W489RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,11195.521,9315.676,7273.496,6401.397,5716.685,4712.508,3839.266,3280.792,2796.228,2402.365,2226.739,2078.312,1866.759,1654.31,1384.205,1160.376,1019.044,843.569,630.462,472.979,341.663,257.916,219.34,175.325,146.698,126.698,115.317,100,86.298,77.107,68.862,61.917,58.381
"60","52","  Gross domestic purchases excluding final sales of computers to domestic purchasers","BB05RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.071,41.47,45.913,50.201,53.102,55.058,57.117,58.84,60.273,62.27,64.48,66.994,69.811,72.194,74.071,75.773,77.462,79.312,81.072,82.632,83.583,85.27,87.638,89.566,91.057,93.301,96.245,100,103.534,106.733,110.351,110.402,112.125
"61","53","  Food \3\","B981RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.286,60.81,62.651,62.982,64.294,66.366,67.767,71.311,74.696,76.994,77.516,78.597,79.882,81.581,83.921,85.307,86.259,87.648,89.697,92.306,93.687,95.388,98.387,100,101.665,105.62,112.062,113.461,113.861
"62","54","  Energy goods and services","B982RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.235,54.786,55.371,55.921,48.842,49.431,49.788,52.748,57.208,57.424,57.682,58.201,58.41,58.874,61.587,62.228,56.934,59.277,70.11,71.757,67.582,76.132,84.996,100,111.301,119.205,136.42,110.14,121.675
"63","55","  Gross domestic purchases excluding food and energy","B983RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.408,57.569,59.704,61.577,63.464,65.506,67.9,70.346,73.043,75.539,77.52,79.228,80.947,82.722,84.077,85.344,86.171,87.463,89.243,90.851,92.384,94.214,96.779,100,103.127,105.938,108.719,109.58,110.898
"64","56","  Gross domestic product","B191RG3",23.13,24.349,25.567,26.67,28.148,30.695,33.606,35.535,37.796,40.447,43.811,47.817,52.326,55.514,57.705,59.874,61.686,63.057,64.818,67.047,69.579,72.274,74.826,76.602,78.288,79.935,81.602,83.154,84.627,85.58,86.84,88.724,90.731,92.192,94.134,96.784,100,103.237,106.231,108.565,109.732,111
"65","57","      Gross domestic product excluding final sales of computers","BB00RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.231,41.471,45.367,49.726,52.827,55.036,57.254,59.12,60.55,62.356,64.577,67.096,69.812,72.372,74.228,76.011,77.714,79.524,81.345,83.108,84.382,85.937,88.01,90.238,91.868,93.934,96.653,100,103.371,106.49,108.949,110.217,111.554
"66","58","      Food \3\","BB10RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.27,63.816,65.92,68.245,72.056,74.846,76.895,77.372,78.519,79.576,81.644,85.108,85.653,86.014,87.254,89.256,92.115,93.596,95.68,99.056,100,101.624,106.565,114.422,114.729,114.555
"67","59","      Energy goods and services","BB11RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.062,68.766,67.113,71.03,73.085,76.611,81.07,82.111,85.052,87.119,86.218,86.503,89.014,88.971,86.686,87.018,97.989,89.987,95.401,98.562,100,104.854,108.155,83.356,99.332,94.999
"68","60","      Gross domestic product excluding food and energy","BB03RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.353,62.853,64.705,66.873,69.328,71.992,74.523,76.419,78.107,79.783,81.497,82.957,84.463,85.48,86.829,88.742,90.497,92.168,94.026,96.625,100,103.293,106.175,108.725,109.613,111.104
"69","61","  Final sales of domestic product","B190RG3",22.988,24.203,25.415,26.516,27.992,30.519,33.418,35.35,37.614,40.266,43.614,47.598,52.074,55.28,57.464,59.624,61.466,62.856,64.607,66.865,69.397,72.102,74.655,76.436,78.123,79.775,81.449,83.024,84.522,85.516,86.795,88.698,90.709,92.168,94.123,96.774,100,103.24,106.238,108.576,109.703,110.981
"70","62","  Final sales to domestic purchasers","B713RG3",22.44,23.652,24.87,25.981,27.491,30.31,33.142,35.054,37.438,40.108,43.64,48.232,52.66,55.676,57.63,59.659,61.389,62.803,64.771,67.035,69.586,72.431,74.813,76.626,78.243,79.873,81.593,83.093,84.365,84.968,86.33,88.51,90.174,91.473,93.571,96.404,100,103.358,106.409,109.869,109.783,111.426
"71","63","  Implicit price deflator for gross domestic purchases","A712RD3",22.572,23.788,25.009,26.122,27.635,30.48,33.314,35.222,37.606,40.274,43.822,48.424,52.854,55.852,57.814,59.849,61.549,62.937,64.979,67.213,69.763,72.589,74.977,76.784,78.406,80.034,81.746,83.226,84.469,85.037,86.379,88.536,90.194,91.502,93.584,96.416,100,103.349,106.398,109.875,109.799,111.429
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Some components of final sales of computers include computer parts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","3. Food excludes personal consumption expenditures for purchased meals and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","beverages, which are classified in food services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
