"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"358","350","    Less: Receipts from sales of goods and services by nonprofit institutions (134)","DNPSRG3",5.295,5.317,5.372,5.49,5.582,5.643,5.706,5.778,5.85,5.922,5.963,5.977,5.893,5.927,5.964,6.009,6.067,6.114,6.127,6.152,6.188,6.213,6.237,6.245,6.246,6.245,6.227,6.217,6.22,6.224,6.224,6.224,6.25,6.248,6.253,6.255,6.275,6.293,6.301,6.338,6.351,6.37,6.372,6.388,6.414,6.423,6.443,6.45,6.452,6.474,6.479,6.484,6.505,6.525,6.552,6.588,6.598,6.609,6.634,6.656,6.687,6.691,6.714,6.729,6.74,6.753,6.766,6.79,6.794,6.832,6.854,6.863,6.887,6.898,6.905,6.933,6.958,6.978,6.979,6.982,7.008,7.017,7.025,7.047,7.055,7.081,7.091,7.126,7.143,7.2,7.21,7.234,7.277,7.321,7.346,7.363,7.406,7.426,7.467,7.494,7.519,7.559,7.585,7.635,7.66,7.686,7.736,7.761,7.808,7.839,7.9,7.924,7.95,8.014,8.03,8.083,8.128,8.176,8.209,8.239,8.268,8.323,8.392,8.445,8.483,8.518,8.574,8.62,8.692,8.741,8.793,8.849,8.931,8.965,9.032,9.077,9.131,9.202,9.237,9.266,9.307,9.348,9.388,9.436,9.441,9.455,9.466,9.515,9.549,9.597,9.63,9.666,9.695,9.725,9.755,9.823,9.854,9.905,9.935,9.957,9.97,10.031,10.124,10.184,10.221,10.256,10.287,10.32,10.309,10.366,10.428,10.518,10.546,10.64,10.805,10.902,11.002,11.02,11.082,11.165,11.263,11.389,11.545,11.63,11.79,11.907,11.97,12.109,12.249,12.309,12.399,12.535,12.599,12.699,12.756,12.832,12.913,13.082,13.299,13.34,13.484,13.511,13.649,13.748,13.828,13.877,13.947,14.034,14.143,14.263,14.381,14.475,14.582,14.6,14.7,14.753
"359","351","      Health services to households","DHLRRG3",4.796,4.797,4.782,4.801,4.832,4.844,4.855,4.9,4.952,5.032,5.089,5.133,5.068,5.169,5.269,5.364,5.477,5.571,5.602,5.659,5.706,5.74,5.769,5.765,5.748,5.728,5.686,5.67,5.654,5.641,5.632,5.617,5.635,5.631,5.633,5.633,5.663,5.692,5.694,5.744,5.751,5.782,5.783,5.814,5.839,5.845,5.876,5.876,5.873,5.897,5.899,5.899,5.923,5.945,5.969,6.019,6.025,6.028,6.05,6.079,6.129,6.134,6.159,6.182,6.189,6.195,6.213,6.243,6.243,6.289,6.32,6.321,6.344,6.346,6.342,6.373,6.392,6.421,6.416,6.419,6.44,6.444,6.442,6.467,6.468,6.504,6.5,6.533,6.532,6.604,6.606,6.634,6.687,6.735,6.763,6.787,6.834,6.863,6.908,6.932,6.958,7.006,7.038,7.108,7.133,7.16,7.213,7.235,7.287,7.319,7.397,7.419,7.444,7.52,7.525,7.577,7.626,7.674,7.706,7.731,7.756,7.816,7.887,7.941,7.967,7.997,8.05,8.098,8.174,8.228,8.278,8.333,8.425,8.459,8.537,8.589,8.64,8.714,8.742,8.767,8.796,8.824,8.85,8.905,8.895,8.899,8.899,8.95,8.978,9.026,9.051,9.083,9.106,9.136,9.162,9.235,9.261,9.313,9.342,9.365,9.373,9.423,9.522,9.575,9.599,9.628,9.654,9.677,9.69,9.768,9.84,9.907,9.936,9.985,9.994,10.142,10.174,10.252,10.301,10.37,10.458,10.561,10.672,10.724,10.842,10.924,11.004,11.155,11.3,11.41,11.511,11.653,11.714,11.794,11.831,11.943,11.98,12.146,12.263,12.349,12.499,12.602,12.752,12.859,12.939,12.988,13.066,13.145,13.243,13.366,13.427,13.531,13.63,13.683,13.798,13.826
"360","352","        Outpatient services to households","DOUSRG3",9.036,9.051,9.104,9.16,9.213,9.229,9.228,9.228,9.282,9.281,9.335,9.335,9.336,9.347,9.347,9.347,9.401,9.402,9.456,9.47,9.524,9.524,9.538,9.575,9.535,9.575,9.589,9.587,9.601,9.641,9.696,9.709,9.723,9.761,9.777,9.79,9.832,9.846,9.887,9.9,9.9,9.955,9.997,9.969,10.011,10.023,10.078,10.077,10.089,10.131,10.129,10.143,10.184,10.198,10.198,10.198,10.213,10.257,10.257,10.272,10.276,10.288,10.334,10.392,10.404,10.404,10.418,10.473,10.485,10.527,10.582,10.592,10.6,10.643,10.651,10.706,10.759,10.759,10.77,10.827,10.838,10.895,10.955,10.967,11.027,11.141,11.155,11.268,11.336,11.405,11.515,11.581,11.648,11.712,11.82,11.827,11.886,11.992,12.041,12.064,12.118,12.184,12.236,12.345,12.36,12.431,12.491,12.564,12.626,12.645,12.758,12.776,12.833,12.892,12.947,12.974,13.071,13.139,13.206,13.269,13.344,13.451,13.518,13.627,13.706,13.816,13.87,13.942,14.011,14.119,14.191,14.263,14.339,14.409,14.517,14.642,14.766,14.836,14.945,14.974,15.096,15.201,15.268,15.388,15.412,15.516,15.622,15.704,15.771,15.824,15.894,16.001,16.015,16.069,16.141,16.179,16.196,16.214,16.254,16.269,16.324,16.288,16.343,16.343,16.397,16.412,16.524,16.538,16.675,16.689,16.69,16.784,16.812,16.865,16.877,16.933,17.054,17.122,17.188,17.242,17.361,17.485,17.674,17.836,18.083,18.356,18.604,18.852,19.044,19.237,19.415,19.555,19.752,19.986,20.121,20.299,20.479,20.615,20.783,20.918,21.167,21.355,21.615,21.873,22.05,22.285,22.532,22.667,22.845,23.036,23.171,23.352,23.487,23.666,23.912,24.036
"361","353","        Nonprofit hospitals' services to households","DNPHRG3",4.438,4.438,4.421,4.438,4.467,4.478,4.489,4.535,4.587,4.667,4.724,4.77,4.707,4.81,4.913,5.011,5.125,5.222,5.251,5.309,5.354,5.389,5.418,5.411,5.395,5.371,5.326,5.308,5.292,5.274,5.263,5.245,5.263,5.257,5.257,5.257,5.286,5.314,5.314,5.366,5.372,5.4,5.4,5.434,5.457,5.463,5.492,5.492,5.486,5.509,5.509,5.509,5.532,5.555,5.578,5.629,5.635,5.635,5.658,5.687,5.738,5.744,5.767,5.79,5.795,5.801,5.818,5.847,5.847,5.892,5.921,5.921,5.945,5.944,5.938,5.967,5.984,6.013,6.007,6.007,6.03,6.03,6.024,6.048,6.047,6.076,6.07,6.099,6.093,6.167,6.162,6.185,6.237,6.282,6.305,6.328,6.374,6.397,6.443,6.466,6.488,6.534,6.562,6.632,6.654,6.677,6.729,6.746,6.798,6.826,6.9,6.923,6.946,7.021,7.021,7.072,7.118,7.164,7.192,7.216,7.238,7.296,7.364,7.416,7.439,7.462,7.513,7.559,7.633,7.685,7.731,7.782,7.874,7.903,7.977,8.023,8.069,8.143,8.166,8.189,8.212,8.235,8.258,8.31,8.298,8.298,8.292,8.344,8.367,8.413,8.435,8.464,8.487,8.516,8.538,8.613,8.636,8.687,8.716,8.739,8.745,8.796,8.894,8.945,8.968,8.997,9.019,9.042,9.048,9.128,9.203,9.272,9.294,9.34,9.34,9.489,9.512,9.581,9.627,9.695,9.787,9.884,9.981,10.027,10.119,10.187,10.262,10.405,10.548,10.652,10.743,10.886,10.938,11.007,11.035,11.15,11.178,11.344,11.465,11.545,11.688,11.786,11.934,12.031,12.106,12.141,12.215,12.289,12.387,12.507,12.564,12.656,12.753,12.804,12.896,12.919
"362","354","        Nonprofit nursing homes' services to households","DNPNRG3",7.218,7.278,7.269,7.296,7.327,7.36,7.396,7.42,7.448,7.511,7.535,7.536,7.38,7.444,7.507,7.61,7.689,7.742,7.757,7.854,7.88,7.918,7.953,7.919,7.928,7.919,7.928,7.933,7.904,7.927,7.9,7.938,7.959,7.923,7.943,7.937,7.958,7.977,7.996,8.027,8.046,8.099,8.066,8.07,8.124,8.139,8.177,8.178,8.241,8.256,8.335,8.305,8.348,8.354,8.423,8.491,8.497,8.526,8.535,8.589,8.657,8.648,8.686,8.681,8.716,8.745,8.775,8.799,8.794,8.829,8.887,8.883,8.917,8.912,8.937,8.966,8.999,9.049,9.025,9.049,9.024,9.044,9.04,9.102,9.073,9.162,9.162,9.186,9.196,9.22,9.245,9.338,9.392,9.456,9.48,9.538,9.593,9.65,9.675,9.705,9.764,9.833,9.916,9.944,10.009,10.077,10.14,10.204,10.238,10.336,10.439,10.443,10.483,10.571,10.639,10.703,10.757,10.826,10.879,10.904,10.924,10.982,11.095,11.114,11.173,11.256,11.314,11.379,11.471,11.53,11.618,11.716,11.804,11.897,11.995,12.093,12.181,12.226,12.289,12.323,12.387,12.455,12.494,12.553,12.563,12.568,12.602,12.607,12.705,12.768,12.798,12.832,12.861,12.886,12.945,13.003,13.087,13.145,13.174,13.199,13.218,13.277,13.395,13.483,13.512,13.541,13.566,13.595,13.634,13.694,13.733,13.733,13.855,13.948,14.099,14.247,14.339,14.555,14.613,14.672,14.638,14.785,15.03,15.088,15.543,15.724,15.783,15.964,16.057,16.204,16.39,16.483,16.605,16.786,16.908,16.914,17.002,17.153,17.158,17.281,17.437,17.525,17.584,17.741,17.829,18.015,18.044,18.137,18.167,18.26,18.318,18.563,18.622,18.621,19.043,19.106
"363","355","      Recreation services to households","DRCRRG3",11.051,11.129,11.222,11.34,11.413,11.499,11.598,11.698,11.803,11.916,12.029,12.084,12.126,12.179,12.164,12.15,12.142,12.24,12.288,12.388,12.461,12.463,12.536,12.566,12.667,12.735,12.758,12.758,12.797,12.849,12.952,13,13.08,13.104,13.133,13.211,13.242,13.317,13.371,13.405,13.446,13.466,13.491,13.499,13.532,13.586,13.622,13.64,13.649,13.654,13.723,13.747,13.761,13.84,13.987,14.05,14.146,14.287,14.405,14.416,14.476,14.464,14.461,14.483,14.483,14.59,14.64,14.748,14.775,14.785,14.778,14.752,14.767,14.709,14.787,14.763,14.805,14.906,14.974,15.083,15.049,15.085,15.063,15.125,15.172,15.261,15.342,15.397,15.45,15.42,15.379,15.365,15.473,15.529,15.624,15.675,15.745,15.822,15.897,15.952,16.019,16.089,16.096,16.136,16.241,16.323,16.391,16.527,16.624,16.709,16.746,16.81,16.854,16.906,17.019,17.147,17.15,17.163,17.214,17.296,17.347,17.361,17.475,17.493,17.61,17.693,17.802,17.949,17.947,18.085,18.201,18.264,18.363,18.427,18.531,18.61,18.744,18.804,18.922,18.989,19.021,19.137,19.258,19.313,19.434,19.556,19.623,19.738,19.784,19.812,19.927,19.97,19.99,19.936,19.946,20.008,20.063,20.132,20.161,20.182,20.289,20.324,20.389,20.492,20.483,20.543,20.617,20.663,20.628,20.742,20.836,20.993,21.002,21.177,21.188,21.25,21.378,21.525,21.61,21.659,21.677,21.792,21.905,21.988,22.499,22.375,22.621,22.713,22.75,22.965,23.257,23.535,23.717,23.876,23.858,23.929,23.999,24.07,24.19,24.313,24.512,24.526,24.631,24.663,24.885,24.894,25.017,25.162,25.156,25.349,25.474,25.624,25.734,25.87,25.892,26.039
"364","356","      Education services to households","DEDRRG3",3.985,3.937,3.88,3.834,3.78,3.734,3.739,3.743,3.761,3.771,3.783,3.81,3.822,3.84,3.855,3.871,3.886,3.9,3.926,3.919,3.955,3.972,3.982,3.993,3.98,3.978,3.975,3.965,3.976,3.989,4.001,4.013,4.037,4.036,4.036,4.037,4.051,4.053,4.076,4.088,4.113,4.114,4.113,4.101,4.125,4.138,4.136,4.147,4.157,4.168,4.168,4.179,4.179,4.192,4.216,4.216,4.228,4.24,4.255,4.266,4.257,4.258,4.271,4.271,4.283,4.296,4.298,4.309,4.309,4.332,4.333,4.345,4.355,4.377,4.391,4.415,4.439,4.44,4.451,4.452,4.477,4.49,4.504,4.516,4.533,4.535,4.56,4.584,4.621,4.645,4.66,4.673,4.696,4.721,4.733,4.733,4.756,4.755,4.777,4.802,4.816,4.839,4.838,4.839,4.852,4.864,4.899,4.912,4.937,4.951,4.963,4.986,4.998,5.023,5.047,5.082,5.107,5.13,5.154,5.177,5.199,5.222,5.259,5.283,5.317,5.342,5.388,5.412,5.457,5.48,5.515,5.55,5.598,5.622,5.657,5.669,5.714,5.759,5.794,5.816,5.862,5.896,5.942,5.951,5.971,5.991,6.002,6.024,6.046,6.081,6.114,6.137,6.16,6.17,6.194,6.23,6.255,6.292,6.304,6.304,6.306,6.367,6.424,6.481,6.528,6.551,6.575,6.61,6.503,6.52,6.535,6.621,6.707,6.812,7.347,7.334,7.524,7.325,7.371,7.431,7.501,7.57,7.796,7.891,8.034,8.216,8.207,8.142,8.284,8.149,8.159,8.211,8.248,8.32,8.402,8.439,8.56,8.681,9.165,9.1,9.171,8.969,8.977,9.008,9.025,9.054,9.125,9.165,9.277,9.436,9.686,9.652,9.727,9.589,9.617,9.68
"365","357","      Social services to households","DSSRRG3",15.412,15.006,14.701,14.364,14.093,13.782,13.783,13.839,13.846,13.89,13.956,13.996,14.099,14.195,14.246,14.288,14.345,14.451,14.437,14.548,14.542,14.586,14.592,14.588,14.542,14.585,14.535,14.493,14.543,14.534,14.482,14.483,14.526,14.476,14.476,14.516,14.521,14.51,14.553,14.6,14.6,14.59,14.602,14.644,14.689,14.694,14.695,14.731,14.741,14.786,14.787,14.841,14.848,14.897,14.897,14.945,14.953,14.903,14.99,14.99,14.943,14.992,14.987,14.94,14.937,14.99,14.987,14.991,14.982,14.985,15.073,15.077,15.172,15.166,15.212,15.257,15.299,15.311,15.302,15.296,15.34,15.384,15.428,15.464,15.463,15.508,15.504,15.592,15.636,15.633,15.72,15.719,15.723,15.804,15.814,15.851,15.855,15.891,15.889,15.933,15.977,15.977,16.029,16.074,16.124,16.167,16.219,16.268,16.406,16.414,16.509,16.514,16.603,16.653,16.66,16.757,16.853,16.987,17.077,17.129,17.212,17.354,17.49,17.571,17.661,17.753,17.839,17.885,18.017,18.013,18.098,18.188,18.23,18.228,18.183,18.266,18.264,18.348,18.347,18.349,18.432,18.565,18.609,18.743,18.829,18.869,19.005,19.092,19.228,19.317,19.363,19.504,19.548,19.594,19.644,19.784,19.836,19.932,19.975,19.981,20.032,20.123,20.261,20.357,20.485,20.581,20.721,20.756,20.996,20.764,21.037,21.258,20.982,21.342,21.247,21.111,21.565,21.782,21.966,22.27,22.314,22.81,23.129,23.35,24.221,24.263,24.305,25.566,25.389,25.487,25.401,25.81,25.762,26.037,26.173,25.626,25.889,26.656,26.976,26.788,26.886,26.889,27.346,27.305,27.491,27.539,27.638,27.733,27.869,27.509,27.832,28.326,28.467,28.743,29.01,29.055
"366","358","      Religious organizations' services to households","DRELRG3",14.455,14.168,13.93,13.682,13.424,13.158,13.252,13.278,13.359,13.387,13.445,13.426,13.474,13.506,13.55,13.618,13.673,13.727,13.721,13.777,13.834,13.827,13.828,13.892,13.845,13.85,13.853,13.792,13.794,13.857,13.799,13.801,13.865,13.806,13.809,13.815,13.823,13.827,13.83,13.953,13.954,13.954,13.954,13.954,14.013,14.013,14.01,14.065,14.054,14.048,14.044,14.044,14.103,14.101,14.161,14.221,14.16,14.159,14.221,14.224,14.231,14.235,14.237,14.176,14.178,14.24,14.241,14.243,14.244,14.305,14.306,14.366,14.426,14.487,14.486,14.486,14.547,14.545,14.545,14.544,14.604,14.603,14.662,14.721,14.718,14.777,14.775,14.835,14.895,14.894,14.954,14.954,14.953,15.075,15.136,15.075,15.137,15.077,15.138,15.2,15.262,15.263,15.265,15.328,15.39,15.391,15.455,15.519,15.586,15.65,15.713,15.713,15.836,15.836,15.836,15.957,16.017,16.139,16.197,16.253,16.365,16.482,16.6,16.66,16.781,16.84,16.901,17.022,17.084,17.145,17.209,17.335,17.344,17.349,17.353,17.416,17.419,17.482,17.485,17.549,17.611,17.735,17.798,17.921,17.986,18.048,18.17,18.289,18.41,18.468,18.526,18.644,18.639,18.696,18.75,18.802,18.906,18.957,18.949,19.006,19.001,19.119,19.237,19.356,19.416,19.595,19.658,19.723,19.311,19.742,19.625,19.931,19.813,20.606,20.55,20.493,21.469,21.473,21.659,21.6,22.207,22.939,22.82,23.737,24.045,24.047,23.564,23.872,23.997,24.242,24.612,24.921,24.685,25.848,26.095,25.12,25.912,25.912,25.911,25.909,26.09,25.6,26.144,27.353,28.005,28.055,27.439,27.376,27.372,26.822,26.212,26.637,26.575,26.695,27.245,28.224
"367","359","      Foundations and grantmaking and giving services to households","DGIVRG3",13.219,12.931,12.809,12.424,12.09,12.045,12.017,12.045,12.073,12.335,12.335,12.307,12.523,12.481,12.656,12.67,12.659,12.421,12.652,12.658,12.659,12.667,12.651,12.652,12.641,12.638,12.642,12.347,12.36,12.634,12.648,12.638,12.694,12.709,12.709,12.716,12.716,12.725,12.73,12.717,12.718,12.664,13.031,13.031,13.032,13.033,12.728,13.028,13.018,12.9,13.126,13.128,12.909,12.836,13.184,13.186,13.189,13.191,13.115,13.121,12.821,12.93,12.99,12.987,12.704,13.057,13.057,12.703,13.238,12.951,12.984,13.11,13.152,13.251,13.256,13.086,13.38,13.27,13.222,13.336,13.438,13.454,13.379,13.376,13.422,13.412,13.513,13.465,13.575,13.518,13.794,13.644,13.807,13.757,13.909,13.924,14.008,13.994,13.784,14.046,14.057,14.067,14.189,14.169,14.064,14.07,14.076,14.052,14.114,14.505,14.282,14.392,14.51,14.448,14.434,14.431,14.428,14.427,14.552,14.845,14.731,14.902,15.38,15.544,15.36,15.537,15.534,15.65,15.638,15.635,15.755,16.086,16.021,15.962,16.065,16.069,16.076,16.08,16.009,16.087,16.16,16.146,16.33,16.288,16.266,16.35,16.696,16.75,16.874,16.711,16.848,16.967,17.198,17.206,17.243,17.199,17.25,17.451,17.217,17.224,17.46,17.782,17.664,17.672,17.93,17.938,17.94,18.367,18.362,18.401,18.854,18.858,18.916,19.288,19.482,19.699,19.7,19.628,20.028,19.983,20.265,20.724,20.79,20.562,20.906,21.142,21.65,21.827,22.106,22.13,22.647,22.629,23.268,23.247,23.147,23.185,23.602,23.52,23.935,23.912,23.93,24.546,24.331,24.903,24.684,24.578,24.978,25.002,25.059,25.479,24.964,25.287,25.306,25.669,25.678,25.99
"368","360","      Services of social advocacy establishments to households","DSASRG3",15.274,14.872,14.569,14.236,13.967,13.656,13.654,13.707,13.711,13.754,13.818,13.854,13.954,14.046,14.095,14.136,14.19,14.294,14.279,14.388,14.381,14.425,14.431,14.428,14.383,14.426,14.377,14.336,14.386,14.377,14.326,14.327,14.37,14.322,14.322,14.362,14.368,14.357,14.4,14.446,14.445,14.435,14.447,14.488,14.532,14.536,14.536,14.57,14.579,14.622,14.622,14.675,14.681,14.729,14.729,14.776,14.784,14.736,14.823,14.823,14.779,14.828,14.824,14.778,14.775,14.828,14.825,14.829,14.82,14.822,14.908,14.911,15.003,14.997,15.042,15.085,15.126,15.138,15.13,15.124,15.167,15.211,15.256,15.292,15.292,15.338,15.336,15.423,15.466,15.464,15.55,15.549,15.552,15.631,15.64,15.675,15.677,15.712,15.709,15.752,15.794,15.794,15.845,15.89,15.94,15.983,16.036,16.086,16.224,16.234,16.33,16.335,16.423,16.473,16.48,16.576,16.67,16.803,16.891,16.94,17.021,17.16,17.293,17.372,17.461,17.552,17.636,17.682,17.813,17.809,17.895,17.985,18.027,18.027,17.983,18.065,18.064,18.148,18.147,18.148,18.23,18.361,18.404,18.535,18.618,18.657,18.79,18.876,19.009,19.096,19.142,19.28,19.323,19.368,19.416,19.554,19.606,19.701,19.743,19.75,19.801,19.89,20.027,20.121,20.247,20.342,20.481,20.517,20.756,20.529,20.801,21.021,20.75,21.108,21.014,20.882,21.335,21.555,21.743,22.052,22.103,22.6,22.919,23.138,24.003,24.046,24.09,25.34,25.158,25.247,25.152,25.548,25.492,25.756,25.883,25.335,25.591,26.345,26.66,26.472,26.567,26.568,27.019,26.981,27.169,27.22,27.32,27.416,27.553,27.201,27.523,28.013,28.153,28.423,28.686,28.73
"369","361","      Civic and social organizations' services to households","DCISRG3",16.475,16.041,15.715,15.355,15.065,14.729,14.727,14.784,14.789,14.835,14.904,14.943,15.051,15.15,15.203,15.247,15.305,15.418,15.402,15.519,15.512,15.559,15.566,15.562,15.514,15.56,15.507,15.463,15.517,15.507,15.453,15.454,15.5,15.448,15.448,15.491,15.498,15.485,15.532,15.582,15.581,15.57,15.582,15.627,15.674,15.679,15.678,15.716,15.725,15.772,15.771,15.828,15.835,15.887,15.887,15.938,15.947,15.894,15.988,15.989,15.941,15.994,15.989,15.939,15.937,15.993,15.99,15.994,15.985,15.987,16.08,16.083,16.183,16.176,16.224,16.271,16.316,16.328,16.319,16.313,16.36,16.407,16.455,16.494,16.495,16.544,16.541,16.635,16.682,16.679,16.772,16.771,16.774,16.86,16.87,16.908,16.909,16.947,16.944,16.99,17.035,17.036,17.091,17.139,17.193,17.239,17.296,17.351,17.5,17.511,17.614,17.619,17.714,17.768,17.775,17.879,17.981,18.124,18.218,18.272,18.359,18.509,18.652,18.738,18.834,18.931,19.023,19.072,19.213,19.209,19.301,19.398,19.445,19.444,19.396,19.486,19.484,19.574,19.573,19.575,19.663,19.804,19.85,19.992,20.082,20.123,20.267,20.359,20.503,20.597,20.646,20.795,20.842,20.89,20.943,21.092,21.147,21.25,21.295,21.303,21.357,21.454,21.601,21.703,21.839,21.941,22.091,22.13,22.388,22.143,22.437,22.674,22.381,22.767,22.666,22.523,23.012,23.25,23.453,23.786,23.841,24.377,24.721,24.957,25.89,25.937,25.984,27.332,27.136,27.231,27.129,27.556,27.496,27.781,27.917,27.327,27.603,28.416,28.756,28.553,28.655,28.656,29.143,29.102,29.305,29.36,29.468,29.571,29.719,29.339,29.687,30.215,30.366,30.657,30.941,30.989
"370","362","      Professional advocacy services to households","DSNRRG3",10.62,10.679,10.746,10.822,10.825,10.921,11.014,11.06,11.115,11.106,11.124,11.147,11.075,11.068,11.05,11.085,11.107,11.092,11.089,11.049,11.066,11.085,11.083,11.063,11.107,11.088,11.119,11.116,11.149,11.167,11.132,11.158,11.194,11.22,11.287,11.291,11.291,11.305,11.28,11.278,11.298,11.315,11.325,11.339,11.343,11.342,11.367,11.371,11.37,11.403,11.436,11.425,11.491,11.484,11.489,11.518,11.525,11.597,11.62,11.624,11.672,11.661,11.731,11.766,11.815,11.824,11.847,11.844,11.887,11.911,11.917,11.985,12.046,12.088,12.146,12.139,12.175,12.161,12.164,12.142,12.199,12.209,12.263,12.27,12.272,12.261,12.315,12.377,12.424,12.482,12.523,12.576,12.562,12.579,12.591,12.615,12.674,12.684,12.757,12.766,12.781,12.809,12.881,12.943,12.973,13.017,13.042,13.086,13.09,13.153,13.209,13.241,13.278,13.366,13.429,13.472,13.508,13.589,13.609,13.682,13.717,13.767,13.85,13.989,14.098,14.163,14.223,14.266,14.341,14.4,14.473,14.537,14.601,14.691,14.762,14.825,14.891,14.986,15.069,15.172,15.271,15.381,15.511,15.556,15.611,15.666,15.719,15.786,15.842,15.876,15.958,16.017,16.13,16.246,16.31,16.359,16.415,16.433,16.563,16.68,16.814,16.89,16.936,16.978,17.035,17.116,17.139,17.244,17.458,17.366,17.377,17.568,17.366,17.641,18.008,17.961,18.082,18.289,18.478,18.738,18.965,19.271,19.482,19.706,19.922,20.17,20.386,20.689,20.71,20.85,21.073,21.175,21.429,21.542,21.65,21.755,22.021,21.961,22.032,21.942,22.149,22.231,22.449,22.443,22.577,22.658,22.553,22.975,23.101,23.153,23.473,23.621,23.936,23.921,23.808,23.953
"371",NA,"Additional aggregates:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","363","  Control Group","DCGPRG3",32.383,32.339,32.336,32.307,32.277,32.335,32.376,32.319,32.414,32.424,32.378,32.389,32.371,32.384,32.443,32.628,32.627,32.601,32.617,32.646,32.681,32.758,32.794,32.86,32.847,32.868,32.834,32.79,32.734,32.673,32.733,32.715,32.679,32.675,32.645,32.662,32.696,32.784,32.859,32.811,32.788,32.804,32.764,32.774,33.01,32.955,32.957,32.863,33.001,33.037,32.991,32.951,32.956,33.106,33.178,33.204,33.16,33.177,33.276,33.342,33.436,33.444,33.441,33.454,33.424,33.481,33.528,33.507,33.582,33.591,33.623,33.658,33.638,33.605,33.641,33.702,33.776,34.045,34.036,33.952,33.877,33.894,33.914,34.009,34.123,34.345,34.485,34.6,34.56,34.609,34.622,34.837,34.925,34.972,34.986,35.02,35.001,35.005,34.987,34.945,35.001,35.133,35.263,35.381,35.415,35.495,35.584,35.666,35.831,35.963,36.06,36.19,36.315,36.387,36.504,36.647,36.784,36.956,37.047,37.135,37.261,37.287,37.396,37.57,37.734,37.968,38.143,38.206,38.392,38.43,38.63,38.809,38.957,39.11,39.169,39.258,39.368,39.42,39.53,39.627,39.774,39.889,39.958,40.042,39.985,40.066,40.203,40.429,40.576,40.752,40.829,40.868,40.921,40.948,41.007,41.18,41.34,41.551,41.532,41.565,41.604,41.636,41.766,41.822,42.035,42.129,42.235,42.379,42.617,42.93,43.408,43.749,43.983,44.235,44.287,45.18,45.271,45.456,45.886,46.236,46.774,47.475,48.042,48.347,48.827,49.204,49.558,50.316,51.048,51.524,52.013,52.489,52.719,52.883,52.875,52.964,53.032,53.265,53.735,53.984,54.047,54.366,54.625,54.847,55.009,54.844,54.737,54.814,55.049,55.185,55.44,55.599,55.872,56.091,56.256,56.43
