"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"298","290","          Day care and nursery schools","DNSCRA3",3.439,3.614,3.961,4.11,4.398,4.69,5.064,5.487,5.595,5.946,6.171,6.513,6.693,7.031,7.328,7.738,7.972,8.309,8.458,8.615,8.872,9.137,9.371,9.637,9.79,10.078,10.407,10.708,10.848,11.037,11.248,11.397,11.433,11.64,11.685,12.005,12.189,12.423,12.851,13.427,13.729,14.156,14.809,15.66,16.155,16.839,17.654,18.59,19.175,19.814,20.449,20.944,20.341,20.521,21.322,23.469,23.807,24.955,25.787,28.799,30.617,31.715,30.127,30.68,33.466,37.085,40.232,37.671,37.229,36.185,35.235,33.021,33.165,32.823,34.281,35.177,36.959,38.112,37.558,37.409,39.237,39.147,37.562,37.752,37.207,36.928,35.834,36.541,35.816,35.568,34.232,34.979,33.525,33.084,32.913,35.438,37.117,39.232,41.596,42.95,43.347,44.085,45.512,47.753,49.108,50.692,52.624,53.96,53.546,53.56,54.676,57.903,53.738,55.721,57.217,59.203,58.874,57.003,56.54,59.886,67.02,72.64,77.396,79.509,77.64,76.867,74.711,73.198,71.989,71.822,73.21,74.452,77.782,78.721,83.144,77.864,80.908,81.253,81.134,80.586,80.942,81.221,83.283,85.215,85.79,86.601,85.487,84.81,84.557,84.674,83.865,85.25,86.441,87.515,88.158,87.714,86.182,85.724,86.886,87.882,89.009,89.436,88.46,88.406,89.554,89.733,88.674,90.276,91.132,91.927,91.962,92.318,91.424,90.952,92.34,90.441,91.517,92.317,92.126,92.877,93.056,93.34,93.974,93.525,93.038,92.634,93.167,93.291,93.006,93.453,94.918,98.368,99.427,101.019,102.26,102.371,101.848,101.19,99.709,100.609,100.597,100.099,99.498,99.806,98.572,96.471,96.886,100.078,102.825,106.645,107.547,107.701,106.993,106.16,105.689,105.542,104.267,103.104,103.721,102.874,104.297,105.692
"299","291","        Commercial and vocational schools (99)","DVEDRA3",14.611,15.55,15.86,15.857,15.795,15.827,15.762,15.694,15.353,14.794,14.254,13.991,14.122,14.72,15.525,16.265,16.627,16.682,16.485,16.31,16.42,16.898,17.402,18.059,18.439,18.67,18.93,19.227,20.15,21.52,22.968,24.395,25.441,25.937,26.187,26.419,28.212,28.565,29.134,29.653,29.989,30.321,30.791,31.281,31.8,32.161,32.307,32.232,31.808,31.355,31.216,31.311,28.883,30.387,32.799,31.55,33.181,34.199,32.739,32.442,29.92,28.829,28.518,30.31,31.312,34.146,35.772,38.498,39.858,40.529,40.389,41.154,39.74,40.263,41.693,43.929,43.399,42.622,42.834,43.604,43.527,42.482,39.492,40.768,39.3,39.729,38.174,38.54,37.835,38.043,37.513,38.132,37.649,37.277,35.983,38.334,39.129,39.691,40.312,41.977,42.081,42.669,42.445,43.361,44.645,46.324,49.343,47.465,48.82,50.212,50.067,50.169,50.459,53,55.841,55.332,59.734,62.084,66.282,66.825,66.716,67.721,69.145,70.033,70.648,70.316,69.433,69.427,68.583,68.715,67.545,67.764,69.068,69.815,71.459,71.236,70.459,71.81,72.701,73.885,75.367,75.42,75.098,74.363,76.498,78.256,80.893,83.131,84.227,85.282,87.675,85.198,86.813,89.747,92.574,95.115,97.165,98.128,97.555,99.264,99.35,99.499,100.87,101.346,103.356,104.858,107.395,107.95,107.768,107.54,105.129,104.979,103.585,102.353,101.691,100.003,99.118,99.044,98.787,97.367,96.417,94.784,94.167,94.639,94.681,94.692,94.063,95.57,96.024,96.106,96.991,97.997,99.397,100.931,101.531,102.259,102.234,103.162,104.056,102.4,101.113,99.352,98.654,100.881,104.222,106.272,106.168,105.61,105.816,106.067,105.324,105.775,106.034,104.75,104.906,103.099,101.78,104.809,107.176,108.447,109.981,111.12
"300","292","      Professional and other services (121)","DPRSRA3",39.734,40.069,40.424,40.718,41.105,41.885,40.304,41.371,40.17,44.721,43.638,44.342,45.097,44.579,44.585,45.301,43.969,45.695,48.18,50.076,49.586,48.158,47.196,46.427,47.874,48.151,51.131,51.642,52.979,53.804,52.59,53.952,53.303,53.811,54.622,55.718,56.208,55.716,56.26,57.295,57.317,57.678,58.352,59.22,59.735,60.176,61.34,60.184,60.581,61.219,60.982,61.519,62.926,61.977,62.077,62.879,63.912,65.111,66.232,65.178,65.326,66.301,65.78,65.655,67.322,65.1,64.407,63.368,66.477,66.651,67.906,71.262,69.758,69.892,71.18,72.228,74.946,76.75,75.85,72.565,71.725,71.619,74.156,76.929,73.746,71.709,70.65,74.987,75.199,73.112,72.04,72.491,72.115,71.989,71.44,70.744,69.925,69.551,69.587,70.236,70.518,71.519,72.326,74.061,75.798,76.65,77.242,78.344,78.612,79.279,79.574,80.549,80.179,81.314,82.145,84.165,86.551,87.43,88.893,89.795,90.157,90.451,90.857,91.828,92.835,93.18,93.158,92.462,90.878,90.984,91.133,92.055,92.533,93.431,94.105,93.848,93.521,93.784,93.609,93.429,93.646,92.718,93.189,92.716,91.883,91.652,91.887,91.944,92.973,93.268,93.564,93.958,93.416,94.773,95.318,96.247,97.709,97.554,97.999,98.104,100.115,100.209,100.084,100.151,100.397,100.327,101.137,101.071,102.033,102.622,103.449,103.042,102.498,102.355,102.877,104.065,105.825,107.018,106.957,107.001,106.806,105.673,106.605,106.911,107.651,106.738,105.57,105.47,105.58,106.885,107.432,108.034,109.06,108.687,107.991,107.408,107.34,107.359,106.355,105.022,102.295,100.409,99.341,97.955,98.057,98.065,98.063,97.625,97.688,97.913,97.807,97.708,97.849,97.513,97.332,96.531,95.323,95.687,95.818,97.42,96.908,96.463
"301","293","        Legal services","DGALRA3",40.481,41.385,42.077,42.49,42.25,41.605,41.093,41.018,42.47,44.891,47.376,49.489,49.574,48.456,47.264,46.38,47.568,49.952,52.634,54.968,54.61,52.663,50.33,48.659,49.272,51.451,54.164,57.063,58.185,58.399,58.005,57.649,57.536,57.749,58.516,58.853,58.805,58.813,58.967,59.199,59.214,59.341,59.854,61.195,62.288,63.574,65.867,63.815,65.132,65.174,64.957,65.344,67.349,64.764,63.97,65.246,67.265,68.497,70.647,69.06,70.438,71.073,70.28,69.751,73.499,69.067,66.896,64.191,68.315,68.278,69.745,75.657,72.316,71.726,73.21,73.813,77.604,81.127,79.85,73.435,72.91,71.901,76.276,82.399,75.968,73.035,71.795,79.972,79.908,78.186,77.386,77.282,77.49,76.988,76.179,75.356,74.515,73.578,73.343,73.873,74.746,75.591,77.205,79.109,80.936,81.779,82.851,83.937,84.527,85.183,86.285,87.557,88.192,88.929,90.422,92.371,95.204,96.702,97.955,99.202,99.318,99.416,99.896,100.579,101.31,101.807,101.457,100.436,98.187,97.622,97.339,98.055,98.731,100.418,100.736,100.489,99.331,99.232,99.064,98.75,98.75,98.27,97.626,96.818,95.266,95.444,95.617,96.193,97.802,98.184,98.865,99.551,99.726,100.486,101.216,101.925,103.107,103.17,103.05,103.701,105.207,105.707,105.397,105.372,104.454,104.989,105.66,105.423,106.77,106.418,108.066,107.845,107.232,107.351,108.128,109.502,111.683,111.579,110.012,108.31,108.913,107.178,108.196,108.913,108.759,107.627,106.15,105.494,105.781,107.398,107.754,108.531,109.738,107.979,106.504,105.224,105.027,105.927,105.763,104.857,101.794,100.2,99.975,98.031,98.049,97.765,98.149,97.816,97.712,98.275,98.4,98.297,98.587,97.966,97.027,95.26,93.083,93.441,93.721,95.899,95.073,94.91
"302","294","        Accounting and other business services","DPRORA3",13.136,14.017,14.183,14.681,14.959,15.107,14.792,14.699,14.867,15.052,14.85,15.062,15.557,16.281,16.571,16.906,16.994,16.704,16.404,16.76,17.443,18.468,19.842,21.215,21.819,22.227,22.615,23.302,23.994,24.717,25.647,26.369,27.194,27.526,27.668,27.699,29.187,29.548,31.063,32.428,34.242,35.35,36.525,36.633,36.053,35.37,34.789,34.299,34,34.494,34.403,35.198,35.78,37.585,38.386,39.242,39.509,39.142,38.778,39.042,38.608,38.737,38.845,37.933,38.225,38.561,39.229,39.817,40.408,41.047,41.537,42.298,43.603,43.971,44.948,45.24,47.142,47.688,47.479,47.18,46.446,46.236,46.281,45.419,44.311,43.106,42.369,42.146,42.532,42.279,41.281,40.108,39.171,38.118,37.714,37.644,39.397,40.759,41.536,41.908,41.155,40.517,40.822,41.515,42.334,42.728,43.306,44.11,43.813,43.898,43.774,43.513,43.573,43.774,44.086,45.159,48.083,49.785,51.529,53.23,54.837,56.03,57.33,58.733,59.796,60.23,60.452,60.465,59.71,59.861,60.73,61.754,62.076,62.293,62.566,62.527,63.852,65.52,66.99,67.829,69.011,69.218,70.415,71.157,68.88,68.046,67.932,67.633,68.803,69.78,70.721,71.383,71.557,72.048,73.195,74.896,77.185,79.254,81.035,82.598,83.955,85.201,86.539,87.811,89.014,90.161,91.217,92.164,92.93,93.604,94.333,95.043,95.71,96.476,97.15,97.728,99.004,100.648,102.618,104.985,107.409,109.08,109.817,109.534,108.268,107.291,106.944,107.047,107.584,108.567,109.998,111.871,114.049,115.843,117.053,117.666,117.629,116.279,113.606,109.788,104.954,100.82,97.952,96.275,95.934,95.997,96.105,96.104,95.915,95.577,95.198,94.793,94.447,94.383,94.75,95.613,96.757,97.739,98.474,99.046,99.289,99.324
"303","295","          Tax preparation and other related services","DTAPRA3",5.687,5.759,5.332,5.304,5.312,5.448,5.391,5.536,5.922,6.203,6.194,6.381,6.68,7.032,6.996,7.058,6.824,6.283,6.003,6.236,7.274,8.78,10.404,12.028,12.696,12.737,12.867,13.138,13.829,14.946,16.111,17.366,18.817,19.946,20.838,21.253,21.413,21.423,22.25,23.387,24.892,25.775,27.181,27.8,27.959,28.225,27.886,27.202,26.388,25.956,25.673,26.094,27.118,28.04,28.908,29.867,29.809,29.87,30.388,30.943,31.193,31.591,32.321,33.193,34.185,35.382,35.863,35.892,35.492,35.044,35.222,35.875,37.669,38.437,39.141,38.826,38.386,37.209,36.07,35.28,35.418,35.439,34.772,33.48,31.852,30.35,29.201,28.514,28.599,28.379,27.704,26.67,27.431,27.905,28.609,29.212,30.444,30.947,30.889,30.478,29.363,28.781,28.988,29.56,30.56,30.933,31.986,33.328,33.491,33.888,34.202,34.432,34.661,34.832,35.449,36.519,39.566,41.065,42.879,44.95,47.23,48.851,50.753,52.766,53.143,53.646,54.764,56.424,57.895,59.673,61.774,63.377,64.368,64.612,65.091,65.244,67.704,69.687,71.495,72.43,73.427,73.191,74.273,74.737,70.351,68.6,67.7,66.445,67.592,67.944,68.209,68.03,67.215,66.721,67.242,68.766,71.079,73.344,75.37,77.108,78.534,79.86,81.144,82.329,83.433,84.688,86.174,87.873,89.699,91.438,93.066,94.555,95.878,96.985,97.916,98.639,99.137,100.07,101.747,104.057,106.635,108.07,108.035,106.465,103.617,101.214,99.645,98.889,98.896,99.488,100.667,102.414,104.616,106.828,109.009,111.122,112.899,113.266,112.015,109.101,104.83,101.021,98.096,96.053,95.223,94.84,94.587,94.457,94.217,93.823,93.354,92.79,92.176,91.941,92.219,93,94.125,95.1,95.83,96.292,96.404,96.437
"304","296","          Employment agency services","DGENRA3",111.389,116.169,121.238,125.777,129.929,132.343,134.709,134.806,131.957,125.149,118.196,114.43,118.052,124.57,133.357,139.924,142.821,139.103,133.309,131.04,130.171,134.613,140.503,147.263,148.228,150.063,149.87,151.463,155.664,161.313,166.576,169.859,167.686,163.148,155.326,153.443,173.239,180.192,195.353,207.616,219.204,225.336,231.13,229.199,219.591,206.216,201.195,202.498,205.733,216.452,217.563,227.026,221.522,242.718,247.401,251.892,252.761,238.421,223.26,225.626,217.08,219.446,218.48,189.655,182.896,175.315,177.922,182.22,190.911,203.802,207.858,218.625,223.695,223.791,232.868,243.201,272.895,290.325,289.746,288.201,270.867,261.355,269.95,274.633,275.744,277.723,282.648,293.318,297.857,288.345,279.316,274.923,264.402,243.974,229.283,215.095,216.745,229.013,237.332,243.133,241.178,238.341,236.991,242.557,252.875,260.877,261.771,262.543,256.361,254.614,247.715,239.599,238.126,237.838,231.858,234.608,246.605,256.194,264.422,272.113,273.77,273.25,272.822,277.622,299.353,302.999,295.718,278.29,249.668,229.362,219.52,219.095,212.776,211.732,210.618,208.225,190.442,183.636,174.561,162.998,158.489,148.81,143.663,137.942,136.718,128.307,123.403,119.479,111.079,107.449,104.449,100.843,103.494,111.062,115.945,116.002,116.439,114.026,110.923,109.895,111.522,111.363,112.545,112.537,112.08,111.81,110.285,107.704,102.99,96.721,91.865,87.23,82.701,83.293,82.937,82.298,84.764,82.742,79.198,79.158,80.269,84.21,91.691,102.04,111.415,120.268,130.329,137.105,141.459,147.708,155.49,165.418,177.331,186.265,188.042,183.624,175.972,161.609,143.819,129.427,113.535,99.626,93.641,93.198,95.243,99.768,105.913,108.518,112.179,114.047,113.672,112.153,111.591,109.248,106.724,106.672,106.644,106.709,106.781,110.552,112.941,109.786
"305","297","          Other personal business services","DTHERA3",14.9,17.033,17.823,18.903,19.206,19.033,17.741,17.077,17.189,18.184,18.558,19.41,19.867,20.547,20.3,20.318,20.716,21.51,21.988,22.987,23.067,22.478,22.592,22.567,22.952,23.961,24.992,26.448,26.6,25.709,25.457,24.615,24.469,23.742,23.378,22.851,24.569,24.741,25.752,26.016,27.048,27.893,27.862,27.136,26.239,25.312,24.86,24.553,24.897,25.948,26.113,26.451,26.924,27.803,27.859,27.921,28.822,29.575,29.424,28.711,27.941,27.116,25.961,25.172,24.919,24.469,25.25,26.53,28.141,29.385,30.019,29.556,29.21,28.738,29.129,29.316,32.232,34.033,35.807,36.702,36.436,37.001,37.348,36.671,36.392,35.437,34.823,34.089,34.507,35.479,34.964,34.005,30.764,29.185,28.401,28.916,31.853,33.508,35.09,36.514,36.898,36.504,37.34,37.514,36.235,35.371,34.634,34.008,33.516,33.081,32.979,32.791,32.664,33.037,33.652,34.431,35.355,36.169,36.511,36.038,35.726,36.033,35.941,34.956,34.077,33.707,32.763,31.32,29.413,28.745,28.077,27.694,27.348,27.734,27.668,27.514,29.251,31.703,34.28,37.311,40.229,43.812,46.728,49.674,53.596,57.091,60.362,63.744,66.904,70.787,74.641,78.76,81.549,83.817,86.277,88.905,91.552,93.883,95.827,97.332,98.439,99.697,101.262,103.081,104.936,106.007,106.119,105.216,103.445,101.797,100.508,99.555,98.926,98.578,98.568,98.869,102.596,107.272,111.179,114.17,116.318,118.442,120.712,123.106,125.513,127.822,130.022,132.062,133.894,135.477,136.841,137.942,138.546,137.756,135.428,131.487,126.106,120.492,114.95,109.436,104.16,100.268,98.052,97.52,98.596,99.635,100.211,100.309,99.755,99.307,99.261,99.603,100.271,101.149,102.245,103.539,104.909,106.042,106.888,107.42,107.852,108.347
"306","298","        Labor organization dues","DUNSRA3",38.948,38.495,38.111,38.362,39.668,46.233,35.62,42.315,36.356,47.782,41.572,40.837,41.334,42.213,43.085,44.012,43.946,43.414,43.089,42.761,43.5,44.591,46.175,47.41,47.168,46.816,46.593,46.265,47.129,48.263,49.592,51.415,52.017,52.185,51.63,51.399,52.787,53.198,53.636,54.602,55.474,55.622,56.87,57.683,58.059,58.379,58.086,57.957,57.738,57.609,57.789,58.227,58.242,60.757,62.024,62.008,62.27,65.817,66.763,66.149,65.973,65.887,66.106,67.319,66.814,67.823,68.155,69.825,69.524,71.812,74.846,72.625,73.603,75.597,75.233,78.506,77.676,79.663,78.981,81.316,79.236,80.883,82.831,82.813,81.737,81.981,80.049,81.314,79.542,80.097,79.336,85.373,85.391,86.458,86.394,87.195,85.299,86.489,86.817,89.27,89.38,92.224,91.262,94.052,95.217,100.16,98.839,101.848,101.286,105.494,104.37,107.626,105.195,107.357,105.115,110.411,107.677,106.539,110.712,110.147,109.908,109.766,110.09,111.332,113.118,114.633,114.818,115.511,114.764,117.149,118.835,119.541,120.294,120.14,119.774,119.534,119.857,121.199,120.121,118.769,118.231,119.076,120.082,122.091,121.026,120.104,120.397,119.653,120.139,120.293,120.707,118.573,120.177,122.463,121.271,121.171,118.198,115.621,114.021,112.585,112.155,111.9,110.479,109.005,108.917,107.863,105.25,104.013,101.377,100.498,99.626,97.468,96.476,95.761,94.833,94.784,96.03,97.281,98.188,98.416,96.793,96.18,97.984,96.909,95.189,96.136,94.349,95.391,96.821,96.567,96.313,95.798,96.615,97.578,97.571,97.976,99.404,101.093,102.639,103.172,101.422,100.777,99.753,98.047,97.144,96.48,95.536,94.967,93.696,93.407,93.131,93.431,93.708,93.214,92.785,92.1,91.699,91.032,90.777,92.374,92.875,90.989
"307","299","        Professional association dues","DAXSRA3",8.803,9.01,9.201,9.656,9.851,10.297,10.495,10.691,10.656,10.396,10.402,10.162,10.679,11.178,11.664,12.121,12.281,12.164,12.048,11.954,12.449,13.326,13.884,14.675,15.764,16.394,17.523,18.284,19.069,19.099,19.673,20.48,21.2,22.749,24.375,25.735,26.08,27.254,28.011,28.566,29.384,29.557,30.1,30.72,31.366,31.397,32.19,32.303,32.976,32.952,35.526,36.095,39.451,37.117,36.408,37.328,37.997,40.493,38.919,38.901,39.491,41.294,41.019,43.647,45.281,46.602,48.869,50.293,54.05,51.78,50.73,53.057,53.45,53.137,56.866,61.537,61.152,61.78,62.387,63.733,64.186,63.848,65.62,64.216,64.624,63.163,63.888,63.659,64.622,61.782,60.709,61.851,63.429,61.009,62.251,61.534,59.744,58.679,58.186,59.373,58.669,57.552,58.033,59.216,59.594,59.938,60.703,60.781,61.472,63.283,61.803,61.398,60.017,61.506,64.762,65.693,67.971,67.174,67.066,67.039,68.565,70.094,70.316,70.09,69.362,69.893,71.665,70.894,70.187,69.449,68.625,67.532,65.667,66.522,68.744,69.758,69.87,68.872,69.336,70.232,69.305,69.945,70.511,70.853,73.142,74.233,74.696,74.868,74.081,72.694,72.505,73.03,73.939,74.564,74.756,76.222,77.033,77.108,77.408,78.428,79.257,81.118,81.94,83.43,83.759,84.057,84.877,86.515,88.153,88.348,89.732,90.42,91.077,92.534,93.846,93.83,94.323,94.872,95.839,96.271,95.219,94.337,94.712,94.374,96.103,97.367,97.287,100.376,100.196,101.972,103.973,104.138,105.218,105.734,105.369,105.538,102.728,100.634,98.93,97.387,99.471,101.228,100.991,98.309,100.579,99.255,99.868,100.563,98.813,101.593,99.586,99.397,103.869,101.703,106.14,108.768,106.196,108.674,104.187,104.346,101.186,100.97
"308","300","        Funeral and burial services","DFUNRA3",75.3,74.451,74.884,74.723,76.06,76.082,77.939,78.423,72.955,82.671,75.852,75.046,78.078,76.433,78.309,83.302,72.925,77.402,85.19,89.927,86.707,81.533,79.326,76.833,82.982,78.647,88.271,83.031,86.227,88.803,80.707,87.182,82.295,83.887,86.508,91.874,92.248,88.394,89.219,92.458,89.933,90.536,90.847,91.305,91.336,90.612,91.548,91.124,89.828,93.384,91.778,92.655,93.749,92.763,94.43,94.382,93.741,94.073,94.16,92.861,89.385,93.273,92.232,92.202,90.235,88.731,89.942,89.698,95.275,94.439,94.785,97.855,96.837,97.66,99.573,99.775,104.295,101.36,100.317,97.989,96.583,98.213,97.655,96.369,99.452,97.079,96.569,96.518,99.396,91.183,88.573,87.09,84.125,85.989,85.2,82.889,80.641,79.405,79.619,79.399,79.019,81.571,81.44,83.072,86.404,84.824,85.062,85.484,85.631,83.947,83.261,83.213,80.395,83.217,83.527,84.91,88.94,88.683,89.288,89.472,89.582,89.624,88.953,90.845,92.938,91.723,91.989,90.848,90.033,91.432,91.789,94.253,94.744,94.032,96.743,95.783,96.312,96.178,94.569,94.178,95.02,89.453,92.984,90.602,93.23,92.154,92.901,91.888,91.525,91.343,89.585,90.1,84.437,88.581,88.917,90.224,94.589,92.497,94.748,91.821,98.211,95.148,94.518,94.014,97.7,94.394,97.444,96.981,98.612,103.75,102.363,100.632,98.816,96.419,96.362,98.646,100.02,105.907,108.422,112.307,107.084,104.674,105.169,105.55,113.249,111.464,110.545,110.668,108.919,110.129,110.348,109.558,108.629,110.028,109.612,109.516,109.952,107.982,104.571,103.562,102.482,100.267,97.81,99.442,100.193,102.026,100.723,99.075,101.369,100.37,100.407,100.508,99.158,100.293,101.003,100.76,100.555,100.061,100.614,101.683,101.831,100.405
"309","301","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRA3",46.902,47.266,47.309,47.82,47.661,47.033,47.11,47.256,48.222,48.555,49.921,49.811,49.318,52.349,51.515,49.595,48.699,50.731,50.514,52.892,53.08,52.051,52.175,53.393,51.825,53.622,55.172,57.424,56.681,55.873,56.27,57.117,56.77,56.488,58.069,58.618,58.16,59.012,58.364,57.409,57.185,56.84,55.794,55.804,56.725,55.778,54.864,53.521,52.992,52.341,51.715,51.847,52.713,53.306,53.109,54.359,55.082,53.338,53.383,51.759,50.555,50.95,49.844,48.973,48.443,48.625,48.939,49.107,49.163,48.423,48.771,48.809,50.539,50.827,51.496,51.419,51.37,52.109,51.639,50.867,50.862,49.288,48.559,48.615,48.264,46.855,46.572,45.479,45.151,44.498,43.948,43.695,41.985,41.232,41.661,43.141,45.929,48.069,49.531,50.212,49.192,48.632,48.846,49.847,50.752,51.512,52.446,53.434,53.941,54.755,55.675,56.83,57.543,58.401,59.841,61.163,64.044,65.053,66.25,67.14,67.713,67.972,68.676,69.365,70.701,71.762,71.329,69.757,66.9,65.381,64.567,64.575,68.55,70.935,72.446,72.491,72.11,72.237,72.424,72.923,73.384,74.27,75.59,77.323,78.081,78.904,79.802,80.81,81.476,81.83,81.995,82.566,83.336,84.206,85.289,86.554,87.942,89.196,90.336,91.32,92.144,93.141,94.412,95.909,97.473,98.564,99.067,98.937,98.281,97.822,97.755,98.062,98.652,99.207,99.767,100.227,100.911,101.698,102.801,104.072,105.205,106.35,107.283,108.018,108.565,108.805,108.897,108.745,109.082,109.688,110.201,110.592,110.111,109.672,109.336,109.084,108.701,107.907,106.755,105.244,101.858,99.692,98.912,99.538,100.481,102.19,102.923,104.097,105.395,105.514,106.031,105.969,105.757,107.549,108.558,108.812,107.994,106.311,105.367,105.437,105.74,105.946
"310","302","        Personal care services","DPCSRA3",25.274,25.644,26.088,26.407,26.475,26.241,25.965,26.053,26.799,27.864,29.117,30.009,28.735,28.988,31.465,31.201,30.351,30.288,29.743,30.386,32.08,31.548,30.912,31.305,31.205,32.343,32.905,34.486,34.149,34.46,35.196,35.785,35.782,35.72,36.747,37.053,36.84,37.633,37.121,36.08,35.655,35.152,34.541,35.231,35.968,35.457,34.876,33.642,33.542,33.379,33.275,33.325,33.805,34.258,33.97,34.978,35.36,35.188,36.297,35.478,34.537,34.65,33.971,33.467,33.209,33.492,34.233,34.941,35.018,34.418,34.474,34.883,36.337,37.105,38.111,38.146,38.514,39.053,38.657,38.222,38.627,37.437,36.833,37.409,37.288,36.031,36.057,35.225,35.369,34.721,34.611,34.372,32.974,32.465,33.129,34.773,37.759,39.951,41.329,41.818,40.495,39.853,40.064,41.095,42.205,43.049,44.063,45.135,45.693,46.546,47.445,48.563,49.311,50.144,51.376,52.454,55.167,56.049,57.053,57.883,58.445,58.625,59.169,59.818,61.464,62.662,62.387,60.926,58.2,56.783,55.976,55.879,59.973,62.359,63.893,63.925,63.763,63.945,64.182,64.74,65.218,66.098,67.357,69.02,69.592,70.37,71.225,72.201,72.963,73.242,73.369,74.042,74.89,75.79,76.895,78.167,79.519,80.763,81.884,82.843,83.655,84.663,85.979,87.557,89.24,90.463,91.104,91.121,90.619,90.372,90.566,91.184,92.148,93.112,94.133,95.1,95.904,96.919,98.312,99.935,101.488,103.016,104.302,105.364,106.21,106.652,106.867,106.749,107.207,108.015,108.736,109.317,109.005,108.717,108.526,108.387,108.26,107.705,106.688,105.145,101.744,99.654,98.962,99.64,100.895,102.807,103.624,105.007,106.403,106.54,107.211,107.23,106.996,109.081,110.179,110.44,109.495,107.496,106.451,106.607,107.063,107.308
"311","303","          Hairdressing salons and personal grooming establishments","DBBBRA3",34.487,34.903,35.405,35.623,35.65,35.165,34.675,34.803,35.873,37.47,39.22,40.5,38.514,39.157,43.323,43.023,41.565,41.033,39.856,40.493,43.039,42.142,41.023,41.608,41.103,42.448,42.802,44.751,44.126,44.688,45.968,46.991,46.728,46.133,47.113,46.989,46.612,47.934,47.156,45.441,44.65,43.726,42.732,43.844,45.043,44.406,43.516,41.635,41.561,41.277,40.958,40.753,41.351,41.714,40.783,41.823,41.716,40.919,42.381,41.1,40.07,40.715,39.854,39.074,38.454,38.545,39.317,40.153,39.899,38.67,38.572,39.041,41.401,42.489,43.899,43.654,43.948,44.323,43.36,42.507,43.28,41.402,40.531,41.507,41.275,39.205,39.18,37.714,37.901,36.761,36.477,35.988,34.189,33.622,34.209,35.804,38.46,40.965,42.73,43.611,42.632,42.08,42.172,42.902,43.616,44.419,45.215,46.094,46.364,47.088,47.875,49.104,50.426,51.633,52.897,53.683,54.901,54.954,55.249,55.857,56.23,56.366,56.892,57.368,57.048,57.398,57.474,57.037,56.827,56.483,56.544,56.805,59.595,60.999,61.726,61.022,59.584,59.148,58.749,58.789,58.979,59.191,59.56,60.278,60.848,61.449,62.003,62.668,62.34,62.44,62.414,63.275,64.997,66.656,68.023,69.053,69.726,70.308,70.856,71.338,71.759,72.355,73.21,74.286,75.468,76.364,76.892,77.022,76.82,76.831,77.187,77.876,78.79,79.586,80.286,80.78,81.613,82.752,84.32,86.222,88.292,90.361,92.264,93.995,95.425,96.166,96.279,95.618,96.978,99.074,100.52,101.245,101.912,102.325,102.688,102.952,102.98,102.795,102.307,101.481,99.562,98.96,99.701,101.777,102.844,104.006,104.867,106.553,107.113,107.049,107.653,107.407,107.794,110.268,112.072,112.531,112.675,111.227,110.268,111.388,111.55,111.656
