"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"49","41","          Audio equipment","DAUDRG3",242.657,242.527,240.254,238.589,238.296,237.796,236.641,234.194,233.835,233.43,232.453,230.652,227.617,225.245,224.077,223.489,223.258,221.589,220.95,220.838,219.722,218.073,216.345,214.672,212.97,209.591,204.312,198.229,194.98,193.055,191.296,190.34,189.802,188.888,188.791,189.175,189.103,188.684,188.286,188.231,187.505,187.319,187.402,187.189,186.548,187.265,187.047,187.135,186.825,186.113,185.954,186.047,186.406,187.107,187.338,187.487,187.487,187.782,188.146,189.17,189.702,191.728,194.24,195.827,196.048,196.647,196.865,197.65,198.324,199.194,199.273,199.351,199.199,198.975,199.261,197.304,200.032,202.742,204.715,207.372,208.77,210.243,211.273,212.659,213.762,213.916,215.761,218.251,219.283,221.709,223.468,225.165,225.756,224.941,224.501,224.458,222.96,222.482,219.282,220.016,219.052,216.319,214.063,212.413,211.565,209.551,206.698,204.938,203.772,203.544,200.772,201.126,207.429,203.407,203.423,203.491,202.57,202.673,202.315,201.64,202.337,200.5,200.354,202.33,202.508,201.7,198.728,200.789,204.116,203.751,203.079,203.456,202.323,201.382,201.619,201.134,199.489,198.972,199.798,199.609,199.267,198.059,197.425,196.168,195.766,195.511,191.325,189.949,190.463,189.185,188.182,187.221,186.6,179.623,181.972,182.079,179.624,176.242,173.24,169.851,173.134,169.162,164.592,161.419,159.215,165.225,167.086,163.705,161.041,157.585,156.179,156.344,154.046,151.037,146.891,147.78,145.808,142.873,139.26,140.282,137.692,136.466,133.256,131.89,127.675,125.304,121.855,120.19,117.688,118.522,117.242,115.445,113.059,110.705,109.672,109.124,107.387,104.296,104.584,105.332,101.762,100.255,99.119,98.824,97.944,97.107,96.567,95.436,93.866,93.207,91.943,89.671,88.212,85.981,85.163,83.827,83.415,81.428,80.788,80.432,80.369,79.557
"50","42","          Recording media","DRECRG3",143.957,144.115,144.003,143.962,143.735,143.909,144.825,144.646,144.765,144.392,144.264,144.399,144.018,145.025,144.566,144.808,144.895,144.784,144.326,145.772,147.147,147.311,146.913,147.286,147.061,147.074,146.59,146.169,145.489,145.717,146.254,147.035,146.603,145.744,145.145,144.559,144.526,143.88,143.107,143.313,143.243,144.765,144.78,145.557,146.002,145.858,144.815,144.854,145.25,148.8,153.586,155.371,155.492,155.708,156.882,156.839,157.255,158.398,157.902,158.328,159.777,161.804,166.364,171.212,176.137,178.075,179.404,180.074,180.297,179.851,179.993,180.537,188.614,188.338,188.583,186.882,189.204,191.569,193.327,195.596,196.826,198.015,198.829,200.041,200.961,201.269,202.929,204.677,205.662,207.384,208.27,209.137,209.311,208.726,208.184,207.498,205.554,204.532,202.255,201.89,200.471,197.44,194.516,192.197,191.05,187.715,184.504,182.145,180.299,179.535,177.08,176.274,179.059,174.696,170.789,169.059,168.073,166.489,165.499,164.237,163.755,161.67,160.744,161.303,160.235,158.776,156.588,155.491,156.408,155.834,153.646,153.449,152.115,151.522,151.449,150.818,149.449,148.563,148.821,148.321,146.531,144.549,144.457,143.214,142.638,141.831,138.502,137.031,136.289,135.725,134.671,134.462,133.845,128.887,129.212,128.872,127.902,128.062,126.703,126.697,125.82,125.85,123.178,121.555,120.471,122.452,123.714,123.595,123.627,125.153,125.969,124.616,121.895,120.996,121.446,123.734,123.527,122.511,122.417,122.134,121.387,122.462,122.349,122.299,120.756,120.43,119.416,117.735,115.88,114.914,114.053,113.477,110.216,109.539,108.893,108.754,107.997,106.069,105.926,104.485,102.447,101.203,98.747,97.603,97.018,96.121,93.44,91.684,92.401,92.906,92.116,90.799,89.046,88.807,87.169,87.237,86.83,86.199,86.484,84.942,83.798,84.705
"51","43","            Prerecorded and blank audio discs/tapes/digital files/downloads","DRTDRG3",84.954,85.047,84.979,84.953,84.817,84.919,85.46,85.358,85.433,85.215,85.139,85.216,84.986,85.577,85.306,85.45,85.504,85.44,85.171,86.022,86.831,86.928,86.695,86.921,86.797,86.807,86.519,86.262,85.848,85.975,86.29,86.755,86.51,86.013,85.669,85.331,85.319,84.937,84.472,84.577,84.51,85.397,85.407,85.881,86.173,86.098,85.475,85.471,85.659,87.727,90.542,91.61,91.719,91.873,92.581,92.559,92.796,93.467,93.176,93.434,94.301,95.5,98.185,101.029,103.908,105.036,105.817,106.223,106.378,106.131,106.225,106.549,111.313,111.192,111.354,110.242,111.753,113.266,114.371,115.853,116.633,117.456,118.034,118.807,119.423,119.508,120.541,121.93,122.508,123.862,124.846,125.793,126.123,125.667,125.42,125.393,124.559,124.296,122.506,122.916,122.378,120.853,119.591,118.67,118.195,117.072,115.477,114.495,113.842,113.714,112.16,112.362,115.883,113.637,113.646,113.684,113.173,113.225,113.027,112.652,113.041,112.006,111.919,113.043,113.136,112.685,111.02,112.184,114.032,113.84,113.452,113.666,113.033,112.502,112.643,112.353,111.447,111.159,111.625,111.518,111.325,110.65,110.296,109.593,109.37,109.227,106.888,106.119,106.407,105.69,105.129,104.594,104.246,100.364,101.661,101.721,101.242,101.341,100.503,101.157,102.284,103.021,101.972,102.579,102.126,102.793,103.624,104.96,106.048,107.391,108.785,109.282,105.618,105.135,106.939,109.722,109.871,109.224,109.995,109.118,108.505,110.337,110.321,110.506,111.012,111.278,110.859,110.815,109.964,109.208,108.111,108.084,106.693,105.81,107.568,106.746,106.402,103.881,104.751,103.74,102.492,100.728,99.224,97.66,96.252,96.3,94.764,93.567,93.845,93.752,92.738,90.846,90.81,89.744,88.835,90.019,89.371,89.526,90.946,91.205,91.39,92.035
"52","44","            Video cassettes and discs, blank and prerecorded","DOVERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.26,425.806,424.526,424.254,423.402,424.662,426.614,428.555,430.552,431.248,431.57,433.442,434.438,436.389,439.506,439.567,441.955,442.568,440.49,438.908,437.587,437.134,435.546,431.65,425.627,421.566,419.323,415.255,410.755,403.008,394.61,387.7,384.411,373.811,365.732,359.054,353.394,350.562,345.762,341.934,342.104,332.064,317.242,310.512,307.877,301.348,297.911,294.038,290.93,285.967,282.521,280.985,276.144,271.54,268.232,258.864,255.771,253.915,245.185,243.286,239.562,239.001,237.991,236.183,233.55,230.423,229.594,227.615,219.657,212.995,214.201,211.34,209.646,206.366,200.458,196.526,191.361,191.696,188.957,190.41,189.011,182.222,177.927,176.09,173.657,174.046,171.369,169.202,162.497,160.424,153.894,146.934,144.515,149.16,151.212,147.953,145.809,147.562,147.173,142.535,141.649,140.082,138.177,139.501,138.755,137.234,135.865,136.439,135.517,135.517,135.276,134.923,130.87,129.841,128.135,124.613,121.667,120.477,119.866,118.754,113.669,113.21,110.288,110.764,109.587,108.201,107.059,105.187,102.376,101.662,98.249,97.585,97.935,96.041,92.111,89.723,90.875,92.022,91.477,90.846,87.08,87.84,85.342,84.097,83.984,82.437,81.433,77.904,75.345,76.527
"53","45","        Photographic equipment","DCAMRG3",165.133,165.641,166.915,167.28,167.624,167.969,168.222,168.213,168.749,168.983,169.8,169.654,170.362,170.63,171.179,170.747,170.653,171.778,172.987,181.691,196.018,194.302,193.404,192.842,191.22,189.205,185.535,181.469,180.108,179.749,179.239,179.047,178.114,176.72,175.035,172.456,170.147,167.965,167.588,167.95,167.075,166.77,163.854,163.19,160.868,161.189,160.998,159.361,158.629,156.794,156.356,156.335,163.656,162.997,162.817,163.159,163.097,163.919,166.223,167.377,168.104,169.081,170.13,172.634,173.213,173.472,173.685,173.851,175.531,176.239,176.126,176.819,177.032,176,177.086,178.071,182.68,181.101,183.294,185.913,187.698,187.577,190.453,194.55,202.098,210.338,214.232,215.604,215.421,217.847,218.662,219.93,221.286,223.674,224.994,225.187,226.878,225.257,225.214,227.044,225.952,227.188,229.927,232.041,231.232,230.738,231.21,232.268,234.736,238.234,240.61,243.628,248.408,253.953,256.159,257.841,259.485,262.081,266.938,271.663,272.536,275.678,276.331,280.168,281.735,281.983,281.105,282.28,283.886,285.73,287.111,286.814,287.784,290.357,291.833,290.163,292.813,293.184,290.798,291.712,287.992,286.938,286.579,285.039,285.275,287.55,289.993,288.545,287.175,287.525,288.595,286.979,288.428,288.425,286.767,288.62,283.245,282.001,281.235,276.68,277.111,273.255,270.58,269.548,271.361,267.546,262.499,259.937,256.921,252.616,248.194,242.673,237.37,237.554,233.361,227.539,223.055,216.729,214.71,209.898,202.5,193.676,187.656,180.459,174.311,172.205,166.266,162.144,159.654,151.384,142.763,135.466,126.6,120.045,117.618,114.065,110.17,105.786,103.624,102.176,101.219,100.15,99.687,98.944,97.787,94.749,89.998,87.431,86.122,87.835,85.665,85.305,83.201,81.633,81.159,78.748,77.887,76.541,74.072,73.455,71.511,71.674
"54","46","        Information processing equipment","DIPERG3",7626.287,7635.41,7635.053,7601.292,7668.953,7668.266,7659.829,7645.654,7677.235,7652.453,7643.835,7651.459,7498.611,7524.696,7491.199,7484.589,7515.783,7525.783,7449.767,7474.471,7507.275,7524.476,7473.805,7466.865,7517.137,7558.787,8197.091,8191.141,8307.27,8330.271,8169.391,8179.662,8351.806,8462.984,8582.233,8682.798,8761.694,8863.347,8972.151,9249.407,9299.917,9424.983,9542.624,9560.174,9618.197,9727.984,9846.481,10041.685,10325.06,10452.634,10595.457,10524.39,10982.769,11125.576,11252.126,11295.058,11344.38,11496.169,11646.408,11593.963,11650.605,11817.816,11969.985,12291.543,12393.785,12579.693,12732.818,13117.778,13283.459,13475.894,13616.085,13889.407,14039.772,14260.046,14380.612,14890.778,15167.777,15416.933,15654.602,15680.407,16003.726,16281.934,16422.949,16370.547,16096.225,15736.418,15423.053,15279.745,15472.207,15614.763,15656.568,15725.57,15380.441,14594.209,13776.699,12999.627,11866.072,11024.117,10368.457,10005.965,9853.402,9791.826,9690.913,9637.911,9725.274,9521,9077.416,8385.066,7617.363,7186.77,7077.215,6980.292,6812.232,6692.813,6490.326,6457.988,6385.895,6174.125,6012.413,5923.378,5968.991,5847.253,5725.203,5413.841,5073.425,4915.335,4899.74,4737.649,4577.771,4354.291,3938.845,3780.625,3585.858,3300.834,3072.991,2904.195,2723.087,2575.765,2443.461,2324.266,2296.893,2265.513,2211.812,2075.09,1970.125,1861.628,1708.348,1562.18,1430.814,1275.796,1189.157,1089.096,970.05,891.56,812.431,751.681,684.671,630.955,560.58,514.742,475.414,451.775,426.778,403.733,388.695,368.114,349.851,331.924,305.955,284.596,265.868,251.377,236.663,228.194,218.875,205.39,197.807,188.12,176.734,172.621,169.757,167.54,163.287,156.369,151.038,146.262,142.48,139.2,134.138,128.488,126.115,124.054,122.253,120.066,116.275,113.139,111.683,109.686,107.265,105.158,103.471,101.587,97.769,97.172,96.284,93.526,91.452,90.521,87.904,85.955,83.948,82.547,81.327,79.843,77.91,76.286,75.085,73.279,72.167,71.292,69.825,69.132
"55","47","          Personal computers and peripheral equipment","DCPPRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80144.161,80144.161,80144.161,80144.161,80144.161,80144.161,80144.161,80144.161,82611.291,81919.625,78185.859,73119.942,64632.629,56545.171,50333.496,46856.067,46105.984,45751.177,44586.351,43394.683,41510.213,38409.976,35461.603,32754.765,29167.581,26579.131,24595.793,23434.114,22814.831,22507.872,22173.495,22043.053,22335.228,21810.045,20602.843,18739.869,16752.461,15648.563,15330.926,15045.487,14587.625,14262.175,13764.218,13674.704,13508.657,13024.152,12650.483,12435.104,12518.872,12222.364,11922.928,11201.907,10419.745,10066.525,10040.689,9704.054,9381.376,8907.893,8013.625,7666.824,7233.041,6617.369,6131.651,5775.282,5401.191,5093.11,4813.251,4558.753,4488.811,4419.243,4312.565,4046.758,3849.397,3640.011,3336.254,3043.071,2777.686,2467.274,2293.417,2093.782,1857.558,1703.183,1549.316,1432.698,1287.371,1157.386,991.653,899.917,811.452,758.792,696.824,646.525,616.085,573.553,538.857,509.096,459.453,417.425,380.817,351.871,325.202,311.212,297.091,274.262,261.071,245.99,227.962,222.394,218.173,214.144,206.492,193.725,185.083,178.355,171.035,164.093,155.87,147.544,144.592,141.757,138.17,134.948,130.403,124.397,121.72,117.769,113.6,109.274,105.871,102.398,96.816,95.724,94.702,93.105,92.699,91.5,87.945,85.608,82.269,80.136,78.039,76.881,75.87,73.175,71.315,69.735,68.403,67.356,66.062,65.291
"56","48","          Computer software and accessories","DCPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11652.779,11652.779,11652.779,11652.779,11652.779,11652.779,11652.779,11652.779,12011.317,11910.928,11368.046,10631.473,9397.437,8221.54,7318.377,6812.771,6703.706,6652.116,6482.749,6309.449,6035.454,5584.637,5155.994,4762.833,4241.737,3865.238,3576.58,3407.253,3317.133,3272.577,3223.966,3205.009,3247.493,3171.125,2995.598,2724.732,2435.779,2275.272,2229.085,2187.594,2121.06,2073.644,2001.227,1988.268,1964.131,1893.568,1839.298,1808.023,1820.234,1777.043,1733.469,1628.569,1514.883,1463.651,1459.865,1410.898,1364.018,1295.013,1165.069,1114.679,1051.544,962.039,891.485,839.717,785.528,740.622,699.833,662.834,652.67,642.57,627.05,588.401,559.728,529.321,485.117,442.456,403.913,358.734,333.447,304.266,269.947,247.541,225.152,208.231,198.781,197.884,194.571,182.347,177.523,175.041,178.38,177.568,175.366,173.869,170.909,164.482,160.516,158.691,157.54,157.39,153.899,150.597,145.742,142.419,141.647,137.33,132.02,128.908,126.78,125.982,124.643,122.786,120.564,117.652,117.032,117.007,114.628,111.38,109.594,108.194,107.968,106.676,103.462,102.618,102.103,101.728,100.891,101.034,101.194,101.008,99.067,98.856,98.164,94.062,90.221,89.496,87.769,86.192,85.743,85.257,85.118,83.228,80.148,79.812,79.389,77.259,76.455,75.831,74.097,73.548
"57","49","          Calculators, typewriters, and other information processing equipment","DOIPRG3",36.624,36.667,36.666,36.503,36.828,36.825,36.784,36.717,36.869,36.75,36.709,36.746,36.012,36.137,35.976,35.944,36.093,36.141,35.777,35.896,36.055,36.138,35.894,35.859,36.098,36.297,39.364,39.341,39.906,40.02,39.247,39.292,40.11,40.637,41.203,41.68,42.054,42.54,43.062,44.395,44.643,45.247,45.814,45.898,46.174,46.7,47.269,48.208,49.571,50.186,50.874,50.533,52.734,53.42,54.028,54.235,54.473,55.205,55.932,55.687,55.967,56.775,57.506,59.047,59.53,60.42,61.158,63.015,63.826,64.745,65.393,66.659,67.312,68.359,68.959,71.593,73.101,74.436,75.681,75.765,77.127,78.779,80.431,81.626,83.15,84.907,87.101,89.396,92.243,94.428,97.581,102.387,105.138,107.879,110.459,113.603,116.387,119.237,121.717,123.754,126.313,128.974,131.444,133.633,136.664,139.403,142.302,145.797,148.384,151.075,153.962,156.652,159.868,162.811,165.411,168.294,171.515,174.341,176.881,179.532,181.452,184.556,188.548,192.995,198.495,201.348,203.32,205.279,207.62,210.991,214.767,217.185,220.622,223.209,225.232,227.972,228.846,231.149,233.416,235.045,237.453,239.799,242.113,242.559,245.867,248.226,250.274,254.714,259.666,262.298,265.114,268.547,271.39,275.232,279.498,281.019,278.088,272.308,267.549,258.589,252.705,242.189,234.075,227.051,224.68,220.435,212.451,204.594,200.786,197.11,190.004,185.964,182.692,178.253,174.461,169.254,164.277,159.912,154.828,149.908,145.866,141.778,138.215,137.743,134.724,130.053,127.95,126.017,123.93,118.816,114.91,114.287,112.815,110.489,108.159,105.977,104.788,105.621,105.444,102.935,101.044,100.016,97.79,101.185,97.126,96.588,95.935,95.671,94.932,93.969,92.567,90.847,90.517,88.935,86.857,86.043,86.268,84.572,82.759,81.31,81.069,79.403
"58","50","      Sporting equipment, supplies, guns, and ammunition (part of 80)","DSPGRG3",62.984,63.158,63.556,63.783,63.806,63.96,64.025,64.111,64.256,64.541,64.539,64.732,64.977,64.981,65.236,65.079,65.038,65.326,65.798,65.086,62.946,62.92,62.616,62.473,62.391,62.481,62.729,63.272,63.602,63.746,64.974,65.362,66.079,67.126,66.536,67.597,68.903,69.69,71.1,72.073,73.083,73.554,73.737,73.759,73.522,74.268,73.879,73.408,72.925,73.7,73.725,73.946,73.041,71.823,71.852,72.192,72.435,72.979,73.51,73.594,74.106,75.9,75.925,77.196,78.634,80.05,81.165,81.957,82.455,83.11,82.932,83.796,84.596,84.77,85.386,85.457,85.912,87.244,87.421,88.397,89.147,90.65,91.649,92.941,94.222,96.036,97.773,99.884,100.801,101.891,102.901,104.465,104.414,105.111,105.87,106.456,106.687,106.81,106.588,106.6,106.512,106.593,106.615,107.013,106.079,104.971,104.638,104.693,104.381,103.292,104.435,104.482,104.657,104.937,105.286,107.974,108.025,109.36,108.628,111.868,111.863,110.788,110.586,113.593,114.348,115.797,116.429,116.567,118.165,119.324,120.765,122.751,121.95,122.138,119.734,120.291,119.125,119.468,119.944,120.63,120.361,122.402,121.976,121.969,122.335,120.677,120.395,120.055,120.832,120.217,118.648,118.832,119.37,118.374,118.412,118.385,119.124,116.875,115.606,114.089,112.546,111.578,109.862,108.26,106.899,107.003,106.095,106.029,104.956,104.662,104.17,103.197,102.464,101.17,101.27,101.038,100.593,99.645,100.839,101.401,100.871,99.675,98.883,98.279,98.422,98.304,98.714,97.813,97.481,98.225,96.641,95.926,96.16,96.843,95.298,94.4,95.545,96.823,98.777,100.516,101.377,99.716,99.741,99.193,97.683,97.486,97.03,95.981,94.016,93.125,92.12,91.02,91.288,92.038,91.403,91.25,90.105,89.244,88.776,88.789,87.896,87.451
"59","51","      Sports and recreational vehicles (79)","DWHLRG3",26.457,26.458,26.516,26.609,26.817,27.165,27.224,27.261,27.132,27.045,26.953,26.943,27.038,27.201,27.415,27.501,27.488,27.577,27.709,27.808,27.783,27.789,27.838,27.929,27.995,27.888,27.91,27.932,28.075,28.341,28.417,28.626,28.769,28.907,29.169,29.456,29.715,29.943,30.22,30.509,31.002,31.462,31.528,31.304,30.548,29.743,29.776,30.842,32.449,34.017,34.731,34.673,34.937,34.998,35.317,35.502,35.934,36.618,36.961,37.566,38.884,40.062,41.793,42.967,44.344,45.041,45.192,45.968,46.482,47.042,47.474,48.529,49.192,49.756,50.805,51.654,52.334,53.781,53.665,54.005,55.146,57.01,57.77,58.362,60.571,62.151,63.135,63.968,64.935,66.448,66.543,67.614,68.419,69.288,69.361,69.02,69.331,69.62,70.132,70.501,71.212,72.42,72.517,73.101,73.697,73.853,74.409,75.517,75.313,74.408,74.013,73.645,74.207,74.619,74.58,75.445,75.923,76.722,77.459,78.282,78.905,79.366,79.221,80.185,80.692,80.938,81.789,82.051,82.261,82.932,83.196,83.679,83.678,85.473,84.911,84.991,85.058,85.598,85.853,86.124,86.569,87.411,87.586,89.073,90.19,90.196,90.07,89.993,91.295,91.5,90.781,89.907,90.454,90.199,90.309,90.013,90.135,89.862,90.488,91.212,91.918,92.187,93.085,92.876,93.518,94.455,94.193,94.826,95.444,95.49,95.678,95.745,95.187,95.152,94.808,95.381,95.051,94.748,94.255,93.369,94.739,95.786,94.432,93.995,94.823,95.833,97.27,97.242,97.271,98.246,99.852,99.573,98.404,97.934,97.898,98.166,98.41,98.686,99.168,100.117,99.113,100.291,100.037,100.559,100.658,100.003,100.43,100.644,101.66,102.568,103.334,103.531,104.011,103.729,104.59,105.141,104.939,105.232,104.846,104.521,105.107,104.912
"60","52","        Motorcycles","DMCYRG3",26.474,26.618,26.558,26.636,26.409,26.338,26.228,25.88,26.131,26.237,26.361,26.118,26.14,26.178,26.2,25.969,25.899,25.99,26.052,25.982,25.993,25.933,25.905,25.643,25.741,25.467,25.204,24.75,24.737,24.903,24.922,24.889,24.751,24.85,25.209,25.552,25.669,25.709,25.848,26.069,25.984,26.093,26.222,26.47,26.514,26.665,26.967,28.027,28.542,28.5,27.839,27.299,27.798,27.915,28.045,27.646,27.626,27.856,28.009,28.024,28.063,28.816,29.987,31.049,31.151,31.874,32.134,32.85,33.386,33.694,34.078,34.975,35.155,35.375,35.799,37.188,37.772,38.178,38.87,39.632,40.571,41.472,42.028,42.573,43.665,44.56,45.493,45.95,46.117,47.475,48.266,48.88,49.028,49.441,49.908,49.88,50.35,50.544,50.909,51.583,51.811,52.112,52.433,52.862,53.416,53.827,54.101,54.51,55.064,55.928,56.613,57.445,58.478,58.869,59.275,60.026,60.61,62.021,62.161,62.745,64.174,64.186,64.492,65.745,65.894,66.567,66.406,66.967,68.174,69.046,69.997,70.697,71.266,71.926,72.691,73.495,74.183,75.017,76.328,78.436,80.29,81.893,83.654,84.787,85.901,87.489,88.486,89.537,90.914,92.404,92.614,92.871,93.223,93.388,93.838,93.929,93.794,93.55,93.867,93.579,93.513,93.983,94.76,95.496,96.129,96.604,97.173,97.69,97.87,97.969,98.065,98.161,98.251,98.344,98.441,98.54,98.64,98.74,98.837,98.932,99.026,99.044,99.298,98.618,98.918,100.31,101.457,99.513,99.577,99.156,100.195,99.285,97.298,97.371,97.551,95.915,97.285,97.372,98.419,98.971,98.823,99.279,100.169,101.728,101.861,98.845,98.047,97.231,96.419,96.91,97.76,97.788,98.996,99.893,99.791,99.418,97.9,97.932,98.126,98.096,97.922,97.987
"61","53","        Bicycles and accessories","DBCYRG3",35.285,35.367,35.595,35.774,35.689,35.831,35.874,35.9,35.956,36.089,36.123,36.315,36.407,36.4,36.557,36.445,36.442,36.606,36.88,37.025,36.459,36.13,36.093,36.195,36.048,35.944,36.026,36.128,36.14,36.347,36.559,36.872,37.196,37.482,37.508,37.547,38.006,38.169,38.714,39.213,39.394,39.87,40.151,40.471,40.994,40.388,40.544,40.937,41.489,42.03,42.381,42.671,43.092,43.255,43.626,44.039,44.57,45.464,46.03,46.927,47.698,49.213,50.96,52.123,53.271,53.596,53.788,53.612,53.818,54.211,54.426,54.942,55.068,54.806,55.175,55.317,55.503,57.226,56.819,57.03,58.246,60.466,61.244,61.781,64.339,66.075,66.943,67.901,69.296,70.744,70.434,71.699,72.812,73.853,73.692,73.251,73.415,73.712,74.248,74.458,75.336,76.855,76.874,77.506,78.107,78.166,78.764,80.154,79.692,78.226,77.514,76.836,77.266,77.694,77.569,78.45,78.883,79.546,80.386,81.268,81.767,82.312,82.106,83.034,83.62,83.802,84.844,85.035,85.077,85.712,85.824,86.264,86.163,88.198,87.334,87.267,87.215,87.674,87.677,87.526,87.626,88.299,88.128,89.708,90.826,90.515,90.163,89.87,91.174,91.09,90.144,89.045,89.618,89.265,89.299,88.917,89.087,88.803,89.495,90.46,91.334,91.572,92.5,92.068,92.739,93.783,93.296,93.948,94.689,94.71,94.926,94.975,94.189,94.114,93.643,94.404,93.95,93.522,92.831,91.598,93.349,94.785,92.828,92.473,93.499,94.377,95.926,96.518,96.555,97.978,99.781,99.683,98.751,98.117,98.027,98.958,98.84,99.204,99.489,100.546,99.239,100.632,99.982,100.157,100.255,100.365,101.19,101.732,103.34,104.396,105.126,105.385,105.644,104.969,106.139,106.982,107.206,107.581,107.024,106.595,107.417,107.155
"62","54","        Pleasure boats, aircraft, and other recreational vehicles","DBARRG3",24.088,24.054,24.085,24.16,24.481,24.922,25.006,25.092,24.879,24.715,24.562,24.531,24.631,24.857,25.114,25.298,25.291,25.361,25.465,25.581,25.696,25.803,25.888,26.043,26.154,26.076,26.14,26.244,26.452,26.751,26.81,27.048,27.219,27.333,27.609,27.919,28.161,28.434,28.685,28.939,29.654,30.185,30.179,29.719,28.517,27.382,27.267,28.443,30.655,33.009,34.349,34.391,34.507,34.521,34.894,35.239,35.81,36.622,36.991,37.81,40.085,41.326,43.267,44.364,46.632,47.257,47.292,48.148,48.666,49.353,49.832,50.996,51.875,52.646,53.999,54.709,55.487,57.248,56.846,57,58.147,60.294,61.093,61.648,64.29,66.125,67.049,68.012,69.356,70.799,70.462,71.692,72.792,73.844,73.685,73.191,73.407,73.729,74.279,74.496,75.37,76.886,76.888,77.503,78.087,78.137,78.775,80.075,79.59,78.123,77.393,76.728,77.231,77.67,77.576,78.471,78.93,79.615,80.461,81.326,81.799,82.344,82.121,83.045,83.608,83.784,84.809,85.021,85.062,85.701,85.833,86.269,86.152,88.185,87.343,87.271,87.202,87.674,87.691,87.555,87.689,88.357,88.191,89.745,90.857,90.515,90.157,89.842,91.121,91.045,90.13,89.022,89.612,89.275,89.314,88.934,89.107,88.826,89.519,90.481,91.371,91.592,92.516,92.07,92.71,93.769,93.274,93.94,94.693,94.718,94.939,94.996,94.216,94.138,93.649,94.38,93.899,93.456,92.766,91.533,93.358,94.771,92.834,92.488,93.501,94.391,95.929,96.521,96.538,97.972,99.767,99.693,98.78,98.135,98.032,98.928,98.791,99.139,99.416,100.508,99.203,100.627,99.993,100.177,100.273,100.388,101.207,101.749,103.357,104.408,105.151,105.406,105.646,104.98,106.145,106.988,107.209,107.578,107.013,106.597,107.42,107.144
