"","Table 1AU2# Real Manufacturing and Trade Inventories, Seasonally","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"126","47","      Petroleum products","WKS5170",8634,8876,9070,10158,10306,10132,10876,10189,9106,9261,9474,9584,9638,9078,9914,9260,8883,9262,9323,10262,10772,10779,10829,11855,11006,10434,10194,9778,9570,9543,10387,9802,9834,10216,10243,9953,10644,11589,11314,11120,11202,11106,11158,11260,11257,10710,10515,10803,11044,10904,11637,11670,11318,12252,11319,11192,11207,10802,10765,9976,9769,10267,10854,10962,11444,11948,11747,11760,10748,10307,10075,10018,9784,9945,11010,11496,11552,11643,11856,11543,11686,12077,12066,12481,12695,12701,12597,12456,12281,12371,12266,12086,11982,12042,12337,12608,13611,13124,12782,12938,12996,13260,13324,13842,13472,13110,13110,12410,13727,14143,13948,13945,13957,13919,14042,13862,13948,14033,14439,14327,14395,14415,14523,14553,14628,14560,14714,14431,14329,14019,13970,13848,13801,13732,13546,13074,12508,12604,12889,13277,12686,12804,12700,12874,12509,12490,12409,12558,12888,12654,12589,12385,12579,12662,12645,13046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","48","      Alcoholic beverages","WKS5180",5008,4852,4938,5083,5134,5268,5137,5318,5232,5238,5206,5242,5202,5313,5186,5207,5221,5272,5199,5099,5104,4913,5212,5188,5523,5882,5761,5490,5534,5458,5320,5403,5503,5395,5285,5298,5066,5179,5072,5171,5038,5032,5160,5282,5164,5257,5213,5281,5227,5187,5166,5114,5201,5208,5219,5186,5221,5195,5344,5358,5359,5207,5257,5222,5291,5323,5210,5224,5368,5367,5405,5443,5831,5648,5622,5526,5476,5517,5499,5446,5464,5451,5566,5551,5185,5103,5193,5157,5180,5251,5363,5499,5231,5268,5334,5201,5248,5216,5199,5328,5199,5156,5086,5073,5168,5209,5138,5329,5350,5442,5243,5491,5613,5479,5517,5569,5514,5570,5529,5553,5605,5619,5478,5501,5638,5507,5680,5813,5774,5657,5637,5623,5564,5582,5670,5848,5818,5869,5989,5793,5818,5934,5841,5750,5748,5572,5395,5583,5377,5649,5557,5595,5764,5657,5745,6146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","49","      Other nondurable goods","WKS5190",12346,12411,12735,12478,12691,13248,13387,13276,13375,13259,12997,12823,13188,12863,12814,12965,13259,12895,13244,13511,13928,14020,13073,13873,13815,14507,14435,14464,14469,14872,14458,14884,15380,15687,16196,16798,16990,16786,17100,17205,17102,17795,17659,18165,17393,17236,18027,17900,17540,17590,17915,18003,17707,17863,17810,18043,18026,18052,17744,17594,17204,17334,16928,17311,17980,18088,18386,17879,18336,18238,18351,18440,18519,18324,18561,18366,18528,18578,18239,17739,18244,18689,18358,18795,19166,19227,18885,18595,17647,18314,18859,18762,18263,18906,19527,19357,19413,19246,19372,19532,19260,19318,19199,19775,20076,19662,19784,19471,19418,19757,19665,19872,20163,20177,20406,20646,20555,20719,20472,20446,20737,20976,21117,22197,21620,21946,21887,21480,21712,22714,22332,22434,22595,22156,21724,22870,23349,22800,23134,22517,22099,22412,22578,21797,22754,22680,22582,22512,22230,22084,21979,22578,22900,22393,22381,23004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","50","  Retail trade","WKS5R0",206219,207130,206323,208022,208924,209257,212587,213817,212798,216935,220202,220791,223698,226446,227593,229338,227873,228194,227824,226625,224688,227755,226821,224307,227097,230305,234620,237100,237430,239684,240288,239142,238606,241299,243158,246095,244159,243849,243930,244869,245071,246751,246723,248736,249728,250878,252008,253946,256310,260094,261764,261407,262679,262410,262004,262027,262204,263196,266522,268834,262598,261872,264974,264680,266804,268683,269506,269394,268987,269816,269865,267162,266910,264918,261471,262418,262443,262685,262926,263494,265947,267746,267600,267720,267484,266376,266592,270065,269115,269180,271328,270212,269924,269526,270591,272472,274724,278889,282402,283209,283433,284500,284286,281447,285228,285472,287818,288322,288817,290376,292400,292416,295906,300058,299941,302588,303948,305593,307626,309405,312699,313633,315159,316724,317670,319734,318775,321220,321055,323542,324875,321924,321716,322099,318170,319550,321355,322198,325088,326978,328131,329347,329281,329538,329100,332348,330360,334464,336073,335617,338364,337393,339594,341028,342389,342424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","51","      Addendum: Retail less motor vehicle","WKS5RX0",154144,154902,154828,155229,156117,156158,158130,158611,159777,161504,161585,161407,163198,164248,164816,166343,165900,165196,164887,165328,167596,168745,167852,166441,165970,166488,168037,169421,170091,172032,172891,172667,173216,173808,173960,176549,176622,177996,179209,179231,178712,179730,179923,181529,181707,180761,181030,182238,182475,184076,184508,184567,186738,187778,188622,190012,190702,191702,192734,192117,192461,192435,193342,194229,195318,194694,194440,194222,193316,192999,193015,192030,193706,193414,191762,192023,192103,192180,192132,192568,193636,193698,193884,196513,194855,194904,195004,196941,195872,196550,198443,197059,197714,198006,198561,199795,201283,202244,204234,204469,204847,205351,206700,206461,208166,208936,210489,211446,210668,211935,212441,213373,216236,219309,218210,220094,221596,223080,223958,224662,226214,226602,226703,227569,228605,229435,228598,231853,232064,232696,233725,231230,231230,231906,231554,232461,232873,232324,234517,234633,234385,236359,235976,236180,236477,238738,237832,239986,241672,242515,243806,242764,245266,245417,245425,245831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","52","    Durable goods","WKS5RD0",97434,97576,97545,98720,99081,99421,101305,102361,100507,103460,106201,106655,108398,110287,111282,112299,110862,111887,111904,110668,107307,108933,108728,106749,109326,112018,114998,116365,117072,118145,117944,117024,116463,118745,120773,122051,120457,119220,118507,119487,120320,121087,121356,122233,123199,124704,125898,127222,129404,131552,132664,131984,131596,130801,130153,129468,129133,129482,131870,134112,127905,127742,130312,129520,130726,133176,133533,133548,134173,134863,134794,132880,131370,129282,126631,127604,127148,127135,127209,127222,129244,129992,129455,128123,128102,126873,127545,129721,129679,129040,129556,129483,128384,127904,128586,129342,130168,133445,135313,135691,135943,136776,136018,133297,136100,136346,137680,138290,140156,140676,141900,141590,142906,145000,146048,147671,147735,148670,150135,151333,153645,154061,155366,156766,156851,158242,157848,158843,158987,160409,161421,160122,159912,160070,157289,158468,159875,160858,161992,163575,164761,165145,164777,164825,164371,166304,165089,167477,168508,167843,169929,169643,170445,171943,173189,172893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","53","      Automotives","WKS550",54002,54179,53556,54828,54860,55109,56606,57337,55214,57626,60782,61576,62698,64274,64750,65118,64216,65196,65039,63459,59084,61143,61051,59980,63132,65897,68562,69483,69063,69459,69096,68275,67378,69300,71114,71573,69591,67972,66752,67630,68314,69056,68916,69324,70081,72204,73065,73701,75691,77847,79136,78819,77965,76584,75424,74058,73564,73543,75702,78694,72194,71401,73603,72455,73481,76046,77069,77216,77719,78963,79097,77393,75526,73745,71960,72609,72325,72494,72689,72720,74157,75736,75281,72918,74192,73044,72945,74597,74810,74106,74371,74708,73702,72975,73681,74312,75068,78261,79839,80327,80200,80753,79320,76766,78774,78259,78977,78455,79663,79945,81470,80644,81316,82387,83179,84137,84062,84290,85385,86470,88127,88739,90032,90643,90620,91833,91679,90982,90688,92431,92749,92347,92260,92015,88665,89249,90690,91973,92708,94346,95618,94977,95341,95465,95122,96287,95462,97831,97904,97078,98666,98747,98404,99741,100912,100217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","54","        Motor vehicle dealers","WKS55X0",48983,49120,48398,49669,49670,49957,51270,52007,49819,52184,55335,56097,57173,58831,59395,59589,58592,59612,59563,57944,53755,55626,55597,54537,57726,60352,63041,64094,63754,64037,63779,62882,61816,63863,65532,65843,63869,62197,61069,61969,62686,63322,63102,63479,64278,66348,67189,67887,69972,72095,73311,72904,71980,70668,69415,68031,67511,67489,69751,72674,66098,65384,67557,66344,67359,69891,70979,71087,71610,72770,72800,71091,69120,67426,65668,66350,66294,66458,66749,66874,68231,69945,69613,67093,68528,67380,67494,68980,69114,68496,68716,68997,68062,67383,67874,68489,69209,72324,73781,74330,74169,74702,73182,70685,72658,72144,72888,72444,73662,73935,75383,74506,75094,76111,77035,77752,77619,77772,78854,79860,81490,82000,83328,83983,83904,85056,84940,84196,83846,85578,85865,85429,85237,84966,81627,82070,83372,84672,85327,86989,88301,87590,87886,87934,87171,87863,86778,88584,88539,87525,89196,89441,89244,90649,92230,92238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","55","        Auto and home supply stores","WKS5530",4926,4963,5048,5058,5087,5054,5232,5232,5274,5335,5362,5397,5445,5380,5301,5464,5546,5514,5413,5441,5246,5430,5370,5355,5331,5471,5457,5335,5256,5364,5262,5333,5492,5376,5518,5661,5649,5696,5604,5586,5556,5658,5735,5765,5728,5783,5805,5746,5659,5696,5769,5854,5918,5850,5935,5948,5972,5973,5881,5956,6008,5929,5964,6021,6035,6076,6018,6055,6037,6121,6220,6219,6313,6225,6194,6165,5948,5952,5862,5772,5853,5725,5605,5753,5599,5596,5390,5552,5630,5544,5587,5642,5571,5523,5737,5751,5785,5859,5979,5916,5951,5969,6062,6012,6040,6041,6012,5932,5917,5924,5999,6056,6140,6192,6048,6298,6360,6437,6445,6522,6542,6646,6600,6549,6609,6666,6627,6682,6744,6744,6774,6815,6928,6957,6970,7118,7257,7230,7310,7273,7221,7301,7372,7453,7565,7538,7585,7665,7592,7816,7792,7676,7838,8058,7954,7867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","56","      Lumber and building stores","WKS520",18783,18675,18816,18694,18888,18853,19234,19474,19700,20080,20050,19858,20174,20144,20267,20567,20141,20058,20273,20062,20818,20503,20498,20085,19495,20275,20322,20194,20952,21238,21078,21240,20897,20646,20666,20890,21126,21249,21392,21228,20921,21123,21358,21439,21473,21480,21735,22231,22198,22482,22458,22276,22498,22495,22462,22429,22569,22791,22758,22654,22658,22525,22678,22997,23005,23005,22600,22546,22573,22248,22234,22262,22133,21748,21651,21264,21261,21341,21225,21281,21235,21081,21321,21423,21345,21701,21638,22210,21871,21681,21968,21888,21934,22039,21750,21490,21830,21926,21823,21560,21488,21509,21623,21584,21776,22150,22292,22341,22624,22815,22830,23081,23428,23587,23749,24120,23890,24063,24403,24466,24639,24311,24525,24850,24818,24770,24968,25395,25745,25927,25904,25799,25795,25851,26056,26074,26152,26446,26443,26044,25981,26047,26219,26396,26337,26421,26491,26593,26703,26922,26909,27051,27447,27327,27333,27638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","57","      Furniture and furnishings","WKS570",7898,7928,8067,8145,8215,8219,8231,8229,8257,8398,8492,8487,8527,8587,8618,8734,8634,8795,8750,8833,8822,8804,8822,8792,8714,8655,8532,8605,8745,8742,8861,8823,8998,9039,9011,9139,9153,9165,9370,9494,9531,9557,9550,9697,9888,9700,9737,9756,9850,9904,9898,9820,9896,10022,10119,10187,10152,10329,10382,10253,10458,10577,10560,10595,10670,10655,10665,10742,10741,10648,10538,10404,10540,10595,10375,10667,10660,10645,10653,10555,10660,10670,10574,10608,10498,10429,10618,10651,10682,10611,10639,10562,10492,10516,10649,10847,10827,10745,10862,10933,11028,11298,11537,11564,11675,11662,11933,12239,12384,12401,12119,12488,12699,12872,12818,13082,13360,13740,13851,13826,13822,13884,13935,13998,14006,14214,14043,14443,14548,14430,14744,14551,14461,14744,14744,15025,15120,14949,15083,15192,15225,15311,14945,14905,15150,15255,15182,15112,15419,15446,15657,15458,15597,15745,15743,15743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","58","      Other durable goods","WKS59X0",19130,19124,19318,19217,19264,19409,19606,19830,19718,19862,19421,19267,19696,20056,20511,20754,20675,20501,20612,20875,21067,21043,20872,20189,20425,19999,20758,21261,21558,22104,22141,21924,22159,22802,23198,23675,23748,23934,23861,23907,24295,24153,24411,24581,24434,24278,24411,24755,24927,24711,24635,24530,24641,24934,25243,25776,25869,25730,26050,25788,25253,25743,26192,26154,26269,26360,26045,25813,25958,25901,25914,25807,25910,25680,25144,25301,25118,24901,24870,24989,25542,24864,24730,25538,24510,24183,24697,24811,24779,25092,25082,24870,24801,24892,24907,24937,24793,25123,25399,25411,25699,25522,25647,25322,25910,26393,26483,27089,27353,27423,27665,27302,27349,28065,28328,28294,28159,28118,28065,28220,28854,28846,28627,29111,29242,29161,29015,29758,29730,29490,29735,29169,29189,29087,29410,29581,29367,29114,29352,29525,29479,30362,30039,29868,29906,30608,30396,30817,31209,31296,31621,31442,32091,32159,32248,32388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","59","    Nondurable goods","WKS5RN0",117491,118379,117471,117963,118560,118517,120018,120115,121284,122370,122706,122819,124004,124812,124882,125625,125752,124806,124348,124527,126565,128082,127243,126831,126798,127118,128374,129537,129023,130296,131260,131090,131176,131425,131021,132834,132593,133803,134806,134657,133833,134823,134449,135688,135623,135060,134867,135451,135448,137149,137695,138138,140103,140787,141128,142012,142638,143355,144226,144107,144608,143965,144358,144993,145949,145094,145599,145450,144217,144325,144463,143703,145262,145537,144836,144727,145318,145613,145799,146440,146765,147913,148410,150201,149955,150197,149617,150930,149886,150752,152592,151393,152426,152562,152945,154180,155755,156486,158221,158683,158624,158815,159529,159677,160524,160493,161535,161339,159507,160675,161479,161899,164318,166507,164999,166018,167546,168275,168768,169310,170190,170754,170855,170876,171891,172518,171896,173498,173113,174204,174462,172656,172686,172934,171903,172003,172310,172031,173974,174154,173980,174917,175314,175554,175830,177186,176369,178089,178671,179035,179681,178988,180605,180440,180514,180916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","60","      Food stores","WKS540",29446,29631,29765,30262,30454,30545,30797,31012,31308,31810,31818,32117,32453,32710,32600,32364,32648,32431,31969,32330,32822,33275,32883,32615,32396,32854,33035,33042,32867,33053,32981,32967,32629,32532,32397,32635,32714,33215,33688,33710,33603,33848,34009,34419,34120,34247,34035,34439,34544,34686,34671,34891,35138,35185,35325,35522,35811,36460,36801,36533,36620,36621,36643,36814,37210,37195,37343,37640,37483,37176,37204,37633,38079,37900,38166,38041,38294,38386,38270,38282,38115,38228,38364,38309,38050,38138,37825,38168,38180,38023,38175,37860,38130,38388,38387,38384,38368,38429,38604,38804,38469,38519,38442,38570,38863,38923,38884,38984,39133,39126,39470,39188,39235,39592,39731,39728,39924,39915,39956,40023,40109,40134,40044,40031,40066,40129,40326,40558,40614,40543,40498,40794,40620,40765,40623,40917,40875,40525,40777,40791,40921,41168,41252,41337,41443,41524,41643,41600,41848,41872,41860,42215,42376,42218,42350,42138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","61","      Apparel stores","WKS560",17699,17831,17386,17336,17403,17377,17782,17805,17970,18373,18740,18712,18691,18913,18697,18920,18745,18651,18447,18281,18399,18538,18459,18607,18726,18763,19338,19311,19294,19288,19086,19274,19214,18904,19005,18909,18718,18725,18877,18687,18928,18940,19139,19287,19389,19438,19315,19317,19545,19988,20091,20062,20317,20481,20498,20524,20571,20498,20600,20312,20533,20042,20400,20704,20765,20689,20932,20781,20293,20462,20128,19986,20038,20033,19935,19927,19905,20062,19615,19810,20109,19909,20088,20325,20378,20584,20502,20681,20645,20609,21127,21257,21056,21197,21508,21933,22284,22065,22154,22115,22137,22279,22544,22331,22494,22281,22273,22120,21894,21764,21811,22100,22259,22517,22415,22540,22830,23025,22996,23051,23117,23148,23416,23626,23695,23304,22990,23212,23035,23144,23017,22405,22351,22326,22287,21728,21605,21645,21831,21900,21678,22028,22518,22340,22273,22458,21946,22607,22726,22683,22754,22647,23035,23071,23055,23335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","62","      Department stores","WKS5310",31893,32023,31525,31203,31247,31010,31056,30984,31319,31379,31649,31801,31978,31849,31991,32329,32530,32200,32022,31907,32530,33150,32733,32609,32720,32813,32768,33269,33141,33584,34561,34415,34432,34754,34429,34616,35044,35436,35665,35795,35128,35334,34802,35347,35381,35515,35615,35870,35280,36136,36545,36868,37819,38284,38460,38616,38922,39080,39734,39765,39840,40068,39869,39620,39485,39330,39574,39530,39211,39524,39758,39279,39622,39608,39550,39516,39611,39798,40051,40217,40515,41014,40943,41995,42017,41657,42059,42669,42290,42917,43672,43542,43846,43915,43812,44295,45269,45864,46865,46826,47316,47097,47099,47355,47441,47293,47619,47631,46130,46921,47044,47550,48892,49937,49191,49556,50149,50126,50282,50774,51185,51958,51418,51282,51937,52541,52513,52825,52895,53426,53743,53643,53698,53923,53991,53935,54160,54448,54929,55549,55351,55501,55689,55444,54877,55134,54849,55405,55452,55566,55352,55028,55196,54978,55043,55682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","63","      Other general merchandise stores","WKS53X0",7552,7396,7432,7531,7707,7884,8082,8176,8179,8236,8230,8213,8476,8584,8328,8348,8334,8150,8238,8158,8376,8447,8396,8286,8636,8664,8597,8652,8522,8648,8546,8460,8481,8476,8715,9216,8755,8895,9101,9038,8914,9084,9097,8946,8782,8452,8321,8191,8145,8310,8284,8236,8292,8194,8289,8409,8329,8403,8266,8452,8272,8160,8082,7961,8086,7957,7892,8106,8271,8109,8018,7869,7988,8510,8076,7974,8085,8256,8389,8466,8318,8270,8363,8605,8614,8415,8297,8752,8527,8801,9039,8888,9390,9504,9722,9744,9935,9996,10273,10666,10277,10124,10174,10223,10314,10594,10865,10495,10093,10227,10322,10278,10643,10807,10351,10508,10526,10660,10895,10875,11171,11305,11499,11368,11249,11259,11090,11122,10838,10860,10980,10858,10970,10595,10454,10456,10481,10423,10639,10561,10534,10507,10348,10229,10108,10153,10010,10156,10197,10191,10237,10170,10225,10109,10117,10177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","64","      Other nondurable goods","WKS5Y0",34694,35383,35345,35775,35932,35926,36623,36477,36890,36998,36583,36268,36797,37240,37818,38183,38006,37888,38233,38526,39192,39425,39564,39460,38927,38625,39328,40012,39929,40523,40836,40702,41183,41565,41241,42431,42295,42519,42473,42425,42272,42702,42513,42821,43074,42421,42599,42683,43097,43077,43105,43072,43505,43567,43463,43919,43990,43965,43821,44068,44390,44104,44421,45050,45705,45170,45064,44597,44163,44180,44526,44162,44869,44804,44419,44586,44794,44420,44840,45026,44990,45872,46065,46297,46170,46770,46154,45827,45389,45498,45604,44719,44942,44457,44393,44651,44611,44849,44999,44982,45049,45478,45976,45910,46174,46213,46737,47004,47372,47735,47996,47811,48245,48582,48293,48671,49102,49575,49674,49568,49562,49034,49355,49450,49807,50179,49891,50786,50744,51236,51205,49881,49957,50268,49369,49933,50165,49865,50753,50198,50412,50648,50375,51192,51582,51985,51943,52387,52664,52868,53544,53092,53941,54419,54583,54606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
